"","LT2_tag","SL1344_tag","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba"
"2090","STM2228","SL1344_2205",0,1374,0,1374
"2091","STM2230","SL1344_2206",3.99e-108,385,3.62e-108,385
"2092","STM2231","SL1344_2207",4.46e-63,234,4.42e-63,234
"2093","STM2232","SL1344_2208",0,1434,0,1434
"2094","STM2233","SL1344_2209",1.02e-105,376,1.01e-105,376
"2095","STM2234","SL1344_2210",3.03e-120,425,3.03e-120,425
"2096","STM2235","SL1344_2211",0,996,0,996
"2097","STM2236","SL1344_2212",5.26e-123,434,5.21e-123,434
"2098","STM2237","SL1344_2213",8.03e-76,276,7.96e-76,276
"2099","STM2238","SL1344_2214",0,1031,0,1031
"2100","STM2239","SL1344_2215",6.36e-83,300,6.3e-83,300
"2101","STM2241","SL1344_2217",0,1905,0,1905
"2102","STM2242","SL1344_2218",5.9e-42,163,5.84e-42,163
"2103","STM2243","SL1344_2219",1.18e-174,606,1.23e-174,606
"2104","STM2244","SL1344_2220",3.13e-42,164,3.1e-42,164
"2105","STM2245","SL1344_2221",3.89e-130,458,3.85e-130,458
"2106","STM2246","SL1344_2222",1.29e-142,500,1.28e-142,500
"2107","STM2247","SL1344_2223",0,670,0,670
"2108","STM2251","SL1344_3782A",1.35e-44,114,1.34e-44,114
"2109","STM2255","SL1344_2225",2.41e-131,462,2.39e-131,462
"2110","STM2256","SL1344_2226",1.81e-104,372,1.79e-104,372
"2111","STM2257","SL1344_2227",0,696,0,696
"2112","STM2258","SL1344_2228",4.12e-147,485,4.08e-147,485
"2113","STM2259","SL1344_2229",0,1969,0,1969
"2114","STM2260","SL1344_2230",6.1e-61,226,6.04e-61,226
"2115","STM2261","SL1344_2231",2.82e-120,425,2.79e-120,425
"2116","STM2262","SL1344_2232",4.19e-101,361,4.15e-101,361
"2117","STM2263","SL1344_2233",0,862,0,862
"2118","STM2264","SL1344_2234",3.94e-148,518,3.9e-148,518
"2119","STM2265","SL1344_2235",0,801,0,801
"2120","STM2266","SL1344_2236",0,822,0,822
"2121","STM2267","SL1344_2237",0,785,0,785
"2122","STM2269","SL1344_2238",0,2103,0,2103
"2123","STM2270","SL1344_2239",1.2e-149,523,1.18e-149,523
"2124","STM2271","SL1344_2240",0,1110,0,1110
"2125","STM2272","SL1344_2241",0,1882,0,1882
"2126","STM2273","SL1344_2242",0,966,0,966
"2127","STM2274","SL1344_2243",0,980,0,980
"2128","STM2275","SL1344_2244",6.62e-158,551,4.98e-158,551
"2129","STM2276","SL1344_2245",1.88e-169,589,1.86e-169,589
"2130","STM2277","SL1344_2246",0,1820,0,1820
"2131","STM2278","SL1344_2247",0,900,0,900
"2132","STM2279","SL1344_2248",1.49e-56,212,1.48e-56,212
"2133","STM2280","SL1344_2249",0,972,0,972
"2134","STM2281","SL1344_2250",0,683,0,683
"2135","STM2282","SL1344_2251",0,871,0,871
"2136","STM2283","SL1344_2252",0,894,0,894
"2137","STM2284","SL1344_2253",0,1253,0,1253
"2138","STM2285","SL1344_2254",0,744,0,744
"2139","STM2286","SL1344_2255",0,970,0,970
"2140","STM2287","SL1344_2256",0,754,0,754
"2141","STM2288","SL1344_2257",3.27e-38,150,3.23e-38,150
"2142","STM2289","SL1344_2258",0,639,0,639
"2143","STM2290","SL1344_2259",0,994,0,994
"2144","STM2291","SL1344_2260",0,975,0,975
"2145","STM2292","SL1344_2261",9.18e-176,610,9.09e-176,610
"2146","STM2293","SL1344_2262",0,900,0,900
"2147","STM2294","SL1344_2263",8.05e-129,454,6.76e-129,454
"2148","STM2295","SL1344_2264",7.01e-94,337,6.94e-94,337
"2149","STM2296","SL1344_2265",3.9e-133,468,3.86e-133,468
"2150","STM2297","SL1344_2266",0,923,0,923
"2151","STM2298","SL1344_2267",0,747,0,747
"2152","STM2299","SL1344_2268",0,1590,0,1590
"2153","STM2300","SL1344_2269",0,714,0,714
"2154","STM2301","SL1344_2270",0,1109,0,1109
"2155","STM2302","SL1344_2271",2.72e-58,218,1.8e-58,218
"2156","STM2303","SL1344_2272",8.26e-86,310,8.18e-86,310
"2157","STM2304","SL1344_2273",2.13e-56,211,2.11e-56,211
"2158","STM2305","SL1344_2274",0,1103,0,1103
"2159","STM2306","SL1344_2275",0,704,0,704
"2160","STM2307","SL1344_2276",0,701,0,701
"2161","STM2308","SL1344_2277",1.04e-177,616,1.03e-177,616
"2162","STM2309","SL1344_2278",0,1336,0,1336
"2163","STM2310","SL1344_2279",0,1039,0,1039
"2164","STM2311","SL1344_2280",4.96e-67,247,4.91e-67,247
"2165","STM2312","SL1344_2281",1.48e-105,376,1.46e-105,376
"2166","STM2313","SL1344_2282",0,732,0,732
"2167","STM2314","SL1344_2283",0,817,0,817
"2168","STM2315","SL1344_2284",0,1346,0,1346
"2169","STM2316","SL1344_2285",0,947,0,947
"2170","STM2317","SL1344_2286",0,1254,0,1254
"2171","STM2318","SL1344_2287",0,1418,0,1418
"2172","STM2319","SL1344_2288",1.44e-72,265,1.43e-72,265
"2173","STM2320","SL1344_2289",3.04e-121,291,3.01e-121,291
"2174","STM2321","SL1344_2290",4.31e-128,451,4.27e-128,451
"2175","STM2322","SL1344_2291",0,764,0,764
"2176","STM2323","SL1344_2292",0,1301,0,1301
"2177","STM2324","SL1344_2293",0,1091,0,1091
"2178","STM2325","SL1344_2294",1.02e-115,410,1.01e-115,410
"2179","STM2326","SL1344_2295",0,1471,0,1471
"2180","STM2327","SL1344_2296",3.72e-155,541,3.68e-155,541
"2181","STM2328","SL1344_2297",5.39e-102,364,5.34e-102,364
"2182","STM2329","SL1344_2298",7.18e-32,128,7.11e-32,128
"2183","STM2330","SL1344_2299",0,672,0,672
"2184","STM2331","SL1344_2300",0,975,0,975
"2185","STM2332","SL1344_2301",1.89e-132,466,1.87e-132,466
"2186","STM2333","SL1344_2302",0,1293,0,1293
"2187","STM2334","SL1344_2303",1.6e-160,559,1.59e-160,559
"2188","STM2335","SL1344_2304",6.28e-114,404,6.22e-114,404
"2189","STM2336","SL1344_2305",1.7e-103,369,1.68e-103,369
"2190","STM2337","SL1344_2306",0,936,0,936
"2191","STM2338","SL1344_2307",0,1598,0,1598
"2192","STM2339","SL1344_2308",0,1158,0,1158
"2193","STM2340","SL1344_2309",0,704,0,704
"2194","STM2341","SL1344_2310",0,648,0,648
"2195","STM2342","SL1344_2311",0,1060,0,1060
"2196","STM2343","SL1344_2312",9.79e-62,229,9.69e-62,229
"2197","STM2344","SL1344_2313",7.48e-98,350,7.41e-98,350
"2198","STM2345","SL1344_2314",0,814,0,814
"2199","STM2346","SL1344_2315",4.43e-129,424,4.39e-129,424
"2200","STM2347","SL1344_2316",2.33e-124,439,2.31e-124,439
"2201","STM2348","SL1344_2317",3.07e-145,508,3.04e-145,508
"2202","STM2349","SL1344_2318",2.85e-152,532,2.82e-152,532
"2203","STM2350","SL1344_2319",0,561,0,561
"2204","STM2351","SL1344_2320",8.41e-167,580,8.33e-167,580
"2205","STM2352","SL1344_2321",1.22e-148,520,1.21e-148,520
"2206","STM2353","SL1344_2322",4.95e-158,551,4.9e-158,551
"2207","STM2354","SL1344_2323",1.08e-177,616,1.07e-177,616
"2208","STM2355","SL1344_2324",9.22e-180,623,9.13e-180,623
"2209","STM2356","SL1344_2325",1.29e-124,440,1.28e-124,440
"2210","STM2357","SL1344_2326",0,1049,0,1049
"2211","STM2358","SL1344_2327",0,876,0,876
"2212","STM2359","SL1344_2328",0,1061,0,1061
"2213","STM2360","SL1344_2329",0,1129,0,1129
"2214","STM2361","SL1344_2330",0,1089,0,1089
"2215","STM2362","SL1344_2331",0,1196,0,1196
"2216","STM2363","SL1344_2332",1.72e-110,392,1.71e-110,392
"2217","STM2365","SL1344_2334",0,989,0,989
"2218","STM2366","SL1344_2335",0,521,0,521
"2219","STM2367","SL1344_2336",4.69e-154,538,4.64e-154,538
"2220","STM2368","SL1344_2337",6.99e-180,624,6.92e-180,624
"2221","STM2369","SL1344_2338",0,806,0,806
"2222","STM2370","SL1344_2339",0,926,0,926
"2223","STM2371","SL1344_2340",0,696,0,696
"2224","STM2372","SL1344_2341",0,853,0,853
"2225","STM2373","SL1344_2342",5.55e-85,307,5.5e-85,307
"2226","STM2374","SL1344_2343",2.92e-53,201,2.89e-53,201
"2227","STM2375","SL1344_2344",3.11e-86,311,3.08e-86,311
"2228","STM2376","SL1344_2345",1.07e-119,423,1.06e-119,423
"2229","STM2377","SL1344_2346",5.92e-149,521,5.86e-149,521
"2230","STM2378","SL1344_2347",0,884,0,884
"2231","STM2379","SL1344_2348",0,861,0,861
"2232","STM2380","SL1344_2349",1.61e-63,235,1.59e-63,235
"2233","STM2381","SL1344_2350",2.32e-132,465,2.29e-132,465
"2234","STM2382","SL1344_2351",5.94e-170,591,5.88e-170,591
"2235","STM2383","SL1344_2352",6.06e-179,613,6e-179,613
"2236","STM2384","SL1344_2353",0,857,0,857
"2237","STM2385","SL1344_2354",0,773,0,773
"2238","STM2386","SL1344_2355",1.05e-126,446,1.04e-126,446
"2239","STM2387","SL1344_2356",9.05e-111,393,8.96e-111,393
"2240","STM2388","SL1344_2357",0,1585,0,1585
"2241","STM2389","SL1344_2358",0,939,0,939
"2242","STM2390","SL1344_2359",2.9e-62,231,2.87e-62,231
"2243","STM2391","SL1344_2360",0,1063,0,1063
"2244","STM2392","SL1344_2361",4e-178,618,3.96e-178,618
"2245","STM2393","SL1344_2362",0,735,0,735
"2246","STM2395","SL1344_2363",0,772,0,772
"2247","STM2396","SL1344_2364",0,979,0,979
"2248","STM2397","SL1344_2365",0,1251,0,1251
"2249","STM2398","SL1344_2366",0,928,0,928
"2250","STM2399","SL1344_2367",0,1120,0,1120
"2251","STM2400","SL1344_2368",5.39e-49,187,5.34e-49,187
"2252","STM2401","SL1344_2369",0,759,0,759
"2253","STM2402","SL1344_2370",0,989,0,989
"2254","STM2403","SL1344_2371",0,773,0,773
"2255","STM2404","SL1344_2372",0,642,0,642
"2256","STM2405","SL1344_2373",0,1307,0,1307
"2257","STM2406","SL1344_2374",0,804,0,804
"2258","STM2407","SL1344_2375",4.92e-66,244,4.88e-66,244
"2259","STM2408","SL1344_2376",0,924,0,924
"2260","STM2409","SL1344_2377",0,813,0,813
"2261","STM2410","SL1344_2378",0,1673,0,1673
"2262","STM2413","SL1344_2379",2.02e-77,282,2e-77,282
"2263","STM2414","SL1344_2380",3.1e-85,308,3.07e-85,308
"2264","STM2415","SL1344_2381",0,1148,0,1148
"2265","STM2420","SL1344_2382",0,731,0,731
"2266","STM2421","SL1344_2384",0,1023,0,1023
"2267","STM2422","SL1344_2385",0,670,0,670
"2268","STM2423","SL1344_2386",1.68e-179,622,1.66e-179,622
"2269","STM2424","SL1344_2387",0,734,0,734
"2270","STM2425","SL1344_2388",0,767,0,767
"2271","STM2426","SL1344_2389",1.9e-49,188,1.88e-49,188
"2272","STM2427","SL1344_2390",0,1565,0,1565
"2273","STM2429","SL1344_2392",0,626,0,626
"2274","STM2430","SL1344_2393",0,774,0,774
"2275","STM2431","SL1344_2394",3.64e-55,207,3.61e-55,207
"2276","STM2432","SL1344_2395",0,1261,0,1261
"2277","STM2433","SL1344_2396",2.5e-106,379,2.48e-106,379
"2278","STM2434","SL1344_2397",3.2e-51,194,3.17e-51,194
"2279","STM2435","SL1344_2398",4.66e-179,487,4.61e-179,487
"2280","STM2436","SL1344_2399",0,979,0,979
"2281","STM2437","SL1344_2400",2.55e-169,588,2.52e-169,588
"2282","STM2438","SL1344_2401",1.15e-81,296,1.14e-81,296
"2283","STM2439","SL1344_2402",1.94e-122,432,1.92e-122,432
"2284","STM2440","SL1344_2403",0,652,0,652
"2285","STM2441","SL1344_2404",0,866,0,866
"2286","STM2442","SL1344_2405",0,693,0,693
"2287","STM2443","SL1344_2406",7.34e-155,526,7.27e-155,526
"2288","STM2444","SL1344_2407",0,805,0,805
"2289","STM2445","SL1344_2408",6.26e-179,621,6.2e-179,621
"2290","STM2446","SL1344_2409",0,720,0,720
"2291","STM2447","SL1344_2410",1.2e-131,463,1.19e-131,463
"2292","STM2448","SL1344_2411",3.41e-92,331,3.38e-92,331
"2293","STM2449","SL1344_2412",1.1e-95,343,8.13e-96,343
"2294","STM2450","SL1344_2413",0,644,0,644
"2295","STM2451","SL1344_2414",0,765,0,765
"2296","STM2452","SL1344_2415",5.85e-76,277,5.79e-76,277
"2297","STM2453","SL1344_2416",0,1039,0,1039
"2298","STM2454","SL1344_2417",0,858,0,858
"2299","STM2455","SL1344_2418",1.18e-105,376,1.17e-105,376
"2300","STM2456","SL1344_2419",1.73e-145,445,1.71e-145,445
"2301","STM2457","SL1344_2420",0,693,0,693
"2302","STM2458","SL1344_2421",0,1073,0,1073
"2303","STM2459","SL1344_2422",0,1088,0,1088
"2304","STM2460","SL1344_2423",0,988,0,988
"2305","STM2461","SL1344_2424",0,786,0,786
"2306","STM2462","SL1344_2425",0,628,0,628
"2307","STM2463","SL1344_2426",0,981,0,981
"2308","STM2464","SL1344_2427",1.02e-68,253,1.01e-68,253
"2309","STM2465","SL1344_2428",1.35e-68,252,1.34e-68,252
"2310","STM2466","SL1344_2429",0,789,0,789
"2311","STM2467","SL1344_2430",0,643,0,643
"2312","STM2468","SL1344_2431",2.62e-154,539,2.6e-154,539
"2313","STM2469","SL1344_2432",2.52e-107,382,2.5e-107,382
"2314","STM2470","SL1344_2433",5.06e-78,284,5.01e-78,284
"2315","STM2472","SL1344_2435",0,1443,0,1443
"2316","STM2473","SL1344_2436",0,731,0,731
"2317","STM2474","SL1344_2437",0,1611,0,1611
"2318","STM2475","SL1344_2438",2.83e-50,191,2.8e-50,191
"2319","STM2476","SL1344_2439",0,841,0,841
"2320","STM2477","SL1344_2440",1.66e-127,449,1.64e-127,449
"2321","STM2478","SL1344_2441",0,1052,0,1052
"2322","STM2479","SL1344_2442",0,1559,0,1559
"2323","STM2480","SL1344_2443",0,1167,0,1167
"2324","STM2481","SL1344_2444",0,2335,0,2335
"2325","STM2482","SL1344_2445",3.77e-81,294,3.73e-81,294
"2326","STM2483","SL1344_2446",0,907,0,907
"2327","STM2484","SL1344_2447",6e-43,166,5.94e-43,166
"2328","STM2485","SL1344_2448",0,1398,0,1398
"2329","STM2486","SL1344_2449",1.79e-179,557,1.78e-179,557
"2330","STM2487","SL1344_2450",7.08e-174,604,7.01e-174,604
"2331","STM2488","SL1344_2451",0,578,0,578
"2332","STM2489","SL1344_2452",0,698,0,698
"2333","STM2490","SL1344_2453",2.82e-128,452,2.44e-128,452
"2334","STM2491","SL1344_2454",1.94e-108,385,1.92e-108,385
"2335","STM2492","SL1344_2455",6.5e-52,197,3.59e-52,197
"2336","STM2493","SL1344_2456",0,527,0,527
"2337","STM2494","SL1344_2457",0,1079,0,1079
"2338","STM2495","SL1344_2458",1.24e-75,276,1.23e-75,276
"2339","STM2496","SL1344_2459",3.02e-167,582,2.99e-167,582
"2340","STM2497","SL1344_2460",0,946,0,946
"2341","STM2498","SL1344_2461",1.05e-144,506,1.04e-144,506
"2342","STM2499","SL1344_2462",0,787,0,787
"2343","STM2500","SL1344_2463",1.09e-144,506,1.08e-144,506
"2344","STM2501","SL1344_2464",0,1590,0,1590
"2345","STM2502","SL1344_2465",0,1049,0,1049
"2346","STM2503","SL1344_2466",0,1065,0,1065
"2347","STM2505","SL1344_2467",5.11e-55,207,5.06e-55,207
"2348","STM2506","SL1344_2468",1.02e-38,152,1.01e-38,152
"2349","STM2508","SL1344_2469",1.18e-72,266,1.17e-72,266
"2350","STM2509","SL1344_2470",7.02e-81,293,6.95e-81,293
"2351","STM2510","SL1344_2471",0,1255,0,1255
"2352","STM2511","SL1344_2472",0,753,0,753
"2353","STM2512","SL1344_2473",0,1004,0,1004
"2354","STM2514","SL1344_2475",0,3653,0,3719
"2355","STM2515","SL1344_2477",0,4382,0,4383
"2356","STM2516","SL1344_2478",0,738,0,738
"2357","STM2517","SL1344_2479",0,1516,0,1516
"2358","STM2518","SL1344_2480",3.69e-50,190,3.66e-50,190
"2359","STM2519","SL1344_2481",0,1105,0,1105
"2360","STM2520","SL1344_2482",0,889,0,889
"2361","STM2521","SL1344_2483",3.43e-139,488,3.4e-139,488
"2362","STM2522","SL1344_2484",0,1007,0,1007
"2363","STM2523","SL1344_2485",0,822,0,822
"2364","STM2524","SL1344_2486",0,455,0,455
"2365","STM2525","SL1344_2487",0,922,0,922
"2366","STM2526","SL1344_2488",4.44e-96,344,4.39e-96,344
"2367","STM2527","SL1344_2489",0,635,0,635
"2368","STM2528","SL1344_2490",0,627,0,627
"2369","STM2529","SL1344_2491",5.62e-153,534,5.56e-153,534
"2370","STM2530","SL1344_2492",0,1870,0,1870
"2371","STM2531","SL1344_2493",0,1857,0,1857
"2372","STM2532","SL1344_2494",0,2922,0,2922
"2373","STM2533","SL1344_2495",2.05e-172,599,2.03e-172,599
"2374","STM2534","SL1344_2496",6.05e-157,547,5.99e-157,547
"2375","STM2535","SL1344_2497",1.27e-175,610,1.24e-175,610
"2376","STM2536","SL1344_2498",0,958,0,958
"2377","STM2537","SL1344_2499",1.68e-43,168,1.67e-43,168
"2378","STM2538","SL1344_2500",2.68e-74,271,2.65e-74,271
"2379","STM2539","SL1344_2501",0,998,0,998
"2380","STM2540","SL1344_2502",2e-103,369,1.98e-103,369
"2381","STM2541","SL1344_2503",8.34e-73,266,8.26e-73,266
"2382","STM2542","SL1344_2504",5.49e-84,304,5.44e-84,304
"2383","STM2543","SL1344_2505",0,917,0,917
"2384","STM2544","SL1344_2506",1.09e-96,347,1.08e-96,347
"2385","STM2545","SL1344_2507",5.27e-166,577,5.26e-166,577
"2386","STM2546","SL1344_2508",0,640,0,640
"2387","STM2547","SL1344_2509",0,707,0,707
"2388","STM2548","SL1344_2510",0,819,0,819
"2389","STM2549","SL1344_2511",0,676,0,676
"2390","STM2550","SL1344_2512",0,819,0,819
"2391","STM2551","SL1344_2513",0,712,0,712
"2392","STM2552","SL1344_2514",1.27e-134,473,1.26e-134,473
"2393","STM2553","SL1344_2515",0,1015,0,1015
"2394","STM2554","SL1344_2516",0,725,0,725
"2395","STM2555","SL1344_2517",0,512,0,512
"2396","STM2556","SL1344_2518",0,956,0,956
"2397","STM2557","SL1344_2519",0,1198,0,1198
"2398","STM2558","SL1344_2520",0,1125,0,1125
"2399","STM2559","SL1344_2521",0,1652,0,1652
"2400","STM2560","SL1344_2522",0,820,0,820
"2401","STM2561","SL1344_2523",1.56e-75,275,1.54e-75,275
"2402","STM2562","SL1344_2524",0,1026,0,1026
"2403","STM2563","SL1344_2525",1.01e-169,443,9.96e-170,443
"2404","STM2564","SL1344_2526",0,1038,0,1038
"2405","STM2565","SL1344_2527",0,3060,0,3060
"2406","STM2567","SL1344_2529",0,1061,0,1061
"2407","STM2568","SL1344_2530",1.71e-128,452,1.69e-128,452
"2408","STM2569","SL1344_2531",4.14e-137,481,4.1e-137,481
"2409","STM2570","SL1344_2532",0,1049,0,1049
"2410","STM2571","SL1344_2533",0,692,0,692
"2411","STM2572","SL1344_2534",1.91e-175,609,1.89e-175,609
"2412","STM2573","SL1344_2535",0,672,0,672
"2413","STM2574","SL1344_2536",0,967,0,967
"2414","STM2575","SL1344_2537",0,716,0,716
"2415","STM2576","SL1344_2538",2.17e-60,225,2.15e-60,225
"2416","STM2577","SL1344_2539",2.34e-86,312,2.32e-86,312
"2417","STM2578","SL1344_2540",3.04e-151,528,3.03e-151,528
"2418","STM2579","SL1344_2541",2.39e-164,572,2.37e-164,572
"2419","STM2580","SL1344_2542",0,731,0,731
"2420","STM2581","SL1344_2543",6.73e-138,484,5.75e-138,484
"2421","STM2582","SL1344_2544",0,756,0,756
"2422","STM2583","SL1344_2545",0,1292,0,1292
"2423","STM2584","SL1344_2546",0,1079,0,1079
"2424","STM2585","SL1344_2547",1.98e-98,352,2.1e-98,352
"2425","STM2585A","SL1344_2549",5.78e-51,193,5.72e-51,193
"2426","STM2586","SL1344_2550",7.53e-138,484,7.46e-138,484
"2427","STM2587","SL1344_2551",0,670,0,670
"2428","STM2588","SL1344_2552",0,1096,0,1096
"2429","STM2589","SL1344_2553",0,2650,0,2650
"2430","STM2590","SL1344_2554",1.91e-155,542,1.9e-155,542
"2431","STM2591","SL1344_2555",9.99e-149,520,1.26e-148,520
"2432","STM2592","SL1344_2556",2.1e-163,569,2.09e-163,569
"2433","STM2593","SL1344_2557",6.85e-78,283,6.79e-78,283
"2434","STM2594","SL1344_2558",0,1285,0,1285
"2435","STM2595","SL1344_2559",1.23e-72,266,1.1e-72,266
"2436","STM2596","SL1344_2560",1.66e-93,336,1.64e-93,336
"2437","STM2597","SL1344_2561",2.25e-171,595,2.23e-171,595
"2438","STM2598","SL1344_2562",1.23e-93,336,1.22e-93,336
"2439","STM2599","SL1344_2563",0,977,0,977
"2440","STM2600","SL1344_2564",3.69e-137,481,3.65e-137,481
"2441","STM2601","SL1344_2565",3.53e-83,301,3.49e-83,301
"2442","STM2602","SL1344_2566",3.21e-83,301,3.18e-83,301
"2443","STM2603","SL1344_2567",0,812,0,812
"2444","STM2604","SL1344_2568",1.5e-74,272,1.48e-74,272
"2445","STM2605","SL1344_2569",0,1169,0,1169
"2446","STM2606","SL1344_2570",0,1263,0,1263
"2447","STM2607","SL1344_2571",3.97e-45,173,3.93e-45,173
"2448","STM2608","SL1344_2572",0,1546,0,1546
"2449","STM2609","SL1344_2573",2.94e-127,448,2.91e-127,448
"2450","STM2610","SL1344_2574",1.69e-89,322,1.68e-89,322
"2451","STM2611","SL1344_2575",7.04e-97,347,7.4e-97,347
"2452","STM2613","SL1344_0965A",7.42e-75,273,7.55e-75,273
"2453","STM2614","SL1344_2577",1.5e-159,556,1.48e-159,556
"2454","STM2616","SL1344_2578",1.9e-129,456,1.88e-129,456
"2455","STM2617","SL1344_2579",8.45e-157,547,8.36e-157,547
"2456","STM2618","SL1344_2580",1.57e-28,117,1.55e-28,117
"2457","STM2619","SL1344_2581",2.09e-125,442,2.07e-125,442
"2458","STM2620","SL1344_2582",7.37e-133,467,7.29e-133,467
"2459","STM2630","SL1344_0948",5.08e-31,126,5.03e-31,126
"2460","STM2635","SL1344_2599",3.4e-64,237,3.36e-64,237
"2461","STM2636","SL1344_2600",0,983,0,983
"2462","STM2637","SL1344_2601",1.34e-95,343,1.32e-95,343
"2463","STM2638","SL1344_2602",0,729,0,729
"2464","STM2639","SL1344_2603",4.99e-151,528,4.94e-151,528
"2465","STM2640","SL1344_2604",3.66e-129,455,3.63e-129,455
"2466","STM2641","SL1344_2605",0,1240,0,1240
"2467","STM2642","SL1344_2606",5.78e-171,594,5.73e-171,594
"2468","STM2643","SL1344_2607",0,960,0,960
"2469","STM2644","SL1344_2608",0,703,0,703
"2470","STM2645","SL1344_2609",6.05e-139,487,5.99e-139,487
"2471","STM2646","SL1344_2610",2.21e-85,308,2.19e-85,308
"2472","STM2647","SL1344_2611",7.97e-164,570,7.89e-164,570
"2473","STM2648","SL1344_2612",0,829,0,829
"2474","STM2649","SL1344_2613",8.13e-96,343,8.05e-96,343
"2475","STM2650","SL1344_2614",8.49e-157,547,8.41e-157,547
"2476","STM2651","SL1344_2615",0,2035,0,2035
"2477","STM2652","SL1344_2616",0,1045,0,1045
"2478","STM2653","SL1344_2617",4.48e-73,267,4.44e-73,267
"2479","STM2654","SL1344_2618",0,1010,0,1010
"2480","STM2655","SL1344_2619",9.75e-105,373,9.65e-105,373
"2481","STM2660","SL1344_2620",0,1854,0,1854
"2482","STM2661","SL1344_2621",4.86e-173,601,4.86e-173,601
"2483","STM2662","SL1344_2622",0,771,0,771
"2484","STM2663","SL1344_2623",3.32e-168,585,3.29e-168,585
"2485","STM2665","SL1344_2624",1.13e-79,289,1.12e-79,289
"2486","STM2667","SL1344_2625",0,909,0,909
"2487","STM2668","SL1344_2626",0,759,0,759
"2488","STM2669","SL1344_2627",0,826,0,835
"2489","STM2670","SL1344_2628",0,850,0,850
"2490","STM2671","SL1344_2629",1.07e-115,410,1.06e-115,410
"2491","STM2672","SL1344_2630",0,977,0,977
"2492","STM2673","SL1344_2646",1.28e-72,266,1.26e-72,266
"2493","STM2674","SL1344_2647",0,628,0,628
"2494","STM2675","SL1344_2648",3.45e-125,441,3.41e-125,441
"2495","STM2676","SL1344_2649",8.87e-51,193,8.78e-51,193
"2496","STM2677","SL1344_2650",0,1014,0,1014
"2497","STM2678","SL1344_2651",0,631,0,631
"2498","STM2679","SL1344_2652",0,905,0,905
"2499","STM2680","SL1344_2653",2.42e-139,489,2.4e-139,489
"2500","STM2681","SL1344_2654",4.66e-125,441,4.61e-125,441
"2501","STM2683","SL1344_2655",0,697,0,697
"2502","STM2684","SL1344_2656",0,1204,0,1204
"2503","STM2685","SL1344_2657",1.13e-75,276,1.12e-75,276
"2504","STM2686","SL1344_2658",4.19e-62,231,4.15e-62,231
"2505","STM2687","SL1344_2659",5.07e-100,358,4.73e-100,358
"2506","STM2688","SL1344_2660",1.69e-110,392,1.68e-110,392
"2507","STM2690","SL1344_2662",0,1032,0,1032
"2508","STM2691","SL1344_2663",0,1094,0,1094
"2509","STM2692","SL1344_2664",0,898,0,898
"2510","STM2694","SL1344_2665",6.79e-50,189,6.73e-50,189
"2511","STM2695","SL1344_2666",0,846,0,846
"2512","STM2696","SL1344_2667",5.23e-112,397,5.18e-112,397
"2513","STM2697","SL1344_2668",0,1611,0,1365
"2514","STM2698","SL1344_2669",2.63e-24,102,2.61e-24,102
"2515","STM2699","SL1344_2670",1.69e-70,259,1.67e-70,259
"2516","STM2700","SL1344_2671",3.78e-103,368,3.74e-103,368
"2517","STM2701","SL1344_2672",0,914,0,914
"2518","STM2704","SL1344_2675",3.35e-80,291,2.33e-69,255
"2519","STM2705","SL1344_1929",5.54e-81,295,5.29e-81,295
"2520","STM2706","SL1344_2676",0,614,0,643
"2521","STM2707","SL1344_2677",2.24e-138,485,2.22e-138,485
"2522","STM2708","SL1344_2678",0,711,0,711
"2523","STM2709","SL1344_2679",1.06e-73,270,1.06e-73,270
"2524","STM2710","SL1344_2680",1.95e-133,469,1.93e-133,469
"2525","STM2711","SL1344_2681",6.39e-76,277,7.42e-82,297
"2526","STM2712","SL1344_2682",7.81e-83,300,7.74e-83,300
"2527","STM2713","SL1344_2683",7.52e-42,163,4.12e-42,163
"2528","STM2714","SL1344_2684",2.95e-95,341,2.92e-95,341
"2529","STM2715","SL1344_2686",1.82e-106,379,1.62e-106,379
"2530","STM2716","SL1344_2687",2.36e-45,174,2.33e-45,174
"2531","STM2717","SL1344_2688",5.9e-42,163,5.84e-42,163
"2532","STM2718","SL1344_2689",3.86e-105,374,3.82e-105,374
"2533","STM2719","SL1344_2690",7.47e-144,504,7.4e-144,504
"2534","STM2720","SL1344_2691",0,813,0,758
"2535","STM2721","SL1344_2692",5.68e-173,601,5.69e-173,601
"2536","STM2722","SL1344_2693",0,1420,0,1420
"2537","STM2723","SL1344_2694",0,781,0,781
"2538","STM2727","SL1344_2699",1.25e-42,166,8.02e-43,166
"2539","STM2728","SL1344_2700",1.52e-31,128,1.51e-31,128
"2540","STM2729","SL1344_2701",0,1590,0,1590
"2541","STM2730","SL1344_2702",5.87e-157,548,5.82e-157,548
"2542","STM2731","SL1344_2703",9.09e-25,106,3.85e-30,124
"2543","STM2732","SL1344_2638",8.79e-16,76.7,8.52e-16,76.7
"2544","STM2733","SL1344_2704",7.83e-63,233,7.66e-63,233
"2545","STM2736","SL1344_2706",2.71e-107,382,2.68e-107,382
"2546","STM2737","SL1344_2707",1.08e-29,122,1.14e-29,122
"2547","STM2739","SL1344_2709",0,790,0,790
"2548","STM2740","SL1344_2723",0,830,0,830
"2549","STM2741","SL1344_2725",1.07e-133,470,1.16e-133,470
"2550","STM2742","SL1344_2726",0,953,0,953
