"locus_tag","logFC","logCPM","PValue","FDR","gene_name","zscore","model","DE_rec"
"SL1344_2195",0.96,5.79,0.01,0.03,"yejE",0.465582356902317,"HeLa-RNAseq","Amplified"
"SL1344_2196",0.93,6.32,0.01,0.02,"yejF",0.45103290824912,"HeLa-RNAseq","Amplified"
"SL1344_2197",4.08,8.26,0,0,"yejG",1.97872501683485,"HeLa-RNAseq","Amplified"
"SL1344_2198",-0.72,5.11,0.13,0.23,"bcr",-0.349186767676738,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2199",-2.99,5.08,0,0,"rsuA",-1.45009504910201,"HeLa-RNAseq","Attenuated"
"SL1344_2200",-0.24,6.2,0.52,0.63,"yejH",-0.116395589225579,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2202",1.28,7.23,0,0,"SL1344_2202",0.620776475869756,"HeLa-RNAseq","Amplified"
"SL1344_2203",0.35,7.25,0.27,0.39,"yejK",0.169743567620636,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2205",-1.53,7.43,0,0,"yejM",-0.742021881313068,"HeLa-RNAseq","Attenuated"
"SL1344_2206",2.53,3.5,0.11,0.2,"SL1344_2206",1.22700350308631,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2208",-1.93,7.23,0,0,"oafA",-0.936014530022366,"HeLa-RNAseq","Attenuated"
"SL1344_2209",5.38,4.98,0,0,"SL1344_2209",2.60920112514007,"HeLa-RNAseq","Amplified"
"SL1344_2210",6.93,6.14,0,0,"SL1344_2210",3.3609226388886,"HeLa-RNAseq","Amplified"
"SL1344_2211",6.23,6.36,0,0,"SL1344_2211",3.02143550364733,"HeLa-RNAseq","Amplified"
"SL1344_2212",7.25,5.23,0,0,"SL1344_2212",3.51611675785604,"HeLa-RNAseq","Amplified"
"SL1344_2213",9.27,5.7,0,0,"SL1344_2213",4.495779633838,"HeLa-RNAseq","Amplified"
"SL1344_2214",-0.12,5.67,0.76,0.83,"SL1344_2214",-0.0581977946127896,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2215",4.92,6.48,0,0,"SL1344_2215",2.38610957912437,"HeLa-RNAseq","Amplified"
"SL1344_2216",4.33,7,0,0,"SL1344_2216",2.09997042227816,"HeLa-RNAseq","Amplified"
"SL1344_2217",4.97,10.32,0,0,"sspH2",2.41035866021304,"HeLa-RNAseq","Amplified"
"SL1344_2219",4.82,6.56,0,0,"SL1344_2219",2.33761141694705,"HeLa-RNAseq","Amplified"
"SL1344_2221",9.16,8.22,0,0,"SL1344_2221",4.44243165544294,"HeLa-RNAseq","Amplified"
"SL1344_2222",-0.58,6.8,0.12,0.21,"narP",-0.281289340628483,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2223",0.12,3.59,0.88,0.92,"ccmH2",0.0581977946127896,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2225",2.8,5.33,0,0,"napC",1.35794854096509,"HeLa-RNAseq","Amplified"
"SL1344_2226",1.75,4.33,0.04,0.08,"napB",0.848717838103182,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2227",1.71,5.68,0,0,"napH",0.829318573232252,"HeLa-RNAseq","Amplified"
"SL1344_2228",0.15,3.92,0.89,0.93,"napG",0.072747243265987,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2229",-0.59,6.03,0.27,0.39,"napA",-0.286139156846216,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2231",-4.47,3.79,0.07,0.14,"napF",-2.16786784932641,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2232",-1.02,6.06,0.25,0.37,"eco",-0.494681254208712,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2233",-0.37,6.98,0.22,0.34,"yojI",-0.179443200056101,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2234",0.9,4.32,0.22,0.34,"alkB",0.436483459595922,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2235",0.91,4.81,0.15,0.25,"ada",0.441333275813655,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2236",0.83,4.34,0.29,0.41,"apbE",0.402534746071795,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2237",0.33,10.91,0.16,0.26,"ompC",0.160043935185171,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2238",-0.87,7.72,0,0.01,"yojN",-0.421934010942725,"HeLa-RNAseq","Attenuated"
"SL1344_2239",0.01,7.54,0.97,0.98,"rcsB",0.00484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2240",-0.5,7.93,0.05,0.11,"rcsC",-0.242490810886623,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2242",-1.36,5.11,0.06,0.12,"SL1344_2242",-0.659575005611616,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2243",-0.08,3.79,0.94,0.97,"SL1344_2243",-0.0387985297418598,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2244",-3.79,4.43,0,0,"SL1344_2244",-1.83808034652061,"HeLa-RNAseq","Attenuated"
"SL1344_2245",-1.02,7.46,0,0,"ubiG",-0.494681254208712,"HeLa-RNAseq","Attenuated"
"SL1344_2249",-2.34,5.67,0,0,"SL1344_2249",-1.1348569949494,"HeLa-RNAseq","Attenuated"
"SL1344_2250",3.3,4.44,0,0,"SL1344_2250",1.60043935185171,"HeLa-RNAseq","Amplified"
"SL1344_2251",-2.09,8.06,0,0,"glpQ",-1.01361158950609,"HeLa-RNAseq","Attenuated"
"SL1344_2252",-2.37,7.74,0,0,"glpT",-1.1494064436026,"HeLa-RNAseq","Attenuated"
"SL1344_2253",0.19,6.75,0.6,0.71,"glpA",0.0921465081369169,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2254",0.71,5.81,0.08,0.14,"glpB",0.344336951459005,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2255",1.66,6.2,0,0,"glpC",0.80506949214359,"HeLa-RNAseq","Amplified"
"SL1344_2256",6.75,9.72,0,0,"sseL",3.27362594696942,"HeLa-RNAseq","Amplified"
"SL1344_2258",-0.29,4.03,0.72,0.8,"SL1344_2258",-0.140644670314242,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2259",-0.33,4.18,0.72,0.8,"yfaV",-0.160043935185171,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2260",-0.21,4.95,0.73,0.81,"yfaW",-0.101846140572382,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2262",-0.55,6.53,0.11,0.2,"SL1344_2262",-0.266739891975286,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2263",-1.43,5.3,0.02,0.04,"yfaZ",-0.693523719135743,"HeLa-RNAseq","Attenuated"
"SL1344_2264",-1.02,5.78,0.02,0.05,"yfaO",-0.494681254208712,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2265",-0.25,6.66,0.46,0.58,"ais",-0.121245405443312,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2266",-0.09,7.97,0.72,0.8,"yfbE",-0.0436483459595922,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2267",0.56,7.24,0.05,0.1,"pmrF",0.271589708193018,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2268",0.41,8.55,0.07,0.14,"yfbG",0.198842464927031,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2269",0.42,6.81,0.14,0.23,"SL1344_2269",0.203692281144764,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2270",-0.11,7.53,0.65,0.75,"arnT",-0.0533479783950572,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2272",-1.4,4.72,0.03,0.06,"SL1344_2272",-0.678974270482546,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2274",0.39,6.37,0.31,0.43,"menE",0.189142832491566,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2275",0.29,5.91,0.5,0.62,"menC",0.140644670314242,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2276",0,6.12,1,1,"menB",0,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2277",-0.63,5.52,0.16,0.26,"yfbB",-0.305538421717146,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2278",-0.32,6.24,0.42,0.55,"menD",-0.155194118967439,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2279",0.37,6.4,0.32,0.45,"menF",0.179443200056101,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2280",0.06,7.94,0.81,0.87,"elaB",0.0290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2281",-0.33,4.72,0.66,0.75,"elaA",-0.160043935185171,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2282",-2.28,5.26,0,0,"elaC",-1.105758097643,"HeLa-RNAseq","Attenuated"
"SL1344_2283",-4.88,6.92,0,0,"SL1344_2283",-2.36671031425344,"HeLa-RNAseq","Attenuated"
"SL1344_2284",1.68,4.93,0,0.01,"yfbK",0.814769124579055,"HeLa-RNAseq","Amplified"
"SL1344_2285",0.09,8.36,0.69,0.77,"nuoN",0.0436483459595922,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2286",0.16,8.35,0.46,0.58,"nuoM",0.0775970594837195,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2287",0.73,9.56,0,0.01,"nuoL",0.35403658389447,"HeLa-RNAseq","Amplified"
"SL1344_2289",0.88,7.09,0,0.01,"nuoJ",0.426783827160457,"HeLa-RNAseq","Amplified"
"SL1344_2291",0.65,7.74,0.01,0.03,"nuoH",0.31523805415261,"HeLa-RNAseq","Amplified"
"SL1344_2292",0.8,9.68,0,0,"nuoG",0.387985297418598,"HeLa-RNAseq","Amplified"
"SL1344_2293",1.28,8.45,0,0,"nuoF",0.620776475869756,"HeLa-RNAseq","Amplified"
"SL1344_2295",0.97,8.91,0,0,"nuoC",0.470432173120049,"HeLa-RNAseq","Amplified"
"SL1344_2296",1.1,7.8,0,0,"nuoB",0.533479783950572,"HeLa-RNAseq","Amplified"
"SL1344_2297",0.7,7.77,0.01,0.02,"nuoA",0.339487135241273,"HeLa-RNAseq","Amplified"
"SL1344_2299",2.45,9.09,0,0,"lrhA",1.18820497334446,"HeLa-RNAseq","Amplified"
"SL1344_2300",-1.92,7.39,0,0,"yfbQ",-0.931164713804634,"HeLa-RNAseq","Attenuated"
"SL1344_2301",-2.53,4.78,0,0,"SL1344_2301",-1.22700350308631,"HeLa-RNAseq","Attenuated"
"SL1344_2302",-1.13,6.69,0,0,"yfbS",-0.548029232603769,"HeLa-RNAseq","Attenuated"
"SL1344_2303",0.25,7.48,0.39,0.51,"yfbT",0.121245405443312,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2304",-0.19,6.95,0.55,0.66,"yfbU",-0.0921465081369169,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2305",0.01,6.31,0.98,0.99,"SL1344_2305",0.00484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2306",-2.26,8.53,0,0,"ackA",-1.09605846520754,"HeLa-RNAseq","Attenuated"
"SL1344_2307",-1.87,8.2,0,0,"pta",-0.906915632715972,"HeLa-RNAseq","Attenuated"
"SL1344_2308",-1.74,3.82,0.12,0.22,"yfcC",-0.84386802188545,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2309",5.35,9.42,0,0,"SL1344_2309",2.59465167648687,"HeLa-RNAseq","Amplified"
"SL1344_2310",4.86,8.54,0,0,"SL1344_2310",2.35701068181798,"HeLa-RNAseq","Amplified"
"SL1344_2311",5.92,9.17,0,0,"SL1344_2311",2.87109120089762,"HeLa-RNAseq","Amplified"
"SL1344_2313",5.41,7.64,0,0,"SL1344_2313",2.62375057379327,"HeLa-RNAseq","Amplified"
"SL1344_2314",0.42,5.64,0.36,0.49,"SL1344_2314",0.203692281144764,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2315",1.14,6.88,0,0,"SL1344_2315",0.552879048821501,"HeLa-RNAseq","Amplified"
"SL1344_2316",1.3,6.89,0,0,"yfcE",0.630476108305221,"HeLa-RNAseq","Amplified"
"SL1344_2317",1.03,6.62,0,0.01,"yfcF",0.499531070426444,"HeLa-RNAseq","Amplified"
"SL1344_2318",-0.98,3.64,0.41,0.53,"yfcG",-0.475281989337782,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2319",-0.29,5.7,0.51,0.62,"yfcH",-0.140644670314242,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2320",0.73,6.32,0.03,0.07,"hisP",0.35403658389447,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2321",0.3,6.3,0.35,0.48,"hisM",0.145494486531974,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2322",-0.09,6.17,0.81,0.87,"hisQ",-0.0436483459595922,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2323",-0.25,8.03,0.27,0.39,"hisJ",-0.121245405443312,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2324",2.6,6.37,0,0,"argT",1.26095221661044,"HeLa-RNAseq","Amplified"
"SL1344_2326",-0.35,7.14,0.26,0.38,"SL1344_2326",-0.169743567620636,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2327",-1.02,5.42,0.15,0.24,"SL1344_2327",-0.494681254208712,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2328",-1.16,4.89,0.25,0.37,"SL1344_2328",-0.562578681256966,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2329",-0.13,4.93,0.87,0.91,"SL1344_2329",-0.0630476108305221,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2330",1.93,5.62,0,0,"SL1344_2330",0.936014530022366,"HeLa-RNAseq","Amplified"
"SL1344_2331",0.31,8.61,0.18,0.29,"purF",0.150344302749707,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2332",-0.38,8.87,0.1,0.18,"cvpA",-0.184293016273834,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2333",-0.3,7.72,0.25,0.37,"dedD",-0.145494486531974,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2336",0.31,7.09,0.32,0.44,"dedA",0.150344302749707,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2337",-0.14,6.8,0.69,0.78,"truA",-0.0678974270482546,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2338",0.35,7.52,0.22,0.34,"usg",0.169743567620636,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2339",0.07,7.62,0.8,0.86,"pdxB",0.0339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2340",-0.81,5.11,0.14,0.23,"div",-0.39283511363633,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2341",0.07,6.53,0.86,0.9,"SL1344_2341",0.0339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2346",-1.23,5.33,0.03,0.07,"SL1344_2346",-0.596527394781094,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2347",-1.89,9.28,0,0,"fabB",-0.916615265151437,"HeLa-RNAseq","Attenuated"
"SL1344_2348",-1.64,5.91,0,0,"mnmC",-0.795369859708125,"HeLa-RNAseq","Attenuated"
"SL1344_2350",-0.25,6.01,0.58,0.68,"yfcM",-0.121245405443312,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2351",-0.47,5.39,0.31,0.43,"yfcA",-0.227941362233426,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2352",0.11,5.92,0.81,0.87,"mepA",0.0533479783950572,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2353",-0.12,7.14,0.71,0.79,"aroC",-0.0581977946127896,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2354",-0.93,6.98,0.01,0.03,"yfcB",-0.45103290824912,"HeLa-RNAseq","Attenuated"
"SL1344_2355",-0.31,5.03,0.62,0.72,"yfcN",-0.150344302749707,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2356",2.04,9.04,0,0,"sixA",0.989362508417424,"HeLa-RNAseq","Amplified"
"SL1344_2357",3.88,8.02,0,0,"fadJ",1.8817286924802,"HeLa-RNAseq","Amplified"
"SL1344_2358",3.15,4.93,0,0,"fadI",1.52769210858573,"HeLa-RNAseq","Amplified"
"SL1344_2360",0.27,7.54,0.28,0.4,"fadL",0.130945037878777,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2361",-0.84,7.53,0,0.01,"vacJ",-0.407384562289527,"HeLa-RNAseq","Attenuated"
"SL1344_2362",0.8,4.74,0.2,0.31,"yfdC",0.387985297418598,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2363",4.99,8.53,0,0,"pgtE",2.4200582926485,"HeLa-RNAseq","Amplified"
"SL1344_2364",1.7,5.49,0.01,0.02,"pgtA",0.82446875701452,"HeLa-RNAseq","Amplified"
"SL1344_2365",0.97,5.68,0.05,0.1,"pgtB",0.470432173120049,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2366",0.91,3.84,0.33,0.45,"pgtC",0.441333275813655,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2367",-1.07,4.59,0.26,0.37,"pgtP",-0.518930335297374,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2369",-2.52,8.41,0,0,"lpxP",-1.22215368686858,"HeLa-RNAseq","Attenuated"
"SL1344_2370",-0.93,7.95,0,0,"yfdZ",-0.45103290824912,"HeLa-RNAseq","Attenuated"
"SL1344_2371",1.43,6.09,0,0,"glk",0.693523719135743,"HeLa-RNAseq","Amplified"
"SL1344_2372",1.7,4.71,0,0.01,"SL1344_2372",0.82446875701452,"HeLa-RNAseq","Amplified"
"SL1344_2373",-0.37,4.63,0.66,0.76,"SL1344_2373",-0.179443200056101,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2374",1.35,5.46,0.02,0.05,"SL1344_2374",0.654725189393883,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2375",-1.13,5.75,0.03,0.07,"ypeC",-0.548029232603769,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2376",-0.75,6.79,0.07,0.13,"mntH",-0.363736216329935,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2377",0.69,6.12,0.11,0.2,"nupC",0.33463731902354,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2378",-2.12,6.11,0,0,"yfeA",-1.02816103815928,"HeLa-RNAseq","Attenuated"
"SL1344_2379",-0.65,4.33,0.42,0.54,"yfeC",-0.31523805415261,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2380",0.16,4.54,0.84,0.89,"yfeD",0.0775970594837195,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2382",0.46,3.94,0.68,0.77,"xapR",0.223091546015694,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2384",0.16,4.73,0.85,0.9,"xapB",0.0775970594837195,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2386",-0.74,3.36,0.51,0.62,"yfeN",-0.358886400112203,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2387",-1.06,4.43,0.28,0.4,"yfeR",-0.514080519079642,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2388",-0.82,5.19,0.11,0.2,"yfeH",-0.397684929854062,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2391",-0.95,8.45,0,0,"zipA",-0.460732540684585,"HeLa-RNAseq","Attenuated"
"SL1344_2392",-1.24,5.12,0.04,0.08,"cysZ",-0.601377210998826,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2393",1.25,7.95,0,0,"cysK",0.606227027216559,"HeLa-RNAseq","Amplified"
"SL1344_2395",1.54,10.78,0,0,"ptsI",0.7468716975308,"HeLa-RNAseq","Amplified"
"SL1344_2398",-0.54,5.11,0.49,0.61,"pdxK",-0.261890075757553,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2399",0.07,4.25,0.93,0.95,"ptsJ",0.0339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2401",1.2,4.06,0.36,0.48,"yfeK",0.581977946127896,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2402",0.35,5.03,0.6,0.7,"yfeL",0.169743567620636,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2403",-0.84,5.99,0.02,0.06,"cysM",-0.407384562289527,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2404",0.99,6.6,0.01,0.03,"cysA",0.480131805555514,"HeLa-RNAseq","Amplified"
"SL1344_2405",1.62,6.39,0,0,"cysW",0.78567022727266,"HeLa-RNAseq","Amplified"
"SL1344_2406",2.15,5.73,0.01,0.02,"cysU",1.04271048681248,"HeLa-RNAseq","Amplified"
"SL1344_2407",2.55,5.9,0,0.01,"cysP",1.23670313552178,"HeLa-RNAseq","Amplified"
"SL1344_2408",0.22,7.34,0.39,0.52,"ucpA",0.106695956790114,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2409",-0.46,7.02,0.17,0.28,"SL1344_2409",-0.223091546015694,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2410",0.03,6.49,0.95,0.97,"yfeY",0.0145494486531974,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2411",-0.27,5.65,0.54,0.65,"yfeZ",-0.130945037878777,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2412",0.01,6.07,0.97,0.99,"SL1344_2412",0.00484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2413",-0.64,6.88,0.05,0.1,"amiA",-0.310388237934878,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2414",-0.58,5.04,0.24,0.35,"hemF",-0.281289340628483,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2415",1,3.97,0.25,0.37,"SL1344_2415",0.484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2416",-1.35,4.61,0.06,0.11,"SL1344_2416",-0.654725189393883,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2417",1.17,4.51,0.08,0.15,"eutR",0.567428497474699,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2418",2.38,3.75,0.02,0.04,"eutK",1.15425625982033,"HeLa-RNAseq","Amplified"
"SL1344_2419",3.49,4.27,0,0,"eutL",1.69258585998863,"HeLa-RNAseq","Amplified"
"SL1344_2420",2.8,3.84,0.01,0.03,"eutC",1.35794854096509,"HeLa-RNAseq","Amplified"
"SL1344_2421",2.09,4.56,0,0.01,"eutB",1.01361158950609,"HeLa-RNAseq","Amplified"
"SL1344_2422",1.61,4.31,0.09,0.17,"eutA",0.780820411054927,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2423",2.21,4.67,0,0,"eutH",1.07180938411888,"HeLa-RNAseq","Amplified"
"SL1344_2424",3.77,3.75,0,0.01,"eutG",1.82838071408514,"HeLa-RNAseq","Amplified"
"SL1344_2425",0.94,4.04,0.42,0.54,"eutJ",0.455882724466852,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2426",2.94,3.9,0.05,0.11,"eutE",1.42584596801335,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2431",2.43,3.23,0.13,0.23,"eutQ",1.17850534090899,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2435",0.39,8.04,0.12,0.21,"maeB",0.189142832491566,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2436",1.2,5.69,0.01,0.03,"tal",0.581977946127896,"HeLa-RNAseq","Amplified"
"SL1344_2437",1.29,7.08,0,0,"tktB",0.625626292087489,"HeLa-RNAseq","Amplified"
"SL1344_2439",-1.64,5.68,0.01,0.03,"ypfG",-0.795369859708125,"HeLa-RNAseq","Attenuated"
"SL1344_2440",-1.02,6.1,0.01,0.03,"yffH",-0.494681254208712,"HeLa-RNAseq","Attenuated"
"SL1344_2441",-1.27,5.16,0.03,0.06,"SL1344_2441",-0.615926659652024,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2442",1.08,4.64,0.12,0.21,"aegA",0.523780151515107,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2443",-0.08,4.43,0.92,0.95,"narQ",-0.0387985297418598,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2444",-0.98,6.01,0.04,0.09,"acrD",-0.475281989337782,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2445",0.07,4.92,0.9,0.93,"yffB",0.0339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2448",0.04,6.53,0.91,0.94,"ypfI",0.0193992648709299,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2449",0,6.67,1,1,"SL1344_2449",0,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2450",0.25,8.16,0.34,0.46,"purC",0.121245405443312,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2451",-0.83,9.48,0,0,"nlpB",-0.402534746071795,"HeLa-RNAseq","Attenuated"
"SL1344_2453",0.07,6.71,0.81,0.87,"gcvR",0.0339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2454",-0.48,6.97,0.14,0.24,"bcp",-0.232791178451159,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2456",-1.7,6.08,0,0,"perM",-0.82446875701452,"HeLa-RNAseq","Attenuated"
"SL1344_2457",-0.83,6.18,0.02,0.06,"SL1344_2457",-0.402534746071795,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2458",-1.32,5.46,0.01,0.03,"yfgD",-0.640175740740686,"HeLa-RNAseq","Attenuated"
"SL1344_2459",-1.49,7.23,0,0,"yfgE",-0.722622616442138,"HeLa-RNAseq","Attenuated"
"SL1344_2460",-0.59,4.99,0.29,0.42,"uraA",-0.286139156846216,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2461",-1.27,7.54,0,0,"upp",-0.615926659652024,"HeLa-RNAseq","Attenuated"
"SL1344_2462",-0.26,8.49,0.24,0.36,"purM",-0.126095221661044,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2463",-0.36,7.7,0.17,0.28,"purN",-0.174593383838369,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2464",-0.98,7.62,0,0,"ppk",-0.475281989337782,"HeLa-RNAseq","Attenuated"
"SL1344_2465",-0.67,6.89,0.03,0.07,"ppx",-0.324937686588075,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2466",-1.04,5.21,0.24,0.36,"SL1344_2466",-0.504380886644177,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2469",-2.78,5.32,0.02,0.05,"SL1344_2469",-1.34824890852963,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2470",-1.48,3.64,0.13,0.23,"SL1344_2470",-0.717772800224405,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2471",-0.86,8.86,0,0,"guaA",-0.417084194724992,"HeLa-RNAseq","Attenuated"
"SL1344_2472",-0.54,8.23,0.04,0.08,"guaB",-0.261890075757553,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2473",-1.55,6.55,0,0,"xseA",-0.751721513748533,"HeLa-RNAseq","Attenuated"
"SL1344_2474",1.28,6.48,0,0,"shdA",0.620776475869756,"HeLa-RNAseq","Amplified"
"SL1344_2475",0.28,7.03,0.39,0.52,"ratB",0.135794854096509,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2477",0.62,6.88,0.06,0.12,"ratA",0.300688605499413,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2478",1.52,4.36,0.17,0.27,"sinI",0.737172065095335,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2479",1.6,4.78,0.07,0.14,"sinH",0.775970594837195,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2482",0.24,9.36,0.29,0.41,"yfgL",0.116395589225579,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2483",0.11,8.29,0.65,0.74,"yfgM",0.0533479783950572,"HeLa-RNAseq","FDR>=0.05"
"SL1344_2486",-0.66,8.15,0.01,0.02,"yfgA",-0.320087870370343,"HeLa-RNAseq","Attenuated"
"SL1344_2487",-0.52,7.29,0.09,0.17,"yfgB",-0.252190443322088,"HeLa-RNAseq","FDR>=0.05"
