LT2_tag,SL1344_tag,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
STM1136,SL1344_1073,4.19E-175,608,4.15E-175,608
STM1137,SL1344_1074,1.46E-130,459,1.44E-130,459
STM1138,SL1344_1075,6.75E-110,391,5.83E-110,391
STM1139,SL1344_1076,2.57E-171,595,2.23E-171,595
STM1140,SL1344_1077,6.8E-90,324,6.74E-90,324
STM1141,SL1344_1078,3.67E-87,314,3.63E-87,314
STM1142,SL1344_1079,9.48E-147,513,9.39E-147,513
STM1143,SL1344_1080,9.83E-105,373,9.74E-105,373
STM1144,SL1344_1081,1.34E-88,319,1.33E-88,319
STM1145,SL1344_1082,2.23E-68,252,2.2E-68,252
STM1146,SL1344_1083,1.15E-72,266,1.13E-72,266
STM1147,SL1344_1084,8.08E-120,423,8E-120,423
STM1148,SL1344_1085,0,841,0,841
STM1149,SL1344_1086,0,900,0,900
STM1150,SL1344_1087,0,1243,0,1243
STM1151,SL1344_1088,0,1968,0,1968
STM1152,SL1344_1089,1.85E-49,188,1.84E-49,188
STM1153,SL1344_1090,3.97E-85,308,3.93E-85,308
STM1154,SL1344_1091,0,611,0,611
STM1155,SL1344_1092,0,761,0,761
STM1156,SL1344_1093,0,828,0,828
STM1157,SL1344_1094,3.97E-126,445,3.93E-126,445
STM1158,SL1344_1095,1.2E-131,463,1.19E-131,463
STM1159,SL1344_1096,3.63E-22,95.7,3.59E-22,95.7
STM1160,SL1344_1097,0,873,0,873
STM1161,SL1344_1098,3.64E-55,207,3.68E-55,207
STM1162,SL1344_1099,2.7E-52,198,2.67E-52,198
STM1163,SL1344_1100,0,840,0,840
STM1164,SL1344_1101,2.81E-122,432,2.78E-122,432
STM1165,SL1344_1102,2.63E-147,515,2.61E-147,515
STM1166,SL1344_1103,0,949,0,949
STM1167,SL1344_1104,1.14E-138,486,1.13E-138,486
STM1168,SL1344_1105,1.19E-137,483,1.18E-137,483
STM1169,SL1344_1106,0,731,0,731
STM1170,SL1344_1107,0,1123,0,1123
STM1171,SL1344_1108,8.13E-92,330,8.05E-92,330
STM1172,SL1344_1109,3.87E-61,227,3.83E-61,227
STM1173,SL1344_1110,3.17E-149,522,3.14E-149,522
STM1174,SL1344_1111,2.45E-97,348,2.42E-97,348
STM1175,SL1344_1112,6.09E-97,347,6.03E-97,347
STM1176,SL1344_1113,1.11E-155,543,1.1E-155,543
STM1177,SL1344_1114,0,736,0,736
STM1178,SL1344_1115,1.96E-165,576,1.94E-165,576
STM1179,SL1344_1116,2.59E-164,572,2.57E-164,572
STM1180,SL1344_1117,2.66E-150,525,2.64E-150,525
STM1181,SL1344_1118,0,658,0,658
STM1182,SL1344_1119,0,692,0,692
STM1183,SL1344_1120,0,988,0,988
STM1184,SL1344_1121,0,576,0,576
STM1185,SL1344_1122,0,1130,0,1130
STM1187,SL1344_1123,0,560,0,560
STM1188,SL1344_1124,1.29E-168,586,1.27E-168,586
STM1189,SL1344_1126,1.23E-131,463,1.22E-131,463
STM1190,SL1344_1127,7.82E-120,423,7.75E-120,423
STM1191,SL1344_1128,1.03E-36,145,1.02E-36,145
STM1192,SL1344_1129,0,707,0,707
STM1193,SL1344_1130,0,769,0,769
STM1194,SL1344_1131,0,674,0,674
STM1195,SL1344_1132,0,629,0,629
STM1196,SL1344_1133,3.96E-50,190,3.92E-50,190
STM1197,SL1344_1134,0,953,0,953
STM1198,SL1344_1135,0,631,0,631
STM1199,SL1344_1136,0,765,0,765
STM1200,SL1344_1137,1.62E-149,522,1.6E-149,522
STM1201,SL1344_1138,0,524,0,524
STM1202,SL1344_1139,0,652,0,652
STM1203,SL1344_1140,0,1176,0,1176
STM1204,SL1344_1141,0,1707,0,1707
STM1205,SL1344_1142,1.47E-77,282,1.46E-77,282
STM1206,SL1344_1143,4E-81,294,3.96E-81,294
STM1207,SL1344_1144,3.24E-127,383,3.2E-127,383
STM1208,SL1344_1145,0,676,0,676
STM1209,SL1344_1146,0,837,0,837
STM1210,SL1344_1147,7.52E-127,447,7.44E-127,447
STM1211,SL1344_1148,0,1029,0,1029
STM1212,SL1344_1149,1.2E-120,426,1.19E-120,426
STM1213,SL1344_1150,1.07E-144,506,1.06E-144,506
STM1214,SL1344_1151,1.02E-47,182,1.01E-47,182
STM1215,SL1344_1152,0,734,0,734
STM1216,SL1344_1153,0,2322,0,2322
STM1217,SL1344_1154,0,889,0,889
STM1218,SL1344_1155,1.8E-157,549,1.78E-157,549
STM1219,SL1344_1156,0,693,0,693
STM1220,SL1344_1157,0,593,0,593
STM1221,SL1344_1158,0,659,0,659
STM1222,SL1344_1159,0,785,0,785
STM1223,SL1344_1160,4.48E-167,581,4.43E-167,581
STM1224,SL1344_1161,0,774,0,774
STM1225,SL1344_1162,0,700,0,700
STM1226,SL1344_1163,0,903,0,903
STM1227,SL1344_1164,0,947,0,947
STM1228,SL1344_1165,0,1012,0,1012
STM1229,SL1344_1167,0,889,0,889
STM1230,SL1344_1168,0,1136,0,1136
STM1231,SL1344_1169,5.22E-151,528,5.17E-151,528
STM1232,SL1344_1170,0,1085,0,1085
STM1233,SL1344_1171,2.63E-143,502,2.61E-143,502
STM1234,SL1344_1172,0,846,0,846
STM1235,SL1344_1173,6.67E-108,384,6.6E-108,384
STM1236,SL1344_1174,2.86E-71,261,2.83E-71,261
STM1237,SL1344_1175,8.27E-153,533,8.19E-153,533
STM1238,SL1344_1176,0,1008,0,1008
STM1239,SL1344_1177,0,913,0,913
STM1240,SL1344_1179,1.76E-179,622,1.73E-179,622
STM1241,SL1344_1180,4.39E-55,207,4.35E-55,207
STM1242,SL1344_1181,5.74E-120,424,5.68E-120,424
STM1243,SL1344_1182,4E-44,170,3.96E-44,170
STM1244,SL1344_1183,1.38E-58,219,1.36E-58,219
STM1246,SL1344_1184,5.28E-106,378,4.24E-106,378
STM1249,SL1344_1185,7.23E-78,283,7.16E-78,283
STM1250,SL1344_1186,1.13E-63,236,1.12E-63,236
STM1251,SL1344_1187,4.98E-104,371,4.93E-104,371
STM1252,SL1344_1188,0,868,0,868
STM1253,SL1344_1189,4.57E-121,428,4.53E-121,428
STM1254,SL1344_1190,7.38E-72,263,7.3E-72,263
STM1255,SL1344_1191,0,1326,0,1326
STM1256,SL1344_1192,0,836,0,836
STM1257,SL1344_1193,0,673,0,673
STM1258,SL1344_1194,2.08E-173,602,2.06E-173,602
STM1259,SL1344_1195,4.8E-136,478,4.75E-136,478
STM1260,SL1344_1196,0,874,0,874
STM1261,SL1344_1197,1.28E-73,269,1.26E-73,269
STM1263,SL1344_1198,2.08E-148,519,2.06E-148,519
STM1264,SL1344_1199,0,627,0,627
STM1265,SL1344_1200,1.59E-130,459,1.57E-130,459
STM1266,SL1344_1201,0,681,0,681
STM1267,SL1344_1202,1.25E-50,192,1.23E-50,192
STM1268,SL1344_1203,3.06E-30,123,3.03E-30,123
STM1269,SL1344_1204,2.32E-120,425,2.3E-120,425
STM1270,SL1344_1205,2.39E-146,512,2.37E-146,512
STM1271,SL1344_1206,6.37E-80,248,6.21E-80,248
STM1272,SL1344_1207,1.03E-39,155,1.02E-39,155
STM1273,SL1344_1208,3.87E-140,491,3.83E-140,491
STM1274,SL1344_1210,3.49E-59,221,3.46E-59,221
STM1275,SL1344_1211,4.18E-57,214,4.14E-57,214
STM1276,SL1344_1212,5.29E-72,264,5.24E-72,264
STM1277,SL1344_1213,1.4E-77,282,1.39E-77,282
STM1278,SL1344_1214,0,767,0,767
STM1279,SL1344_1215,4.58E-167,581,4.53E-167,581
STM1280,SL1344_1216,2.66E-101,362,2.64E-101,362
STM1282,SL1344_1217,7.17E-115,407,7.1E-115,407
STM1283,SL1344_1218,0,1148,0,1148
STM1284,SL1344_1219,0,766,0,766
STM1285,SL1344_1220,0,1423,0,1423
STM1286,SL1344_1221,8.02E-179,620,7.94E-179,620
STM1287,SL1344_1222,0,986,0,986
STM1288,SL1344_1223,0,678,0,678
STM1289,SL1344_1224,0,724,0,724
STM1290,SL1344_1225,0,745,0,745
STM1291,SL1344_1226,5.39E-106,377,5.34E-106,377
STM1292,SL1344_1227,2.43E-60,225,2.41E-60,225
STM1293,SL1344_1228,6.94E-155,540,6.87E-155,540
STM1294,SL1344_1229,0,805,0,805
STM1295,SL1344_1230,0,1444,0,1444
STM1296,SL1344_1231,3.76E-114,405,3.72E-114,405
STM1297,SL1344_1232,0,829,0,829
STM1298,SL1344_1233,0,1555,0,1555
STM1299,SL1344_1234,0,1090,0,1090
STM1300,SL1344_1235,2.39E-60,225,2.36E-60,225
STM1301,SL1344_1236,4.57E-93,334,4.53E-93,334
STM1302,SL1344_1237,0,659,0,659
STM1303,SL1344_1238,0,977,0,977
STM1304,SL1344_1239,0,833,0,833
STM1305,SL1344_1240,0,993,0,993
STM1306,SL1344_1241,0,906,0,906
STM1307,SL1344_1242,0,741,0,741
STM1308,SL1344_1243,2.35E-102,365,2.32E-102,365
STM1309,SL1344_1244,0,716,0,716
STM1310,SL1344_1245,0,652,0,652
STM1311,SL1344_1246,5.26E-74,270,5.21E-74,270
STM1312,SL1344_1247,1.82E-70,259,1.8E-70,259
STM1313,SL1344_1248,0,1055,0,1055
STM1314,SL1344_1249,1.01E-77,283,9.96E-78,283
STM1315,SL1344_1250,1.38E-175,610,1.22E-175,610
STM1316,SL1344_1251,0,1082,0,1082
STM1317,SL1344_1252,5.08E-173,601,5.03E-173,601
STM1318,SL1344_1253,0,1674,0,1674
STM1319,SL1344_1254,1.92E-52,198,1.9E-52,198
STM1320,SL1344_1255,0,841,0,841
STM1321,SL1344_1256,3.04E-142,498,3.01E-142,498
STM1322,SL1344_1257,3.78E-155,541,3.74E-155,541
STM1323,SL1344_1258,3.63E-122,431,3.59E-122,431
STM1324,SL1344_1259,0,710,0,710
STM1325,SL1344_1260,4.46E-63,234,4.42E-63,234
STM1326,SL1344_1261,0,691,0,691
STM1327,SL1344_1262,7.52E-177,614,7.45E-177,614
STM1328,SL1344_1263,0,763,0,763
STM1329,SL1344_1264,5.82E-57,214,5.76E-57,214
STM1330,SL1344_1265,1.15E-174,606,1.68E-175,609
STM1331,SL1344_1330A,2.54E-43,167,2.51E-43,167
STM1332,SL1344_1266,0,959,0,959
STM1333,SL1344_1267,0,1571,0,1571
STM1334,SL1344_1268,4.52E-84,304,5.92E-84,304
STM1335,SL1344_1269,1.91E-41,161,1.89E-41,161
STM1336,SL1344_1270,5.18E-77,281,5.13E-77,281
STM1337,SL1344_1271,0,744,0,744
STM1338,SL1344_1272,0,1837,0,1837
STM1339,SL1344_1273,5.92E-66,243,6.23E-66,243
STM1340,SL1344_1274,5.64E-178,459,5.59E-178,459
STM1341,SL1344_1275,3.76E-126,445,3.72E-126,445
STM1342,SL1344_1276,6.88E-173,600,6.81E-173,600
STM1343,SL1344_1277,1.63E-106,379,1.61E-106,379
STM1344,SL1344_1278,1.45E-162,566,1.43E-162,566
STM1345,SL1344_1279,0,1166,0,1166
STM1346,SL1344_1280,2.75E-38,150,2.72E-38,150
STM1347,SL1344_1281,0,851,0,851
STM1348,SL1344_1282,0,647,0,647
STM1349,SL1344_1283,0,1867,0,1867
STM1350,SL1344_1284,0,1311,0,1311
STM1351,SL1344_1285,3.29E-67,248,3.25E-67,248
STM1352,SL1344_1286,0,688,0,688
STM1353,SL1344_1287,0,729,0,729
STM1354,SL1344_1288,1.05E-165,577,1.04E-165,577
STM1355,SL1344_1289,0,716,0,716
STM1356,SL1344_1290,0,960,0,960
STM1357,SL1344_1291,0,1210,0,1210
STM1358,SL1344_1292,1.04E-177,616,1.03E-177,616
STM1359,SL1344_1293,0,442,0,442
STM1360,SL1344_1294,0,634,0,634
STM1361,SL1344_1296,0,987,0,987
STM1362,SL1344_1297,2.74E-81,295,2.71E-81,295
STM1364,SL1344_1298,0,935,0,935
STM1365,SL1344_1299,0,2405,0,2405
STM1366,SL1344_1300,1.38E-90,326,1.36E-90,326
STM1367,SL1344_1301,1.25E-36,145,8.68E-37,145
STM1368,SL1344_1302,0,1022,0,1022
STM1369,SL1344_1303,1.28E-83,303,1.27E-83,303
STM1370,SL1344_1304,0,1199,0,1199
STM1371,SL1344_1305,1.77E-168,586,1.76E-168,586
STM1372,SL1344_1306,0,1001,0,1001
STM1373,SL1344_1307,0,977,0,977
STM1374,SL1344_1308,7.97E-92,330,7.9E-92,330
STM1375,SL1344_1309,0,790,0,790
STM1376,SL1344_1310,8.29E-51,193,8.21E-51,193
STM1377,SL1344_1311,5.9E-47,180,5.84E-47,180
STM1378,SL1344_1312,0,1029,0,1031
STM1379,SL1344_1313,0,924,0,924
STM1380,SL1344_1314,0,729,0,729
STM1381,SL1344_1315,7.9E-175,607,7.83E-175,607
STM1382,SL1344_1316,0,966,0,966
STM1383,SL1344_1317,0,1191,0,1191
STM1384,SL1344_1318,0,566,0,778
STM1385,SL1344_1319,1.65E-171,596,1.64E-171,596
STM1386,SL1344_1320,0,842,0,842
STM1387,SL1344_1321,3.43E-135,475,3.52E-135,475
STM1388,SL1344_1322,1.38E-47,182,1.37E-47,182
STM1389,SL1344_1323,0,781,0,781
STM1390,SL1344_1324,1.74E-168,586,1.72E-168,586
STM1391,SL1344_1325,9.98E-144,503,9.88E-144,503
STM1392,SL1344_1326,0,2052,0,2052
STM1393,SL1344_1327,1.68E-89,322,1.66E-89,322
STM1394,SL1344_1328,0,1178,0,1178
STM1395,SL1344_1329,0,968,0,968
STM1396,SL1344_1330,1.19E-50,192,1.18E-50,192
STM1397,SL1344_1331,7.23E-55,207,8.63E-57,213
STM1398,SL1344_1332,9.87E-133,467,9.77E-133,467
STM1399,SL1344_1333,1.42E-108,386,1.41E-108,386
STM1400,SL1344_1334,0,643,0,643
STM1401,SL1344_1335,1.57E-138,486,1.55E-138,486
STM1402,SL1344_1336,3.64E-94,338,3.6E-94,338
STM1403,SL1344_1337,1.36E-101,363,1.35E-101,363
STM1404,SL1344_1338,0,652,0,652
STM1405,SL1344_1339,1.29E-161,563,1.28E-161,563
STM1406,SL1344_1340,1.81E-46,178,1.79E-46,178
STM1407,SL1344_1341,1.09E-50,192,1.08E-50,192
STM1408,SL1344_1342,1.71E-54,205,1.69E-54,205
STM1409,SL1344_1343,2.65E-153,535,2.63E-153,535
STM1410,SL1344_1344,1.83E-117,416,1.81E-117,416
STM1411,SL1344_1345,5.65E-152,531,5.59E-152,531
STM1412,SL1344_1346,0,796,0,796
STM1413,SL1344_1347,9.46E-84,303,9.37E-84,303
STM1414,SL1344_1348,0,1565,0,1565
STM1415,SL1344_1349,0,1049,0,1049
STM1416,SL1344_1350,2.51E-79,288,2.49E-79,288
STM1417,SL1344_1351,2.48E-83,302,2.46E-83,302
STM1418,SL1344_1352,0,782,0,782
STM1419,SL1344_1353,2.09E-136,479,2.07E-136,479
STM1420,SL1344_1354,4.27E-60,224,4.22E-60,224
STM1421,SL1344_1355,0,628,0,628
STM1422,SL1344_1356,0,812,0,812
STM1425,SL1344_1357,0,1038,0,1038
STM1426,SL1344_1358,1.49E-148,519,1.48E-148,519
STM1427,SL1344_1359,0,946,0,946
STM1428,SL1344_1360,0,919,0,919
STM1429,SL1344_1361,0,761,0,761
STM1430,SL1344_1362,0,818,0,818
STM1431,SL1344_1363,6.01E-131,461,5.95E-131,461
STM1432,SL1344_1364,1.29E-164,463,1.27E-164,463
STM1433,SL1344_1365,9.29E-77,280,9.2E-77,280
STM1434,SL1344_1366,3.08E-149,522,3.05E-149,522
STM1435,SL1344_1367,4.8E-90,324,4.76E-90,324
STM1436,SL1344_1368,0,872,0,872
STM1437,SL1344_1369,7.27E-141,494,7.2E-141,494
STM1438,SL1344_1370,9.94E-53,199,9.85E-53,199
STM1439,SL1344_1371,0,668,0,668
STM1440,SL1344_1372,1.26E-117,416,1.25E-117,416
STM1441,SL1344_1373,0,1086,0,1086
STM1442,SL1344_1374,0,712,0,712
STM1443,SL1344_1375,2.46E-52,198,2.44E-52,198
STM1444,SL1344_1376,1.5E-98,352,1.49E-98,352
STM1445,SL1344_1377,4.94E-104,371,4.89E-104,371
STM1446,SL1344_1378,0,896,0,896
STM1447,SL1344_1379,1.64E-72,265,1.63E-72,265
STM1448,SL1344_1380,1.53E-152,533,1.52E-152,533
STM1449,SL1344_1381,0,990,0,990
STM1450,SL1344_1382,0,678,0,678
STM1451,SL1344_1383,3.09E-138,485,3.06E-138,485
STM1452,SL1344_1384,0,1218,0,1218
STM1453,SL1344_1385,3.01E-145,508,2.98E-145,508
STM1454,SL1344_1386,5.83E-156,544,5.77E-156,544
STM1455,SL1344_1387,2.14E-141,495,2.12E-141,495
STM1456,SL1344_1388,0,837,0,837
STM1457,SL1344_1389,0,1076,0,1076
STM1458,SL1344_1390,3.69E-137,481,3.65E-137,481
STM1459,SL1344_1391,1.22E-135,476,1.21E-135,476
STM1460,SL1344_1392,3.35E-104,371,3.32E-104,371
STM1461,SL1344_1393,1.72E-45,175,1.88E-45,175
STM1462,SL1344_1394,0,837,0,837
STM1463,SL1344_1395,0,798,0,798
STM1466,SL1344_1396,0,1093,0,1093
STM1467,SL1344_1397,0,916,0,916
STM1468,SL1344_1398,0,1312,0,1312
STM1469,SL1344_1400,0,1037,0,1037
STM1470,SL1344_1401,0,736,0,736
STM1471,SL1344_1402,0,1021,0,1021
STM1472,SL1344_1403,0,1281,0,1281
STM1473,SL1344_1404,0,880,0,880
STM1475,SL1344_1405,3.83E-170,591,3.83E-170,591
STM1476,SL1344_1406,7.62E-75,273,7.55E-75,273
STM1477,SL1344_1407,0,1010,0,1010
STM1478,SL1344_1408,0,713,0,713
STM1479,SL1344_1409,0,954,0,954
STM1480,SL1344_1410,0,955,0,955
STM1481,SL1344_1411,0,767,0,767
STM1482,SL1344_1412,2.21E-82,298,2.19E-82,298
STM1483,SL1344_1413,1.02E-74,273,1.01E-74,273
STM1484,SL1344_1414,0,657,0,657
STM1485,SL1344_1415,2.11E-62,232,2.09E-62,232
STM1486,SL1344_1416,0,835,0,835
STM1487,SL1344_1417,0,657,0,657
STM1488,SL1344_1418,0,929,0,929
STM1489,SL1344_1419,8.72E-153,533,8.63E-153,533
STM1490,SL1344_1420,0,917,0,917
STM1491,SL1344_1421,0,901,0,901
STM1492,SL1344_1422,3.94E-136,478,3.9E-136,478
STM1493,SL1344_1423,0,733,0,733
STM1494,SL1344_1424,1.69E-168,586,1.67E-168,586
STM1495,SL1344_1425,5.46E-145,507,5.4E-145,507
STM1496,SL1344_1426,0,653,0,653
STM1497,SL1344_0903,3.99E-153,534,3.96E-153,534
STM1497,SL1344_1427,1.12E-153,536,1.11E-153,536
STM1498,SL1344_1428,0,1920,0,1920
STM1499,SL1344_1429,0,1906,0,1906
STM1500,SL1344_1430,4.17E-65,241,4.13E-65,241
STM1501,SL1344_1431,5.63E-171,594,5.58E-171,594
STM1502,SL1344_1432,3.27E-128,451,3.24E-128,451
STM1503,SL1344_1433,1.46E-78,286,1.44E-78,286
STM1504,SL1344_1434,7.22E-71,260,7.15E-71,260
STM1505,SL1344_1435,0,1014,0,1014
STM1506,SL1344_1436,0,815,0,815
STM1507,SL1344_1437,0,731,0,731
STM1508,SL1344_1438,0,1157,0,1157
STM1509,SL1344_1439,9.98E-41,159,9.88E-41,159
STM1510,SL1344_1440,2.23E-148,519,2.2E-148,519
STM1511,SL1344_1441,1.4E-173,603,1.38E-173,603
STM1512,SL1344_1442,0,1603,0,1603
STM1513,SL1344_1443,3.4E-38,150,3.36E-38,150
STM1514,SL1344_1444,3.67E-113,263,3.67E-113,263
STM1515,SL1344_1445,3.59E-87,314,3.56E-87,314
STM1516,SL1344_1446,0,976,0,976
STM1517,SL1344_1447,0,661,0,661
STM1518,SL1344_1448,8.84E-46,176,8.76E-46,176
STM1519,SL1344_1449,8.46E-88,317,7.29E-88,317
STM1520,SL1344_1450,1.74E-96,346,1.73E-96,346
STM1521,SL1344_1451,3.45E-158,551,3.42E-158,551
STM1522,SL1344_1452,0,671,0,671
STM1523,SL1344_1453,0,697,0,697
STM1524,SL1344_1454,0,1119,0,1119
STM1525,SL1344_1455,0,759,0,759
STM1526,SL1344_1456,2.16E-82,298,2.14E-82,298
STM1527,SL1344_1457,0,719,0,719
STM1528,SL1344_1458,1.32E-125,443,1.31E-125,443
STM1530,SL1344_1459,0,888,0,888
STM1531,SL1344_1460,9.06E-77,280,8.97E-77,280
STM1532,SL1344_1461,0,696,0,696
STM1533,SL1344_1462,0,834,0,834
STM1534,SL1344_1463,2.81E-91,328,2.78E-91,328
STM1535,SL1344_1464,1.92E-68,252,1.9E-68,252
STM1536,SL1344_1465,8.69E-135,473,8.6E-135,473
STM1537,SL1344_1466,0,628,0,628
STM1538,SL1344_1467,0,1479,0,1479
STM1539,SL1344_1468,0,857,0,857
STM1540,SL1344_1469,0,862,0,862
STM1541,SL1344_1470,2.07E-149,522,1.7E-149,522
STM1542,SL1344_1471,0,791,0,791
STM1543,SL1344_1472,0,998,0,998
STM1544,SL1344_1473,0,1264,0,1264
STM1545,SL1344_1474,0,1043,0,1043
STM1546,SL1344_1475,0,1213,0,1213
STM1547,SL1344_1476,1.26E-110,393,1.25E-110,393
STM1548,SL1344_1477,0,835,0,835
STM1549,SL1344_1478,2.39E-90,325,2.4E-90,325
STM1550,SL1344_1479,2.47E-60,225,2.45E-60,225
STM1551,SL1344_1480,4.34E-54,204,4.3E-54,204
STM1552,SL1344_1482,0,760,0,760
STM1554,SL1344_1484,0,1136,0,1136
STM1555,SL1344_1485,0,808,0,808
STM1556,SL1344_1486,0,1137,0,1137
STM1557,SL1344_1487,0,988,0,988
STM1558,SL1344_1488,0,1603,0,1603
STM1559,SL1344_1489,0,1966,0,1966
STM1560,SL1344_1490,0,1445,0,1445
STM1561,SL1344_1491,3.11E-173,602,3.08E-173,602
STM1562,SL1344_1492,1.44E-69,256,1.42E-69,256
STM1563,SL1344_1493,1.47E-98,352,1.46E-98,352
STM1564,SL1344_1494,1.58E-44,171,1.57E-44,171
STM1565,SL1344_1495,2.31E-32,130,2.28E-32,130
STM1566,SL1344_1496,0,1347,0,1347
STM1567,SL1344_1497,0,750,0,750
STM1568,SL1344_1498,4.66E-154,538,4.49E-154,538
STM1569,SL1344_1499,0,716,0,716
STM1570,SL1344_1500,0,2350,0,2350
STM1571,SL1344_1502,0,662,0,662
STM1572,SL1344_1503,0,835,0,836
STM1573,SL1344_1504,2.34E-90,325,2.81E-90,325
STM1574,SL1344_1505,0,1137,0,1137
STM1575,SL1344_1506,5.1E-137,481,5.05E-137,481
STM1576,SL1344_1507,0,1053,0,1053
STM1577,SL1344_1508,0,3092,0,3092
STM1578,SL1344_1509,0,1292,0,1292
STM1579,SL1344_1510,1.11E-147,517,1.1E-147,517
STM1580,SL1344_1511,6.18E-145,507,6.12E-145,507
STM1581,SL1344_1512,0,742,0,742
STM1582,SL1344_1513,0,667,0,667
STM1583,SL1344_1514,5.69E-145,507,5.63E-145,507
STM1584,SL1344_1515,0,1235,0,1235
STM1585,SL1344_1516,3.6E-46,177,3.56E-46,177
STM1586,SL1344_1517,0,749,0,749
STM1587,SL1344_1518,0,1658,0,1658
STM1588,SL1344_1519,2.55E-136,361,2.53E-136,361
STM1589,SL1344_1520,0,608,0,608
STM1590,SL1344_1521,2E-115,409,1.98E-115,409
STM1591,SL1344_1522,1.04E-101,363,1.03E-101,363
STM1592,SL1344_1523,2.82E-50,191,2.79E-50,191
STM1593,SL1344_1524,0,901,0,901
STM1594,SL1344_1525,0,2322,0,2322
STM1595,SL1344_1526,0,1127,0,1127
STM1596,SL1344_1527,7.3E-59,220,7.22E-59,220
STM1597,SL1344_1528,0,1134,0,1134
STM1598,SL1344_1529,0,1104,0,1104
STM1599,SL1344_1530,1.46E-177,616,1.44E-177,616
STM1600,SL1344_1530A,3.57E-49,187,3.54E-49,187
STM1601,SL1344_1531,5.1E-87,314,5.05E-87,314
STM1602,SL1344_1532,0,741,0,741
STM1603,SL1344_1533,1.9E-49,188,1.88E-49,188
STM1604,SL1344_1534,0,1532,0,1532
STM1605,SL1344_1535,3.12E-124,438,3.09E-124,438
STM1606,SL1344_1536,0,780,0,780
STM1607,SL1344_1537,2E-155,542,1.98E-155,542
STM1608,SL1344_1538,1.89E-140,492,1.87E-140,492
STM1609,SL1344_1539,0,832,0,832
STM1610,SL1344_1540,0,779,0,779
STM1611,SL1344_1541,7.47E-123,434,7.39E-123,434
STM1612,SL1344_1542,0,889,0,889
STM1613,SL1344_1543,2.85E-62,231,2.82E-62,231
STM1614,SL1344_1544,0,969,0,969
STM1615,SL1344_1545,0,641,0,641
STM1616,SL1344_1546,1.62E-99,356,1.61E-99,356
STM1617,SL1344_1547,7.18E-148,517,7.11E-148,517
STM1618,SL1344_1548,1.28E-179,623,1.27E-179,623
STM1619,SL1344_1549,6.21E-100,357,6.15E-100,357
STM1620,SL1344_1550,0,972,0,972
STM1621,SL1344_1551,1.79E-124,439,1.78E-124,439
STM1622,SL1344_1552,0,1362,0,1362
STM1623,SL1344_1553,0,1206,0,1206
STM1624,SL1344_1554,0,1080,0,1080
STM1625,SL1344_1555,0,741,0,741
STM1626,SL1344_1556,0,956,0,956
STM1627,SL1344_1557,0,893,0,893
STM1628,SL1344_1558,1.17E-59,222,1.16E-59,222
STM1629,SL1344_1559,7.66E-92,330,7.58E-92,330
STM1630,SL1344_1560,2.34E-152,532,2.32E-152,532
STM1631,SL1344_1561,0,997,0,997
STM1632,SL1344_1562,7.23E-78,283,7.16E-78,283
STM1633,SL1344_1563,7.59E-174,604,7.51E-174,604
STM1634,SL1344_1564,1.01E-151,530,1E-151,530
STM1635,SL1344_1565,4.89E-161,561,4.88E-161,561
STM1636,SL1344_1566,1.08E-159,556,1.07E-159,556
STM1637,SL1344_1567,0,1163,0,1163
STM1638,SL1344_1568,4.21E-99,354,7.01E-99,354
STM1639,SL1344_1569,1.09E-123,436,1.08E-123,436
STM1640,SL1344_1570,0,650,0,650
STM1641,SL1344_1571,0,3033,0,3033
STM1642,SL1344_1572,2.07E-129,456,2.05E-129,456
STM1643,SL1344_1573,9.66E-105,373,9.57E-105,373
STM1644,SL1344_1574,4.85E-74,270,4.81E-74,270
STM1645,SL1344_1575,3.37E-41,160,3.33E-41,160
STM1646,SL1344_1576,0,2041,0,2041
STM1647,SL1344_1577,0,736,0,736
STM1648,SL1344_1578,3.3E-93,335,3.26E-93,335
STM1649,SL1344_1579,1.71E-30,124,1.8E-30,124
STM1650,SL1344_1580,7.51E-69,253,7.44E-69,253
STM1651,SL1344_1581,0,2768,0,2768
STM1652,SL1344_1582,6.72E-101,360,6.65E-101,360
STM1653,SL1344_1583,1.98E-82,298,1.96E-82,298
STM1654,SL1344_1585,0,750,0,750
STM1655,SL1344_1586,0,1025,0,1025
STM1656,SL1344_1587,0,728,0,728
STM1657,SL1344_1588,0,902,0,902
STM1658,SL1344_1589,1.18E-131,463,1.17E-131,463
STM1659,SL1344_1590,2.16E-116,412,2.14E-116,412
STM1660,SL1344_1591,3.91E-169,588,3.63E-169,588
STM1661,SL1344_1592,0,776,0,776
STM1662,SL1344_1593,6.87E-59,220,6.81E-59,220
STM1663,SL1344_1594,0,838,0,838
STM1664,SL1344_1595,6.24E-143,500,6.18E-143,500
STM1665,SL1344_1596,2.06E-159,555,2.03E-159,555
STM1667,SL1344_1597,1.6E-127,449,1.59E-127,449
STM1668,SL1344_1598,0,659,0,659
STM1669,SL1344_1599,0,1438,0,1438
STM1670,SL1344_1600,0,656,0,656
STM1671,SL1344_1601,0,659,0,659
STM1672,SL1344_1602,0,851,0,851
STM1673,SL1344_1603,6.35E-58,216,6.29E-58,216
STM1674,SL1344_1604,2.75E-133,468,2.73E-133,468
STM1675,SL1344_1605,3.06E-158,506,3.03E-158,506
STM1676,SL1344_1606,0,696,0,696
STM1677,SL1344_1607,0,749,0,749
