"locus_tag","Molecule","FDR","logFC","gene_name","genefunc","COG","description","theme"
"SL1344_2214","Chromosome",0.511446607596882,0.766304834037537,"SL1344_2214","PFAM KAP P-loop domain protein","S","Function Unknown","Poorly characterised"
"SL1344_2215","Chromosome",0.543553571310767,-0.719948232863791,"SL1344_2215","Antitermination protein Q","S","Function Unknown","Poorly characterised"
"SL1344_2217","Chromosome",0.318003595441504,-0.904762586567693,"sspH2","Type III secretion system leucine rich repeat protein","S","Function Unknown","Poorly characterised"
"SL1344_2221","Chromosome",0.0104397045238214,1.80563704577808,"SL1344_2221","Lipid A 3-O-deacylase (PagL)","S","Function Unknown","Poorly characterised"
"SL1344_2225","Chromosome",0.430054614351265,0.851436993071536,"napC","NapC/NirT cytochrome c family, N-terminal region","C","Energy production and conversion","Metabolism"
"SL1344_2227","Chromosome",0.488688281952605,0.798230027953322,"napH","4Fe-4S binding domain","C","Energy production and conversion","Metabolism"
"SL1344_2229","Chromosome",0.765209956541205,0.499377083529777,"napA","nitrate reductase (NAP). Only expressed at high levels during aerobic growth. NapAB complex receives electrons from the membrane-anchored tetraheme protein NapC","C","Energy production and conversion","Metabolism"
"SL1344_2232","Chromosome",0.856267440095147,0.395523405804197,"eco","General inhibitor of pancreatic serine proteases inhibits chymotrypsin, trypsin, elastases, factor X, kallikrein as well as a variety of other proteases","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2233","Chromosome",0.978633598967383,0.111687292636713,"yojI","ATPases associated with a variety of cellular activities","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_2234","Chromosome",0.427393113049434,0.861520593479773,"alkB","2OG-Fe(II) oxygenase superfamily","L","Replication, recombination and repair ","Information storage and processing"
"SL1344_2237","Chromosome",0.00150120437083373,-1.91885267268992,"ompC","Gram-negative porin","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2238","Chromosome",0.487447864647581,1.10272192852243,"yojN","Component of the Rcs signaling system, which controls transcription of numerous genes. RcsD is a phosphotransfer intermediate between the sensor kinase RcsC and the response regulator RcsB. It acquires a phosphoryl group from RcsC and transfers it to RcsB","T","Signal transduction mechanisms","Cellular processes and signaling"
"SL1344_2240","Chromosome",0.373155466244761,0.924250361141509,"rcsC","Component of the Rcs signaling system, which controls transcription of numerous genes. RcsC functions as a membrane- associated protein kinase that phosphorylates RcsD in response to environmental signals. The phosphoryl group is then transferred to the response regulator RcsB","T","Signal transduction mechanisms","Cellular processes and signaling"
"SL1344_2242","Chromosome",0.215273397707932,1.12645952846689,"SL1344_2242","Mandelate racemase / muconate lactonizing enzyme, C-terminal domain","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2243","Chromosome",0.747982782055452,0.495852613252062,"SL1344_2243","Major Facilitator Superfamily","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_2244","Chromosome",0.510538200950979,0.977136391267777,"SL1344_2244","FCD","K","Transcription","Information storage and processing"
"SL1344_2249","Chromosome",0.812660941495279,0.479253094196591,"SL1344_2249","MFS_1 like family","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism"
"SL1344_2250","Chromosome",0.484420043151456,-0.758568186773474,"SL1344_2250","LysR substrate binding domain","K","Transcription","Information storage and processing"
"SL1344_2251","Chromosome",0.601564023889245,0.674096769602021,"glpQ","Glycerophosphoryl diester phosphodiesterase family","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2252","Chromosome",0.379368836030521,0.943599063252311,"glpT","Major Facilitator Superfamily","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_2253","Chromosome",0.298994104932307,1.00865232394015,"glpA","BFD-like [2Fe-2S] binding domain","C","Energy production and conversion","Metabolism"
"SL1344_2255","Chromosome",0.698383952448427,0.744675832614266,"glpC","Cysteine-rich domain","C","Energy production and conversion","Metabolism"
"SL1344_2256","Chromosome",0.800363592804204,0.461141439784268,"sseL","Protease that can act as an efficient and specific deubiquitinating enzyme in vitro. Does not possess desumoylating and deneddylating activities. The physiological substrate is","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling"
"SL1344_2259","Chromosome",1,0.0236326540798334,"yfaV","Major Facilitator Superfamily","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_2260","Chromosome",0.99837749869578,0.0420456976549747,"yfaW","Catalyzes the dehydration of L-rhamnonate to 2-keto-3- deoxy-L-rhamnonate (KDR)","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2261","Chromosome",0.605979493187633,0.75459967301439,"yfaX","helix_turn_helix isocitrate lyase regulation","K","Transcription","Information storage and processing"
"SL1344_2262","Chromosome",0.644345617817319,1.12014769777116,"SL1344_2262","Probable molybdopterin binding domain","S","Function Unknown","Poorly characterised"
"SL1344_2264","Chromosome",0.924662385472204,-0.257796246124337,"yfaO","Catalyzes the hydrolysis of nucleoside triphosphates, with a preference for pyrimidine deoxynucleoside triphosphates (dUTP, dTTP and dCTP)","L","Replication, recombination and repair ","Information storage and processing"
"SL1344_2265","Chromosome",0.811067846227154,0.425134453421722,"ais","Catalyzes the dephosphorylation of heptose(II) of the outer membrane lipopolysaccharide core","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2266","Chromosome",0.770792381510458,-0.450689962257976,"yfbE","Catalyzes the conversion of UDP-4-keto-arabinose (UDP- Ara4O) to UDP-4-amino-4-deoxy-L-arabinose (UDP-L-Ara4N). The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides","I","Lipid transport and metabolism","Metabolism"
"SL1344_2267","Chromosome",0.906134525677369,0.27234436823307,"pmrF","Catalyzes the transfer of 4-deoxy-4-formamido-L- arabinose from UDP to undecaprenyl phosphate. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides","I","Lipid transport and metabolism","Metabolism"
"SL1344_2268","Chromosome",0.298056292745082,1.01468851284058,"yfbG","Bifunctional enzyme that catalyzes the oxidative decarboxylation of UDP-glucuronic acid (UDP-GlcUA) to UDP-4-keto- arabinose (UDP-Ara4O) and the addition of a formyl group to UDP-4- amino-4-deoxy-L-arabinose (UDP-L-Ara4N) to form UDP-L-4-formamido- arabinose (UDP-L-Ara4FN). The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides","I","Lipid transport and metabolism","Metabolism"
"SL1344_2269","Chromosome",0.108356018455457,-1.20643667865088,"SL1344_2269","Catalyzes the deformylation of 4-deoxy-4-formamido-L- arabinose-phosphoundecaprenol to 4-amino-4-deoxy-L-arabinose- phosphoundecaprenol. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_2270","Chromosome",0.388264551077132,-0.892079990950828,"arnT","Catalyzes the transfer of the L-Ara4N moiety of the glycolipid undecaprenyl phosphate-alpha-L-Ara4N to lipid A. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides","I","Lipid transport and metabolism","Metabolism"
"SL1344_2274","Chromosome",0.165586987161643,1.25464981352651,"menE","Belongs to the ATP-dependent AMP-binding enzyme family. MenE subfamily","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_2275","Chromosome",0.856267440095147,-0.334334959323177,"menC","Converts 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1- carboxylate (SHCHC) to 2-succinylbenzoate (OSB)","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_2276","Chromosome",0.710440944066753,0.672614541795679,"menB","Converts o-succinylbenzoyl-CoA (OSB-CoA) to 1,4- dihydroxy-2-naphthoyl-CoA (DHNA-CoA)","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_2277","Chromosome",0.217801928392792,1.47287892176583,"yfbB","Catalyzes a proton abstraction reaction that results in 2,5-elimination of pyruvate from 2-succinyl-5-enolpyruvyl-6- hydroxy-3-cyclohexene-1-carboxylate (SEPHCHC) and the formation of 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate (SHCHC)","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_2278","Chromosome",0.598644591752863,0.789084598606506,"menD","Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC)","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_2279","Chromosome",0.357011002331994,0.960928076016187,"menF","Catalyzes the conversion of chorismate to isochorismate","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_2281","Chromosome",0.942126190463283,0.195730156415084,"elaA","Acetyltransferase (GNAT) domain","S","Function Unknown","Poorly characterised"
"SL1344_2282","Chromosome",0.306472469807888,-0.949309307183983,"elaC","Zinc phosphodiesterase, which has both exoribonuclease and endoribonuclease activities","J"," Translation, ribosomal structure and biogenesis","Information storage and processing"
"SL1344_2283","Chromosome",0.911756713079698,0.660173478861353,"SL1344_2283","CheW-like domain","NT","Cell motility;Signal transduction mechanisms","Cellular processes and signaling"
"SL1344_2285","Chromosome",2e-18,-4.87826351680703,"nuoN","NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient","C","Energy production and conversion","Metabolism"
"SL1344_2286","Chromosome",1.16e-18,-6.37921542261584,"nuoM","Proton-conducting membrane transporter","C","Energy production and conversion","Metabolism"
"SL1344_2287","Chromosome",1.5e-30,-6.92295655110659,"nuoL","NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus","CP","Energy production and conversion;Inorganic ion transport and metabolism","Metabolism"
"SL1344_2288","Chromosome",1.01e-31,-7.68605230149276,"nuoK","NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient","C","Energy production and conversion","Metabolism"
"SL1344_2289","Chromosome",8.32e-19,-5.0732198556573,"nuoJ","NADH-ubiquinone/plastoquinone oxidoreductase chain 6","C","Energy production and conversion","Metabolism"
"SL1344_2291","Chromosome",2.27e-24,-6.52258116028037,"nuoH","NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone","C","Energy production and conversion","Metabolism"
"SL1344_2292","Chromosome",8.93e-19,-5.24716917278972,"nuoG","NADH-ubiquinone oxidoreductase-G iron-sulfur binding region","C","Energy production and conversion","Metabolism"
"SL1344_2293","Chromosome",5.34e-15,-5.50709794613508,"nuoF","NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain","C","Energy production and conversion","Metabolism"
"SL1344_2294","Chromosome",2.96e-12,-3.88516990316501,"nuoE","Thioredoxin-like [2Fe-2S] ferredoxin","C","Energy production and conversion","Metabolism"
"SL1344_2295","Chromosome",4.78e-19,-4.91681295181846,"nuoC","NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient","C","Energy production and conversion","Metabolism"
"SL1344_2296","Chromosome",6.97e-09,-3.34978048230769,"nuoB","NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient","C","Energy production and conversion","Metabolism"
"SL1344_2299","Chromosome",0.308639030647869,-0.900138913704804,"lrhA","LysR substrate binding domain","K","Transcription","Information storage and processing"
"SL1344_2300","Chromosome",0.873034715710783,-0.286380571722316,"yfbQ","DegT/DnrJ/EryC1/StrS aminotransferase family","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2301","Chromosome",0.981362903520436,0.0883077498699008,"SL1344_2301","Catalyzes the strictly specific dephosphorylation of 2'- deoxyribonucleoside 5'-monophosphates","F","Nucleotide transport and metabolism","Metabolism"
"SL1344_2304","Chromosome",0.986977427571235,-0.0347923064370076,"yfbU","YfbU domain","S","Function Unknown","Poorly characterised"
"SL1344_2305","Chromosome",0.985043507050512,0.0825973515520541,"SL1344_2305","Protein of unknown function, DUF412","S","Function Unknown","Poorly characterised"
"SL1344_2306","Chromosome",1.19e-21,-5.64428060217428,"ackA","Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction","F","Nucleotide transport and metabolism","Metabolism"
"SL1344_2308","Chromosome",0.30624418397232,-1.02626202640077,"yfcC","C4-dicarboxylate anaerobic carrier","S","Function Unknown","Poorly characterised"
"SL1344_2311","Chromosome",0.825164908450999,0.393536602502052,"SL1344_2311","PTS system sugar-specific permease component","S","Function Unknown","Poorly characterised"
"SL1344_2313","Chromosome",0.822873794722053,-0.355123374366893,"SL1344_2313","Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_2314","Chromosome",0.000679027848846781,-2.35023840650558,"SL1344_2314","Bacterial regulatory proteins, lacI family","K","Transcription","Information storage and processing"
"SL1344_2315","Chromosome",0.986766909308732,-0.0353085371024704,"SL1344_2315","NUDIX domain","I","Lipid transport and metabolism","Metabolism"
"SL1344_2316","Chromosome",0.732196228253887,-0.469121204435775,"yfcE","Calcineurin-like phosphoesterase superfamily domain","S","Function Unknown","Poorly characterised"
"SL1344_2317","Chromosome",0.847559823712317,-0.351336352735643,"yfcF","Glutathione S-transferase, C-terminal domain","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling"
"SL1344_2320","Chromosome",0.31980452400973,1.34994833436427,"hisP","AAA domain, putative AbiEii toxin, Type IV TA system","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2321","Chromosome",0.796851129531641,0.439419990108614,"hisM","Binding-protein-dependent transport system inner membrane component","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2323","Chromosome",0.745827328707624,-0.454739685157913,"hisJ","Bacterial extracellular solute-binding proteins, family 3","ET","Amino acid transport and metabolism;Signal transduction mechanisms","Metabolism;Cellular processes and signaling"
"SL1344_2327","Chromosome",0.455873492435105,0.821628142125779,"SL1344_2327","Alanine racemase, N-terminal domain","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2328","Chromosome",0.801819643355776,0.427507904985162,"SL1344_2328","Amino acid permease","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2329","Chromosome",0.611900268795317,-0.63569923511472,"SL1344_2329","Pyridoxal-dependent decarboxylase, C-terminal sheet domain","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2331","Chromosome",4.45e-25,-5.86124552187534,"purF","Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine","F","Nucleotide transport and metabolism","Metabolism"
"SL1344_2332","Chromosome",7.66e-27,-6.23710795740835,"cvpA","Colicin V production protein","S","Function Unknown","Poorly characterised"
"SL1344_2333","Chromosome",0.510538200950979,0.805788125202774,"dedD","Non-essential cell division protein that could be required for efficient cell constriction","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling"
"SL1344_2336","Chromosome",0.876987230369325,1.02026122578129,"dedA","SNARE associated Golgi protein","S","Function Unknown","Poorly characterised"
"SL1344_2338","Chromosome",0.934249270740623,0.213493340555909,"usg","Semialdehyde dehydrogenase, dimerisation domain","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2339","Chromosome",0.800055787640455,-0.390855978925872,"pdxB","Catalyzes the oxidation of erythronate-4-phosphate to 3- hydroxy-2-oxo-4-phosphonooxybutanoate","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_2340","Chromosome",0.835271278736459,0.390949103476128,"div","Acts as a regulator of flagellar gene expression by modulating the protein level of the anti sigma factor FlgM upon sensing ring completion or hook elongation. Flk could inhibit FlgM secretion by acting as a braking system for the flagellar- associated type III secretion system","N","Cell motility","Cellular processes and signaling"
"SL1344_2341","Chromosome",0.985543756380499,-0.0195040201035676,"SL1344_2341","Major Facilitator Superfamily","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling"
"SL1344_2343","Chromosome",0.786984526692265,-0.446174000513145,"SL1344_2343","Winged helix-turn-helix DNA-binding","K","Transcription","Information storage and processing"
"SL1344_2344","Chromosome",0.985238245914271,-0.0422057048663807,"SL1344_2344","NlpC/P60 family","S","Function Unknown","Poorly characterised"
"SL1344_2345","Chromosome",0.611900268795317,0.855711122152956,"SL1344_2345","Protein of unknown function (DUF3828)","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2346","Chromosome",0.699312413140285,0.638685847926709,"SL1344_2346","CAAX protease self-immunity","S","Function Unknown","Poorly characterised"
"SL1344_2348","Chromosome",0.488564087505617,0.820243861835621,"mnmC","Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34","J"," Translation, ribosomal structure and biogenesis","Information storage and processing"
"SL1344_2350","Chromosome",0.68650560830892,-0.529738682883057,"yfcM","Elongation factor P hydroxylase","S","Function Unknown","Poorly characterised"
"SL1344_2352","Chromosome",0.663576081663748,0.618837084701776,"mepA","Murein endopeptidase that cleaves the D-alanyl-meso-2,6- diamino-pimelyl amide bond that connects peptidoglycan strands. Likely plays a role in the removal of murein from the sacculus","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2353","Chromosome",8.57e-42,-10.6141623073758,"aroC","Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2354","Chromosome",0.00543264615511211,-1.71746307445908,"yfcB","Specifically methylates the 50S ribosomal protein L3 on 'Gln-150'","J"," Translation, ribosomal structure and biogenesis","Information storage and processing"
"SL1344_2357","Chromosome",0.425418769390576,-0.840876674535009,"fadJ","Catalyzes the formation of a hydroxyacyl-CoA by addition of water on enoyl-CoA. Also exhibits 3-hydroxyacyl-CoA epimerase and 3-hydroxyacyl-CoA dehydrogenase activities","I","Lipid transport and metabolism","Metabolism"
"SL1344_2358","Chromosome",0.497646890199332,0.798863921499212,"fadI","Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed","I","Lipid transport and metabolism","Metabolism"
"SL1344_2360","Chromosome",0.71347060976612,0.944669845112967,"fadL","Outer membrane protein transport protein (OMPP1/FadL/TodX)","I","Lipid transport and metabolism","Metabolism"
"SL1344_2361","Chromosome",2.73e-06,-2.76357703808471,"vacJ","MlaA lipoprotein","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2362","Chromosome",0.413164966087333,-0.859697100509084,"yfdC","Formate/nitrite transporter","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_2363","Chromosome",0.586148660271412,0.907993649715748,"pgtE","Omptin family","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2364","Chromosome",0.899335569923413,0.285888512401291,"pgtA","Bacterial regulatory protein, Fis family","T","Signal transduction mechanisms","Cellular processes and signaling"
"SL1344_2365","Chromosome",0.827987056937145,0.610100315095771,"pgtB","HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain","T","Signal transduction mechanisms","Cellular processes and signaling"
"SL1344_2366","Chromosome",0.342085808582089,0.959452168106582,"pgtC","Bacterial extracellular solute-binding protein","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_2367","Chromosome",0.404360608879083,0.870906257931486,"pgtP","Major Facilitator Superfamily","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_2368","Chromosome",0.736352567727476,1.05985538291287,"SL1344_2368","Protein of unknown function (DUF2545)","S","Function Unknown","Poorly characterised"
"SL1344_2369","Chromosome",0.74284009808732,-0.91563398603249,"lpxP","Catalyzes the transfer of palmitoleate from palmitoleoyl-acyl carrier protein (ACP) to Kdo(2)-lipid IV(A) to form Kdo(2)-(palmitoleoyl)-lipid IV(A)","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2371","Chromosome",0.659939628928575,-0.57019028397336,"glk","Glucokinase","F","Nucleotide transport and metabolism","Metabolism"
"SL1344_2373","Chromosome",0.608898556174156,0.673404183296043,"SL1344_2373","Thiamine pyrophosphate enzyme, central domain","GH","Carbohydrate transport and metabolism;Coenzyme transport and metabolism","Metabolism"
"SL1344_2374","Chromosome",0.728681297724126,0.528019782686769,"SL1344_2374","Aldo/keto reductase family","C","Energy production and conversion","Metabolism"
"SL1344_2377","Chromosome",0.893571685936098,0.304710604660732,"nupC","Na+ dependent nucleoside transporter C-terminus","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling"
"SL1344_2378","Chromosome",0.433625369891018,0.84743077857702,"yfeA","MASE1","T","Signal transduction mechanisms","Cellular processes and signaling"
"SL1344_2379","Chromosome",0.810684238427441,0.429310807867085,"yfeC","Putative transcription regulator (DUF1323)","L","Replication, recombination and repair ","Information storage and processing"
"SL1344_2380","Chromosome",0.455944373152225,0.82429318475366,"yfeD","Helix-turn-helix domain","L","Replication, recombination and repair ","Information storage and processing"
"SL1344_2382","Chromosome",0.854130893566713,-0.318539397806508,"xapR","LysR substrate binding domain","K","Transcription","Information storage and processing"
"SL1344_2383","Chromosome",0.316193205801627,0.994062135942475,"SL1344_2383","-","-","no category","no theme"
"SL1344_2384","Chromosome",0.872093924848733,-0.2915202022842,"xapB","Broad-specificity transporter of purine and pyrimidine nucleosides. Driven by a proton motive force","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling"
"SL1344_2385","Chromosome",0.473590280187462,0.798580194501722,"flhAb","The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta- (deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate","F","Nucleotide transport and metabolism","Metabolism"
"SL1344_2387","Chromosome",0.553086197078751,0.734073860765457,"yfeR","LysR substrate binding domain","K","Transcription","Information storage and processing"
"SL1344_2388","Chromosome",0.893571685936098,0.302013674824592,"yfeH","Sodium Bile acid symporter family","S","Function Unknown","Poorly characterised"
"SL1344_2389","Chromosome",0.917196047890508,-0.210430303632597,"SL1344_2389","Putative quorum-sensing-regulated virulence factor","S","Function Unknown","Poorly characterised"
"SL1344_2393","Chromosome",0.650448208045742,-0.589842397246702,"cysK","Pyridoxal-phosphate dependent enzyme","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2395","Chromosome",2.54e-45,-15,"ptsI","General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)","G","Carbohydrate transport and metabolism","Metabolism"
"SL1344_2397","Chromosome",0.855394504600318,-0.313345433671238,"SL1344_2397","-","-","no category","no theme"
"SL1344_2398","Chromosome",0.556365257634925,0.768705248473137,"pdxK","B6-vitamer kinase involved in the salvage pathway of pyridoxal 5'-phosphate (PLP). Catalyzes the phosphorylation of pyridoxine (PN), pyridoxal (PL), and pyridoxamine (PM), forming their respective 5'-phosphorylated esters, i.e. PNP, PLP and PMP","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_2399","Chromosome",0.747120929887863,-0.798061585943526,"ptsJ","helix_turn_helix gluconate operon transcriptional repressor","K","Transcription","Information storage and processing"
"SL1344_2401","Chromosome",0.356849529619179,0.942889019994842,"yfeK","Family of unknown function (DUF5329)","S","Function Unknown","Poorly characterised"
"SL1344_2402","Chromosome",0.235380270476324,1.29542895599037,"yfeL","Transglycosylase","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2403","Chromosome",0.890611523694052,0.344996092841799,"cysM","Pyridoxal-phosphate dependent enzyme","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2404","Chromosome",0.971824034049318,0.221543429084806,"cysA","Part of the ABC transporter complex CysAWTP involved in sulfate thiosulfate import. Responsible for energy coupling to the transport system","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_2405","Chromosome",0.954776963760801,-0.131885150548566,"cysW","Binding-protein-dependent transport system inner membrane component","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_2407","Chromosome",0.789043198209899,0.641375695123052,"cysP","Bacterial extracellular solute-binding protein","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_2408","Chromosome",0.331706359966633,-0.910120629224222,"ucpA","KR domain","IQ","Lipid transport and metabolism;Secondary metabolites biosynthesis, transport, and catabolism","Metabolism"
"SL1344_2409","Chromosome",0.0859524057587564,-1.33970650557205,"SL1344_2409","Dyp-type peroxidase family","P","Inorganic ion transport and metabolism","Metabolism"
"SL1344_2410","Chromosome",0.646753128288663,-0.576376163591009,"yfeY","Protein of unknown function (DUF1131)","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling"
"SL1344_2411","Chromosome",0.567245072333934,0.708168382298637,"yfeZ","Protein of unknown function (DUF2919)","S","Function Unknown","Poorly characterised"
"SL1344_2414","Chromosome",0.399673549214438,0.897239919422556,"hemF","Involved in the heme biosynthesis. Catalyzes the aerobic oxidative decarboxylation of propionate groups of rings A and B of coproporphyrinogen-III to yield the vinyl groups in protoporphyrinogen-IX","H","Coenzyme transport and metabolism","Metabolism"
"SL1344_2415","Chromosome",0.962704553728378,-0.107878796893285,"SL1344_2415","-","-","no category","no theme"
"SL1344_2416","Chromosome",0.408272891328262,0.870789430234609,"SL1344_2416","Domain of unknown function (DUF1963)","S","Function Unknown","Poorly characterised"
"SL1344_2417","Chromosome",0.490127376133494,-0.73253587793628,"eutR","helix_turn_helix, arabinose operon control protein","K","Transcription","Information storage and processing"
"SL1344_2420","Chromosome",1,0.0376333649104812,"eutC","Ethanolamine ammonia-lyase light chain (EutC)","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2422","Chromosome",0.890611523694052,-0.262672049797587,"eutA","Ethanolamine utilisation protein EutA","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2423","Chromosome",0.529340092218267,0.800132286936109,"eutH","Ethanolamine utilisation protein, EutH","E","Amino acid transport and metabolism","Metabolism"
"SL1344_2426","Chromosome",0.269089615958409,-1.07615501469952,"eutE","Aldehyde dehydrogenase family","C","Energy production and conversion","Metabolism"
