Node_1_oma_id,Node_1_gene_name,Node_1_old_locus_tag,Node_1_new_locus_tag,Node_1_new_kegg_id,Node_2_oma_id,Node_2_gene_name,Node_2_old_locus_tag,Node_2_new_locus_tag,Node_2_new_kegg_id,Node_1_orthology_group_id,Node_2_orthology_group_id,Int_source,Strain,Layer,MI-score,Interaction_detection_method
SALTS01263,ihfA,SL1344_1273,SL1344_RS06655,-,SALTS02440,dapA,SL1344_2452,SL1344_RS12775,sey:SL1344_2452,OMA05341,OMA02557,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00539,fimY,SL1344_0543,SL1344_RS02790,-,SALTS01849,otsB,SL1344_1863,SL1344_RS09650,sey:SL1344_1863,OMA03197,OMA02842,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,OMA04467,OMA04467,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02228,rcsB,SL1344_2239,SL1344_RS11655,-,SALTS03532,uspB,SL1344_3555,SL1344_RS18500,-,OMA03395,OMA05071,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00119,cra,SL1344_0118,SL1344_RS00600,-,SALTS00151,aroP,SL1344_0150,SL1344_RS00765,sey:SL1344_0150,OMA02001,OMA00958,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS02231,SL1344_2242,SL1344_2242,SL1344_RS11670,-,OMA04467,OMA01382,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03890,metR,SL1344_3918,SL1344_RS20380,-,SALTS01507,SL1344_1520,SL1344_1520,SL1344_RS07920,-,OMA02167,OMA01734,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00539,fimY,SL1344_0543,SL1344_RS02790,-,SALTS00538,fimZ,SL1344_0542,SL1344_RS02785,-,OMA03197,OMA03330,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00538,fimZ,SL1344_0542,SL1344_RS02785,-,SALTS00538,fimZ,SL1344_0542,SL1344_RS02785,-,OMA03330,OMA03330,Exp(LT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS00538,fimZ,SL1344_0542,SL1344_RS02785,-,OMA05381,OMA03330,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00489,cueR,SL1344_0492,SL1344_RS02540,-,SALTS00338,SL1344_0341,SL1344_0341,SL1344_RS01770,-,OMA04660,OMA04093,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00338,SL1344_0341,SL1344_0341,SL1344_RS01770,-,OMA05327,OMA04093,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00163,SL1344_0163,SL1344_0163,SL1344_RS00825,-,OMA05327,OMA01271,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00299,SL1344_0300,SL1344_0300,SL1344_RS01560,-,OMA05327,OMA02188,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS00299,SL1344_0300,SL1344_0300,SL1344_RS01560,-,OMA05381,OMA02188,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS00298,SL1344_0299,SL1344_0299,SL1344_RS01545,-,OMA03453,OMA02520,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02862,invF,SL1344_2878,SL1344_RS15005,-,SALTS02904,cas5e,SL1344_2919,SL1344_RS15210,-,OMA03047,OMA03019,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02831,sirC,SL1344_2847,SL1344_RS14845,-,SALTS03631,SL1344_3655,SL1344_3655,SL1344_RS19015,-,OMA02430,OMA03401,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00539,fimY,SL1344_0543,SL1344_RS02790,-,SALTS00448,SL1344_0450,SL1344_0450,SL1344_RS02330,-,OMA03197,OMA00502,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS00890,ftsK,SL1344_0898,SL1344_RS04665,-,OMA03453,OMA00017,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04411,hypT,SL1344_4442,SL1344_RS23145,-,SALTS02165,lysP,SL1344_2177,SL1344_RS11300,-,OMA02349,OMA00772,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03890,metR,SL1344_3918,SL1344_RS20380,-,SALTS03023,serA,SL1344_3038,SL1344_RS15840,sey:SL1344_3038,OMA02167,OMA01321,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01314,SL1344_1325,SL1344_1325,SL1344_RS06910,-,SALTS02914,SL1344_2929,SL1344_2929,SL1344_RS15260,-,OMA03568,OMA02805,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04411,hypT,SL1344_4442,SL1344_RS23145,-,SALTS02918,mazG,SL1344_2933,SL1344_RS15280,sey:SL1344_2933,OMA02349,OMA02815,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS02185,SL1344_2197,SL1344_2197,SL1344_RS11400,-,OMA03453,OMA04923,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,SALTS02088,SL1344_2100,SL1344_2100,SL1344_RS10915,-,OMA03616,OMA00073,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00489,cueR,SL1344_0492,SL1344_RS02540,-,SALTS02355,pgtC,SL1344_2366,SL1344_RS12300,-,OMA04660,OMA01104,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00051,SL1344_0051,SL1344_0051,SL1344_RS00255,-,OMA05327,OMA01341,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02830,SL1344_2846,SL1344_2846,SL1344_RS14840,-,SALTS00333,SL1344_0336,SL1344_0336,SL1344_RS01745,-,OMA03001,OMA02967,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS00333,SL1344_0336,SL1344_0336,SL1344_RS01745,-,OMA04467,OMA02967,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01365,slyA,SL1344_1376,SL1344_RS07175,-,SALTS00333,SL1344_0336,SL1344_0336,SL1344_RS01745,-,OMA04566,OMA02967,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS00333,SL1344_0336,SL1344_0336,SL1344_RS01745,-,OMA05381,OMA02967,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01314,SL1344_1325,SL1344_1325,SL1344_RS06910,-,SALTS01771,SL1344_1785,SL1344_1785,SL1344_RS09270,-,OMA03568,OMA04658,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01314,SL1344_1325,SL1344_1325,SL1344_RS06910,-,SALTS00082,SL1344_0083,SL1344_0083,SL1344_RS00420,-,OMA03568,OMA05394,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03273,rpoN,SL1344_3292,SL1344_RS17150,-,SALTS01559,hrpA,SL1344_1571,SL1344_RS08175,-,OMA00842,OMA00021,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01683,narL,SL1344_1695,SL1344_RS08820,-,SALTS04185,nrfEF,SL1344_4217,SL1344_RS21970,-,OMA03598,OMA00236,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02830,SL1344_2846,SL1344_2846,SL1344_RS14840,-,SALTS00235,ldcC,SL1344_0235,SL1344_RS01185,sey:SL1344_0235,OMA03001,OMA00253,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00054,SL1344_0054,SL1344_0054,SL1344_RS00270,-,OMA05327,OMA00549,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04169,soxS,SL1344_4201,SL1344_RS21890,-,SALTS04126,pgi,SL1344_4157,SL1344_RS21670,sey:SL1344_4157,OMA05145,OMA00555,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03992,lsrR,SL1344_4022,SL1344_RS20930,-,SALTS03991,lsrK,SL1344_4021,SL1344_RS20925,-,OMA02195,OMA00617,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS03991,lsrK,SL1344_4021,SL1344_RS20925,-,OMA03507,OMA00617,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00061,citF,SL1344_0062,SL1344_RS00310,sey:SL1344_0062,OMA05327,OMA00722,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS02232,SL1344_2243,SL1344_2243,SL1344_RS11675,sey:SL1344_2243,OMA04467,OMA01053,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00057,citS,SL1344_0058,SL1344_RS00290,-,OMA05327,OMA01080,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04169,soxS,SL1344_4201,SL1344_RS21890,-,SALTS04125,lysC,SL1344_4156,SL1344_RS21665,sey:SL1344_4156,OMA05145,OMA01092,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,SALTS03742,dsdX,SL1344_3769,SL1344_RS19575,-,OMA03616,OMA01105,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04366,arcA,SL1344_4397,SL1344_RS22915,sey:SL1344_4397,SALTS00348,SL1344_0351,SL1344_0351,SL1344_RS01825,-,OMA01319,OMA01250,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00489,cueR,SL1344_0492,SL1344_RS02540,-,SALTS02353,pgtA,SL1344_2364,SL1344_RS12290,-,OMA04660,OMA01252,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02862,invF,SL1344_2878,SL1344_RS15005,-,SALTS01094,mdtH,SL1344_1103,SL1344_RS05745,-,OMA03047,OMA01377,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01365,slyA,SL1344_1376,SL1344_RS07175,-,SALTS00499,SL1344_0502,SL1344_0502,SL1344_RS02590,-,OMA04566,OMA01531,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03447,ompR,SL1344_3469,SL1344_RS18070,-,SALTS01271,aroH,SL1344_1281,SL1344_RS06695,sey:SL1344_1281,OMA03233,OMA01799,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00058,citC,SL1344_0059,SL1344_RS00295,-,OMA05327,OMA01831,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03890,metR,SL1344_3918,SL1344_RS20380,-,SALTS01114,rluC,SL1344_1123,SL1344_RS05850,-,OMA02167,OMA01880,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00105,araC,SL1344_0104,SL1344_RS00525,-,SALTS01565,ldhA,SL1344_1577,SL1344_RS08205,sey:SL1344_1577,OMA02591,OMA02062,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00162,SL1344_0162,SL1344_0162,SL1344_RS00820,sey:SL1344_0162,OMA05327,OMA02081,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00164,SL1344_0164,SL1344_0164,SL1344_RS00830,sey:SL1344_0164,OMA05327,OMA02122,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02830,SL1344_2846,SL1344_2846,SL1344_RS14840,-,SALTS01580,uspE,SL1344_1592,SL1344_RS08290,-,OMA03001,OMA02170,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03992,lsrR,SL1344_4022,SL1344_RS20930,-,SALTS03992,lsrR,SL1344_4022,SL1344_RS20930,-,OMA02195,OMA02195,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00063,citG,SL1344_0064,SL1344_RS00320,-,OMA05327,OMA02311,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02523,SL1344_2537,SL1344_2537,SL1344_RS13195,-,SALTS02523,SL1344_2537,SL1344_2537,SL1344_RS13195,-,OMA02316,OMA02316,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01365,slyA,SL1344_1376,SL1344_RS07175,-,SALTS03013,SL1344_3028,SL1344_3028,SL1344_RS15790,-,OMA04566,OMA02420,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00489,cueR,SL1344_0492,SL1344_RS02540,-,SALTS03806,atpG,SL1344_3833,SL1344_RS19905,sey:SL1344_3833,OMA04660,OMA02617,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00060,citE,SL1344_0061,SL1344_RS00305,sey:SL1344_0061,OMA05327,OMA02622,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01263,ihfA,SL1344_1273,SL1344_RS06655,-,SALTS04006,SL1344_4036,SL1344_4036,SL1344_RS21000,sey:SL1344_4036,OMA05341,OMA02684,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00539,fimY,SL1344_0543,SL1344_RS02790,-,SALTS00449,cof,SL1344_0451,SL1344_RS02335,sey:SL1344_0451,OMA03197,OMA02705,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00165,SL1344_0165,SL1344_0165,SL1344_RS00835,-,OMA05327,OMA03042,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01070,csgD,SL1344_1079,SL1344_RS05625,-,SALTS01887,fliH,SL1344_1900,SL1344_RS09860,-,OMA03519,OMA03170,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02839,hilD,SL1344_2855,SL1344_RS14885,-,SALTS02978,SL1344_2993,SL1344_2993,SL1344_RS15600,-,OMA02238,OMA03266,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00053,SL1344_0053,SL1344_0053,SL1344_RS00265,-,OMA05327,OMA03397,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02830,SL1344_2846,SL1344_2846,SL1344_RS14840,-,SALTS02968,mutH,SL1344_2983,SL1344_RS15550,-,OMA03001,OMA03398,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02228,rcsB,SL1344_2239,SL1344_RS11655,-,SALTS02335,SL1344_2346,SL1344_2346,SL1344_RS12195,-,OMA03395,OMA03501,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02840,hilA,SL1344_2856,SL1344_RS14890,-,SALTS02307,yfcG,SL1344_2318,SL1344_RS12055,-,OMA00542,OMA03523,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,SALTS02087,udk,SL1344_2099,SL1344_RS10910,sey:SL1344_2099,OMA03616,OMA03545,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02840,hilA,SL1344_2856,SL1344_RS14890,-,SALTS02306,yfcF,SL1344_2317,SL1344_RS12050,-,OMA00542,OMA03582,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03273,rpoN,SL1344_3292,SL1344_RS17150,-,SALTS01577,smrA,SL1344_1589,SL1344_RS08275,-,OMA00842,OMA03904,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00062,citX,SL1344_0063,SL1344_RS00315,-,OMA05327,OMA03934,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03890,metR,SL1344_3918,SL1344_RS20380,-,SALTS01508,mddA,SL1344_1521,SL1344_RS07925,-,OMA02167,OMA04132,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS03489,yhhY,SL1344_3512,SL1344_RS18280,-,OMA04467,OMA04234,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00489,cueR,SL1344_0492,SL1344_RS02540,-,SALTS03489,yhhY,SL1344_3512,SL1344_RS18280,-,OMA04660,OMA04234,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02840,hilA,SL1344_2856,SL1344_RS14890,-,SALTS02647,SL1344_2659,SL1344_2659,SL1344_RS13850,-,OMA00542,OMA04341,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04411,hypT,SL1344_4442,SL1344_RS23145,-,SALTS00462,SL1344_0464,SL1344_0464,SL1344_RS02400,-,OMA02349,OMA04367,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS03547,SL1344_3570,SL1344_3570,SL1344_RS18575,-,OMA05327,OMA04960,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02831,sirC,SL1344_2847,SL1344_RS14845,-,SALTS01846,flhD,SL1344_1860,SL1344_RS09630,-,OMA02430,OMA05031,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01609,pspF,SL1344_1621,SL1344_RS08440,-,SALTS01604,pspE,SL1344_1616,SL1344_RS08415,sey:SL1344_1616,OMA02055,OMA05201,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00059,citD,SL1344_0060,SL1344_RS00300,sey:SL1344_0060,OMA05327,OMA05405,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS00375,iraP,SL1344_0378,SL1344_RS01960,-,OMA03453,OMA05528,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS00375,iraP,SL1344_0378,SL1344_RS01960,-,OMA04467,OMA05528,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01263,ihfA,SL1344_1273,SL1344_RS06655,-,SALTS04007,zapB,SL1344_4037,SL1344_RS21005,-,OMA05341,OMA05676,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00056,SL1344_0057,SL1344_0057,SL1344_RS00285,sey:SL1344_0057,OMA05327,OMA05678,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS01494,SL1344_1507,SL1344_1507,SL1344_RS07855,sey:SL1344_1507,OMA03453,OMA00939,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS01594,SL1344_1606,SL1344_1606,SL1344_RS08365,sey:SL1344_1606,OMA05381,OMA02527,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01365,slyA,SL1344_1376,SL1344_RS07175,-,SALTS03701,SL1344_3726,SL1344_3726,SL1344_RS19365,-,OMA04566,OMA03404,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS03701,SL1344_3726,SL1344_3726,SL1344_RS19365,-,OMA05381,OMA03404,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03273,rpoN,SL1344_3292,SL1344_RS17150,-,SALTS03023,serA,SL1344_3038,SL1344_RS15840,sey:SL1344_3038,OMA00842,OMA01321,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00839,SL1344_0845,SL1344_0845,SL1344_RS04400,-,SALTS01067,csgG,SL1344_1076,SL1344_RS05610,-,OMA03634,OMA02726,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00839,SL1344_0845,SL1344_0845,SL1344_RS04400,-,SALTS01070,csgD,SL1344_1079,SL1344_RS05625,-,OMA03634,OMA03519,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01365,slyA,SL1344_1376,SL1344_RS07175,-,SALTS00839,SL1344_0845,SL1344_0845,SL1344_RS04400,-,OMA04566,OMA03634,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00839,SL1344_0845,SL1344_0845,SL1344_RS04400,-,SALTS01002,sulA,SL1344_1011,SL1344_RS05260,-,OMA03634,OMA04166,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00839,SL1344_0845,SL1344_0845,SL1344_RS04400,-,SALTS01069,csgE,SL1344_1078,SL1344_RS05620,-,OMA03634,OMA04769,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS00833,dacC,SL1344_0839,SL1344_RS04370,sey:SL1344_0839,OMA03453,OMA01196,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02862,invF,SL1344_2878,SL1344_RS15005,-,SALTS02905,cas7e,SL1344_2920,SL1344_RS15215,-,OMA03047,OMA01829,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02862,invF,SL1344_2878,SL1344_RS15005,-,SALTS02903,cas6e,SL1344_2918,SL1344_RS15205,-,OMA03047,OMA03204,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01070,csgD,SL1344_1079,SL1344_RS05625,-,SALTS01073,csgC,SL1344_1082,SL1344_RS05640,-,OMA03519,OMA05166,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02862,invF,SL1344_2878,SL1344_RS15005,-,SALTS02901,cas2,SL1344_2916,SL1344_RS15195,-,OMA03047,OMA05318,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02228,rcsB,SL1344_2239,SL1344_RS11655,-,SALTS03820,kup,SL1344_3847,SL1344_RS19975,sey:SL1344_3847,OMA03395,OMA00407,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS01291,SL1344_1302,SL1344_1302,SL1344_RS06795,-,OMA04467,OMA01055,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,SALTS02974,galR,SL1344_2989,SL1344_RS15580,-,OMA03616,OMA01906,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00489,cueR,SL1344_0492,SL1344_RS02540,-,SALTS04193,SL1344_4226,SL1344_4226,SL1344_RS22015,-,OMA04660,OMA05081,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00119,cra,SL1344_0118,SL1344_RS00600,-,SALTS00375,iraP,SL1344_0378,SL1344_RS01960,-,OMA02001,OMA05528,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02975,SL1344_2990,SL1344_2990,SL1344_RS15585,-,SALTS00359,prpR,SL1344_0362,SL1344_RS01880,-,OMA01934,OMA00611,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS04249,yjeM,SL1344_4282,SL1344_RS22310,-,OMA05327,OMA00724,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS00082,SL1344_0083,SL1344_0083,SL1344_RS00420,-,OMA04467,OMA05394,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00082,SL1344_0083,SL1344_0083,SL1344_RS00420,-,OMA05327,OMA05394,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02228,rcsB,SL1344_2239,SL1344_RS11655,-,SALTS02227,rcsD,SL1344_2238,SL1344_RS11650,-,OMA03395,OMA00125,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS01622,pdeR,SL1344_1634,SL1344_RS08505,-,OMA05381,OMA00342,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01070,csgD,SL1344_1079,SL1344_RS05625,-,SALTS01885,fliF,SL1344_1898,SL1344_RS09850,-,OMA03519,OMA00500,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01721,fadR,SL1344_1733,SL1344_RS09010,-,SALTS01734,fadD,SL1344_1747,SL1344_RS09080,sey:SL1344_1747,OMA03214,OMA00540,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04495,arcA,SL1344_4525,SL1344_RS23585,-,SALTS01734,fadD,SL1344_1747,SL1344_RS09080,sey:SL1344_1747,OMA03240,OMA00540,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS01734,fadD,SL1344_1747,SL1344_RS09080,sey:SL1344_1747,OMA03507,OMA00540,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,SALTS01734,fadD,SL1344_1747,SL1344_RS09080,sey:SL1344_1747,OMA03616,OMA00540,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02975,SL1344_2990,SL1344_2990,SL1344_RS15585,-,SALTS00808,SL1344_0813,SL1344_0813,SL1344_RS04240,-,OMA01934,OMA00628,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03890,metR,SL1344_3918,SL1344_RS20380,-,SALTS01373,dtpA,SL1344_1384,SL1344_RS07215,-,OMA02167,OMA00733,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01070,csgD,SL1344_1079,SL1344_RS05625,-,SALTS00311,pepD,SL1344_0312,SL1344_RS01620,sey:SL1344_0312,OMA03519,OMA00816,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00489,cueR,SL1344_0492,SL1344_RS02540,-,SALTS00150,SL1344_0149,SL1344_0149,SL1344_RS00760,-,OMA04660,OMA00879,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03890,metR,SL1344_3918,SL1344_RS20380,-,SALTS03778,dnaA,SL1344_3805,SL1344_RS19760,-,OMA02167,OMA00921,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
