# file_a	file_b
# a	b	evalue_ab	bitscore_ab	evalue_ba	bitscore_ba
# FN424405.1.fasta	SL1344_combined.fasta
# 0	1524	0	1524
STMMW_22631	SL1344_2209	0.0	821	0.0	821
STMMW_22641	SL1344_2210	0.0	976	0.0	976
STMMW_22651	SL1344_2211	0.0	2294	0.0	2294
STMMW_22661	SL1344_2212	0.0	959	0.0	959
STMMW_22671	SL1344_2213	2.23e-175	610	2.12e-175	610
STMMW_22681	SL1344_2214	0.0	2455	0.0	2455
STMMW_22691	SL1344_2215	0.0	682	0.0	682
STMMW_22701	SL1344_2216	0.0	1823	0.0	1823
STMMW_22721	SL1344_2217	0.0	4361	0.0	4361
STMMW_22731	SL1344_2218	1.46e-105	377	1.39e-105	377
STMMW_22741	SL1344_2219	0.0	1530	0.0	1530
STMMW_22751	SL1344_2220	1.46e-105	377	1.39e-105	377
STMMW_22761	SL1344_2221	0.0	1042	0.0	1042
STMMW_22771	SL1344_2222	0.0	1197	0.0	1197
STMMW_22781	SL1344_2223	0.0	1923	0.0	1923
STMMW_22782	SL1344_2223A	0.0	1020	0.0	1020
STMMW_22782	SL1344_3780	0.0	1020	0.0	1020
STMMW_22783	SL1344_2223B	0.0	3568	0.0	3568
STMMW_22783	SL1344_3781	0.0	3568	0.0	3568
STMMW_22784	SL1344_2223C	0.0	887	0.0	887
STMMW_22784	SL1344_3782	0.0	881	0.0	881
STMMW_22785	SL1344_2223E	0.0	1380	0.0	1380
STMMW_22785	SL1344_3783	0.0	1363	0.0	1363
STMMW_22786	SL1344_2223F	0.0	1214	0.0	1214
STMMW_22786	SL1344_3784	0.0	1214	0.0	1214
STMMW_22791	SL1344_2224	0.0	1142	0.0	1142
STMMW_22791	SL1344_3785	0.0	1142	0.0	1142
STMMW_22801	SL1344_2225	0.0	1114	0.0	1114
STMMW_22811	SL1344_2226	0.0	832	0.0	832
STMMW_22821	SL1344_2227	0.0	1602	0.0	1602
STMMW_22831	SL1344_2228	0.0	1286	0.0	1286
STMMW_22841	SL1344_2229	0.0	4593	0.0	4593
STMMW_22851	SL1344_2230	4.00e-137	483	3.80e-137	483
STMMW_22861	SL1344_2231	0.0	909	0.0	909
STMMW_22871	SL1344_2232	0.0	915	0.0	915
STMMW_22881	SL1344_2233	0.0	3037	0.0	3037
STMMW_22891	SL1344_2234	0.0	1203	0.0	1203
STMMW_22901	SL1344_2235	0.0	1962	0.0	1962
STMMW_22911	SL1344_2236	0.0	1945	0.0	1945
STMMW_22921	SL1344_2237	0.0	1790	0.0	1790
STMMW_22931	SL1344_2238	0.0	4926	0.0	4926
STMMW_22941	SL1344_2239	0.0	1203	0.0	1203
STMMW_22951	SL1344_2240	0.0	5258	0.0	5258
STMMW_22961	SL1344_2241	0.0	4870	0.0	4870
STMMW_22971	SL1344_2242	0.0	2222	0.0	2222
STMMW_22981	SL1344_2243	0.0	2449	0.0	2449
STMMW_22991	SL1344_2244	0.0	1286	0.0	1286
STMMW_23001	SL1344_2245	0.0	1347	0.0	1347
STMMW_23011	SL1344_2246	0.0	4222	0.0	4222
STMMW_23021	SL1344_2247	0.0	2089	0.0	2089
STMMW_23031	SL1344_2248	8.33e-134	472	7.92e-134	472
STMMW_23041	SL1344_2249	0.0	2194	0.0	2194
STMMW_23051	SL1344_2250	0.0	1624	0.0	1624
STMMW_23061	SL1344_2251	0.0	1978	0.0	1978
STMMW_23071	SL1344_2252	0.0	2510	0.0	2510
STMMW_23081	SL1344_2253	0.0	3003	0.0	3003
STMMW_23091	SL1344_2254	0.0	2327	0.0	2327
STMMW_23101	SL1344_2255	0.0	2200	0.0	2200
STMMW_23111	SL1344_2256	0.0	1762	0.0	1762
STMMW_23121	SL1344_2257	1.28e-90	327	1.22e-90	327
STMMW_23131	SL1344_2258	0.0	1485	0.0	1485
STMMW_23141	SL1344_2259	0.0	2383	0.0	2383
STMMW_23151	SL1344_2260	0.0	2250	0.0	2250
STMMW_23161	SL1344_2261	0.0	1447	0.0	1447
STMMW_23171	SL1344_2262	0.0	2211	0.0	2211
STMMW_23181	SL1344_2263	0.0	1048	0.0	1048
STMMW_23191	SL1344_2264	0.0	787	0.0	787
STMMW_23201	SL1344_2265	0.0	1120	0.0	1120
STMMW_23211	SL1344_2266	0.0	2139	0.0	2139
STMMW_23221	SL1344_2267	0.0	1818	0.0	1818
STMMW_23231	SL1344_2268	0.0	3663	0.0	3663
STMMW_23241	SL1344_2269	0.0	1657	0.0	1657
STMMW_23251	SL1344_2270	0.0	3042	0.0	3042
STMMW_23261	SL1344_2271	2.41e-135	477	1.72e-135	477
STMMW_23271	SL1344_2272	0.0	699	0.0	699
STMMW_23281	SL1344_2273	1.81e-135	477	1.72e-135	477
STMMW_23291	SL1344_2274	0.0	2527	0.0	2527
STMMW_23301	SL1344_2275	0.0	1768	0.0	1768
STMMW_23311	SL1344_2276	0.0	1585	0.0	1585
STMMW_23321	SL1344_2277	0.0	1402	0.0	1402
STMMW_23331	SL1344_2278	0.0	3086	0.0	3086
STMMW_23341	SL1344_2279	0.0	2394	0.0	2394
STMMW_23351	SL1344_2281	0.0	848	0.0	848
STMMW_23361	SL1344_2282	0.0	1690	0.0	1690
STMMW_23371	SL1344_2283	0.0	1851	0.0	1851
STMMW_23381	SL1344_2284	0.0	3291	0.0	3291
STMMW_23391	SL1344_2285	0.0	2361	0.0	2361
STMMW_23401	SL1344_2286	0.0	2826	0.0	2826
STMMW_23411	SL1344_2287	0.0	3402	0.0	3402
STMMW_23421	SL1344_2289	0.0	1026	0.0	1026
STMMW_23431	SL1344_2290	0.0	1003	0.0	1003
STMMW_23441	SL1344_2291	0.0	1807	0.0	1807
STMMW_23451	SL1344_2292	0.0	5036	0.0	5036
STMMW_23461	SL1344_2293	0.0	2471	0.0	2471
STMMW_23471	SL1344_2294	0.0	926	0.0	926
STMMW_23481	SL1344_2295	0.0	3330	0.0	3330
STMMW_23491	SL1344_2296	0.0	1225	0.0	1225
STMMW_23501	SL1344_2297	0.0	821	0.0	821
STMMW_23511	SL1344_2298	2.38e-77	283	2.27e-77	283
STMMW_23521	SL1344_2299	0.0	1735	0.0	1735
STMMW_23531	SL1344_2300	0.0	2244	0.0	2244
STMMW_23541	SL1344_2301	0.0	1109	0.0	1109
STMMW_23551	SL1344_2302	0.0	3374	0.0	3374
STMMW_23561	SL1344_2303	0.0	1253	0.0	1253
STMMW_23571	SL1344_2304	0.0	915	0.0	915
STMMW_23581	SL1344_2305	0.0	843	0.0	843
STMMW_23591	SL1344_2306	0.0	2222	0.0	2222
STMMW_23601	SL1344_2307	0.0	3962	0.0	3962
STMMW_23611	SL1344_2308	0.0	2809	0.0	2809
STMMW_23621	SL1344_2309	0.0	1762	0.0	1762
STMMW_23631	SL1344_2310	0.0	1535	0.0	1535
STMMW_23641	SL1344_2311	0.0	2571	0.0	2571
STMMW_23651	SL1344_2312	8.85e-144	505	8.41e-144	505
STMMW_23661	SL1344_2313	0.0	821	0.0	821
STMMW_23671	SL1344_2314	0.0	1884	0.0	1884
STMMW_23681	SL1344_2315	0.0	1026	0.0	1026
STMMW_23691	SL1344_2316	0.0	1020	0.0	1020
STMMW_23701	SL1344_2317	0.0	1192	0.0	1192
STMMW_23711	SL1344_2318	0.0	1197	0.0	1197
STMMW_23721	SL1344_2319	0.0	1652	0.0	1652
STMMW_23731	SL1344_2320	0.0	1435	0.0	1435
STMMW_23741	SL1344_2321	0.0	1303	0.0	1303
STMMW_23751	SL1344_2322	0.0	1269	0.0	1269
STMMW_23761	SL1344_2323	0.0	1447	0.0	1447
STMMW_23771	SL1344_2324	0.0	1441	0.0	1441
STMMW_23781	SL1344_2325	0.0	1053	0.0	1053
STMMW_23791	SL1344_2326	0.0	2599	0.0	2599
STMMW_23801	SL1344_2327	0.0	2039	0.0	2039
STMMW_23811	SL1344_2328	0.0	2627	0.0	2627
STMMW_23821	SL1344_2329	0.0	2582	0.0	2582
STMMW_23831	SL1344_2330	0.0	2627	0.0	2627
STMMW_23841	SL1344_2331	0.0	2804	0.0	2804
STMMW_23851	SL1344_2332	0.0	904	0.0	904
STMMW_23861	SL1344_2333	0.0	1247	0.0	1247
STMMW_23871	SL1344_2334	0.0	2344	0.0	2344
STMMW_23881	SL1344_2335	0.0	1685	0.0	1685
STMMW_23891	SL1344_2336	0.0	1219	0.0	1219
STMMW_23901	SL1344_2337	0.0	1502	0.0	1502
STMMW_23911	SL1344_2338	0.0	1873	0.0	1873
STMMW_23921	SL1344_2339	0.0	2100	0.0	2100
STMMW_23931	SL1344_2340	0.0	1851	0.0	1851
STMMW_23941	SL1344_2341	0.0	2172	0.0	2172
STMMW_23951	SL1344_2342	0.0	693	0.0	693
STMMW_23961	SL1344_2343	1.76e-130	460	1.67e-130	460
STMMW_23971	SL1344_2344	0.0	682	0.0	682
STMMW_23981	SL1344_2345	0.0	959	0.0	959
STMMW_23991	SL1344_2346	0.0	1214	0.0	1214
STMMW_24001	SL1344_2347	0.0	2244	0.0	2244
STMMW_24011	SL1344_2348	0.0	3807	0.0	3807
STMMW_24021	SL1344_2349	1.92e-145	510	1.83e-145	510
STMMW_24031	SL1344_2350	0.0	1014	0.0	1014
STMMW_24041	SL1344_2351	0.0	1496	0.0	1496
STMMW_24051	SL1344_2352	0.0	1524	0.0	1524
STMMW_24061	SL1344_2353	0.0	2006	0.0	2006
STMMW_24071	SL1344_2354	0.0	1724	0.0	1724
STMMW_24081	SL1344_2355	0.0	1020	0.0	1020
STMMW_24091	SL1344_2356	0.0	898	0.0	898
STMMW_24101	SL1344_2357	0.0	3967	0.0	3967
STMMW_24111	SL1344_2358	0.0	2422	0.0	2422
STMMW_24121	SL1344_2359	1.98e-150	527	1.88e-150	527
STMMW_24131	SL1344_2360	0.0	2427	0.0	2427
STMMW_24141	SL1344_2361	0.0	1397	0.0	1397
STMMW_24151	SL1344_2362	0.0	1740	0.0	1740
STMMW_24161	SL1344_2363	0.0	1729	0.0	1729
STMMW_24171	SL1344_2364	0.0	2305	0.0	2305
STMMW_24181	SL1344_2365	0.0	3701	0.0	3701
STMMW_24191	SL1344_2366	0.0	2200	0.0	2200
STMMW_24201	SL1344_2367	0.0	2571	0.0	2571
STMMW_24231	SL1344_2368	3.70e-127	449	3.52e-127	449
STMMW_24241	SL1344_2369	0.0	1701	0.0	1701
STMMW_24251	SL1344_2370	0.0	2289	0.0	2289
STMMW_24271	SL1344_2371	0.0	1779	0.0	1779
STMMW_24281	SL1344_2372	0.0	2278	0.0	2278
STMMW_24291	SL1344_2373	0.0	3042	0.0	3042
STMMW_24301	SL1344_2374	0.0	1845	0.0	1845
STMMW_24311	SL1344_2375	1.03e-173	604	9.79e-174	604
STMMW_24321	SL1344_2376	0.0	2294	0.0	2294
STMMW_24331	SL1344_2377	0.0	2217	0.0	2217
STMMW_24341	SL1344_2378	0.0	4045	0.0	4045
STMMW_24351	SL1344_2379	0.0	671	0.0	671
STMMW_24361	SL1344_2380	0.0	721	0.0	721
STMMW_24371	SL1344_2381	0.0	2615	0.0	2615
STMMW_24381	SL1344_2382	0.0	1629	0.0	1629
STMMW_24391	SL1344_2384	0.0	2322	0.0	2322
STMMW_24411	SL1344_2385	0.0	1535	0.0	1535
STMMW_24421	SL1344_2386	0.0	1408	0.0	1408
STMMW_24431	SL1344_2387	0.0	1712	0.0	1712
STMMW_24441	SL1344_2388	0.0	1845	0.0	1845
STMMW_24451	SL1344_2389	7.53e-119	422	7.16e-119	422
STMMW_24461	SL1344_2390	0.0	3723	0.0	3723
STMMW_24471	SL1344_2391	0.0	1823	0.0	1823
STMMW_24481	SL1344_2392	0.0	1408	0.0	1408
STMMW_24491	SL1344_2393	0.0	1796	0.0	1796
STMMW_24501	SL1344_2394	1.81e-135	477	1.72e-135	477
STMMW_24511	SL1344_2395	0.0	3192	0.0	3192
STMMW_24521	SL1344_2396	0.0	942	0.0	942
STMMW_24531	SL1344_2397	1.70e-125	444	1.62e-125	444
STMMW_24541	SL1344_2398	0.0	1596	0.0	1596
STMMW_24551	SL1344_2399	0.0	2388	0.0	2388
STMMW_24561	SL1344_2400	0.0	1330	0.0	1330
STMMW_24571	SL1344_2401	0.0	704	0.0	704
STMMW_24581	SL1344_2402	0.0	998	0.0	998
STMMW_24591	SL1344_2403	0.0	1685	0.0	1685
STMMW_24601	SL1344_2404	0.0	2028	0.0	2028
STMMW_24611	SL1344_2405	0.0	1618	0.0	1618
STMMW_24621	SL1344_2406	0.0	1541	0.0	1541
STMMW_24631	SL1344_2407	0.0	1879	0.0	1879
STMMW_24641	SL1344_2408	0.0	1463	0.0	1463
STMMW_24651	SL1344_2409	0.0	1663	0.0	1663
STMMW_24661	SL1344_2410	0.0	1059	0.0	1059
STMMW_24671	SL1344_2411	0.0	832	0.0	832
STMMW_24681	SL1344_2412	0.0	787	0.0	787
STMMW_24691	SL1344_2413	0.0	1607	0.0	1607
STMMW_24701	SL1344_2414	0.0	1663	0.0	1663
STMMW_24711	SL1344_2415	2.23e-175	610	2.12e-175	610
STMMW_24721	SL1344_2416	0.0	2355	0.0	2355
STMMW_24731	SL1344_2417	0.0	1945	0.0	1945
STMMW_24741	SL1344_2418	0.0	915	0.0	915
STMMW_24751	SL1344_2419	0.0	1219	0.0	1219
STMMW_24761	SL1344_2420	0.0	1657	0.0	1657
STMMW_24771	SL1344_2421	0.0	2516	0.0	2516
STMMW_24781	SL1344_2422	0.0	2593	0.0	2593
STMMW_24791	SL1344_2423	0.0	2266	0.0	2266
STMMW_24801	SL1344_2424	0.0	2194	0.0	2194
STMMW_24811	SL1344_2425	0.0	1552	0.0	1552
STMMW_24821	SL1344_2426	0.0	2593	0.0	2593
STMMW_24831	SL1344_2427	9.59e-159	555	9.12e-159	555
STMMW_24841	SL1344_2428	9.34e-154	538	8.89e-154	538
STMMW_24851	SL1344_2429	0.0	1873	0.0	1873
STMMW_24861	SL1344_2430	0.0	1485	0.0	1485
STMMW_24871	SL1344_2431	0.0	1275	0.0	1275
STMMW_24881	SL1344_2432	0.0	887	0.0	887
STMMW_24891	SL1344_2433	1.05e-178	621	1.00e-178	621
STMMW_24901	SL1344_0885	0.0	848	0.0	848
STMMW_24901	SL1344_1746	0.0	848	0.0	848
STMMW_24901	SL1344_2434	0.0	848	0.0	848
STMMW_24901	SL1344_3267	0.0	848	0.0	848
STMMW_24901	SL1344_3446	0.0	848	0.0	848
STMMW_24911	SL1344_2435	0.0	4205	0.0	4205
STMMW_24921	SL1344_2436	0.0	1757	0.0	1757
STMMW_24931	SL1344_2437	0.0	3690	0.0	3690
STMMW_24941	SL1344_2438	1.64e-120	427	1.56e-120	427
STMMW_24951	SL1344_2439	0.0	1929	0.0	1929
STMMW_24961	SL1344_2440	0.0	1064	0.0	1064
STMMW_24971	SL1344_2441	0.0	2399	0.0	2399
STMMW_24981	SL1344_2442	0.0	3618	0.0	3618
STMMW_24991	SL1344_2443	0.0	3142	0.0	3142
STMMW_25001	SL1344_2444	0.0	5751	0.0	5751
STMMW_25011	SL1344_2445	0.0	660	0.0	660
STMMW_25021	SL1344_2446	0.0	2084	0.0	2084
STMMW_25031	SL1344_2448	0.0	3729	0.0	3729
STMMW_25041	SL1344_2449	0.0	1596	0.0	1596
STMMW_25051	SL1344_2450	0.0	1319	0.0	1319
STMMW_25061	SL1344_2451	0.0	1912	0.0	1912
STMMW_25071	SL1344_2452	0.0	1624	0.0	1624
STMMW_25081	SL1344_2453	0.0	1059	0.0	1059
STMMW_25091	SL1344_2454	0.0	870	0.0	870
STMMW_25101	SL1344_2456	0.0	1973	0.0	1973
STMMW_25111	SL1344_2457	0.0	2704	0.0	2704
STMMW_25121	SL1344_2458	0.0	665	0.0	665
STMMW_25131	SL1344_2459	0.0	1341	0.0	1341
STMMW_25141	SL1344_2460	0.0	2383	0.0	2383
STMMW_25151	SL1344_2461	0.0	1158	0.0	1158
STMMW_25161	SL1344_2462	0.0	1917	0.0	1917
STMMW_25171	SL1344_2463	0.0	1181	0.0	1181
STMMW_25181	SL1344_2464	0.0	3818	0.0	3818
STMMW_25191	SL1344_2465	0.0	2848	0.0	2848
STMMW_25201	SL1344_2466	0.0	4089	0.0	4089
STMMW_25221	SL1344_2467	1.70e-125	444	1.77e-125	444
STMMW_25251	SL1344_2469	2.23e-175	610	2.12e-175	610
STMMW_25261	SL1344_2470	0.0	660	0.0	660
STMMW_25271	SL1344_2471	0.0	2915	0.0	2915
STMMW_25281	SL1344_2472	0.0	2710	0.0	2710
STMMW_25291	SL1344_2473	0.0	2494	0.0	2494
STMMW_25301	SL1344_2474	0.0	11291	0.0	11291
STMMW_25311	SL1344_2475	0.0	13442	0.0	13442
STMMW_25321	SL1344_2477	0.0	10333	0.0	10333
STMMW_25331	SL1344_2478	0.0	1773	0.0	1773
STMMW_25341	SL1344_2479	0.0	4050	0.0	4050
STMMW_25351	SL1344_2480	1.58e-115	411	1.50e-115	411
STMMW_25361	SL1344_2481	0.0	2721	0.0	2721
STMMW_25371	SL1344_2482	0.0	2178	0.0	2178
STMMW_25381	SL1344_2483	0.0	1147	0.0	1147
STMMW_25391	SL1344_2484	0.0	2355	0.0	2355
STMMW_25401	SL1344_2485	0.0	2061	0.0	2061
STMMW_25411	SL1344_2486	0.0	1857	0.0	1857
STMMW_25421	SL1344_2487	0.0	2156	0.0	2156
STMMW_25431	SL1344_2488	0.0	798	0.0	798
STMMW_25441	SL1344_2489	0.0	1596	0.0	1596
STMMW_25451	SL1344_2490	0.0	1491	0.0	1491
STMMW_25461	SL1344_2491	0.0	1164	0.0	1164
STMMW_25471	SL1344_2492	0.0	4388	0.0	4388
STMMW_25481	SL1344_2493	0.0	4277	0.0	4277
STMMW_25491	SL1344_2494	0.0	9108	0.0	9108
STMMW_25501	SL1344_2495	0.0	1552	0.0	1552
STMMW_25511	SL1344_2496	0.0	1230	0.0	1230
STMMW_25521	SL1344_2497	0.0	1435	0.0	1435
STMMW_25531	SL1344_2498	0.0	2372	0.0	2372
STMMW_25541	SL1344_2499	6.69e-104	372	6.36e-104	372
STMMW_25551	SL1344_2500	1.05e-178	621	1.00e-178	621
STMMW_25561	SL1344_2501	0.0	3419	0.0	3419
STMMW_25571	SL1344_2502	0.0	953	0.0	953
STMMW_25581	SL1344_2503	4.74e-172	599	4.51e-172	599
STMMW_25591	SL1344_2504	0.0	715	0.0	715
STMMW_25601	SL1344_2505	0.0	2228	0.0	2228
STMMW_25611	SL1344_2506	0.0	915	0.0	915
STMMW_25621	SL1344_2507	0.0	1352	0.0	1352
STMMW_25631	SL1344_2508	0.0	1485	0.0	1485
STMMW_25641	SL1344_2509	0.0	1624	0.0	1624
STMMW_25651	SL1344_2510	0.0	1929	0.0	1929
STMMW_25661	SL1344_2511	0.0	1507	0.0	1507
STMMW_25671	SL1344_2512	0.0	1873	0.0	1873
STMMW_25681	SL1344_2513	0.0	1823	0.0	1823
STMMW_25691	SL1344_2514	0.0	1181	0.0	1181
STMMW_25701	SL1344_2515	0.0	2361	0.0	2361
STMMW_25711	SL1344_2516	0.0	2106	0.0	2106
STMMW_25721	SL1344_2517	0.0	2316	0.0	2316
STMMW_25731	SL1344_2518	0.0	2194	0.0	2194
STMMW_25741	SL1344_2519	0.0	2848	0.0	2848
STMMW_25751	SL1344_2520	0.0	2460	0.0	2460
STMMW_25761	SL1344_2521	0.0	3840	0.0	3840
STMMW_25771	SL1344_2522	0.0	2699	0.0	2699
STMMW_25781	SL1344_2523	2.28e-180	627	2.17e-180	627
STMMW_25791	SL1344_2524	0.0	2466	0.0	2466
STMMW_25801	SL1344_2525	0.0	1413	0.0	1413
STMMW_25811	SL1344_2526	0.0	2665	0.0	2665
STMMW_25821	SL1344_2527	0.0	7175	0.0	7175
STMMW_25831	SL1344_2529	0.0	2854	0.0	2854
STMMW_25841	SL1344_2530	0.0	1020	0.0	1020
STMMW_25851	SL1344_2531	0.0	1175	0.0	1175
STMMW_25861	SL1344_2532	0.0	2510	0.0	2510
STMMW_25871	SL1344_2533	0.0	1646	0.0	1646
STMMW_25881	SL1344_2534	0.0	1568	0.0	1568
STMMW_25891	SL1344_2535	0.0	1602	0.0	1602
STMMW_25901	SL1344_2536	0.0	2211	0.0	2211
STMMW_25911	SL1344_2537	0.0	1712	0.0	1712
STMMW_25921	SL1344_2538	3.95e-137	483	3.75e-137	483
STMMW_25931	SL1344_2539	0.0	704	0.0	704
STMMW_25941	SL1344_2540	0.0	1352	0.0	1352
STMMW_25951	SL1344_2541	0.0	1347	0.0	1347
STMMW_25961	SL1344_2542	0.0	1674	0.0	1674
STMMW_25971	SL1344_2543	0.0	1114	0.0	1114
STMMW_25981	SL1344_2544	0.0	1801	0.0	1801
STMMW_25991	SL1344_2545	0.0	3325	0.0	3325
STMMW_26001	SL1344_2546	0.0	2665	0.0	2665
STMMW_26011	SL1344_2547	0.0	826	0.0	826
STMMW_26041	SL1344_1799	5.78e-84	305	6.54e-84	305
STMMW_26041	SL1344_2549	2.67e-87	316	3.47e-87	316
STMMW_26061	SL1344_2550	0.0	1070	0.0	1070
STMMW_26071	SL1344_2551	0.0	1524	0.0	1524
STMMW_26081	SL1344_2552	0.0	4294	0.0	4294
STMMW_26082	SL1344_2552A	1.76e-110	394	1.67e-110	394
STMMW_26091	SL1344_2553	0.0	6150	0.0	6150
STMMW_26101	SL1344_2554	0.0	1197	0.0	1197
STMMW_26111	SL1344_2555	0.0	1358	0.0	1358
STMMW_26121	SL1344_2556	0.0	1291	0.0	1291
STMMW_26131	SL1344_2557	2.23e-175	610	2.12e-175	610
STMMW_26141	SL1344_2558	0.0	5718	0.0	5718
STMMW_26151	SL1344_2559	4.63e-167	582	4.45e-167	582
STMMW_26161	SL1344_2560	0.0	732	0.0	732
STMMW_26171	SL1344_2561	0.0	1380	0.0	1380
STMMW_26181	SL1344_2562	0.0	743	0.0	743
STMMW_26191	SL1344_2563	0.0	2311	0.0	2311
STMMW_26201	SL1344_2564	0.0	1070	0.0	1070
STMMW_26211	SL1344_2565	0.0	710	0.0	710
STMMW_26221	SL1344_2566	0.0	665	0.0	665
STMMW_26231	SL1344_2567	0.0	1901	0.0	1901
STMMW_26241	SL1344_2568	0.0	643	0.0	643
STMMW_26251	SL1344_2569	0.0	2676	0.0	2676
STMMW_26261	SL1344_2570	0.0	2915	0.0	2915
STMMW_26271	SL1344_2571	1.46e-105	377	1.39e-105	377
STMMW_26281	SL1344_2572	0.0	3568	0.0	3568
STMMW_26291	SL1344_2573	0.0	1009	0.0	1009
STMMW_26301	SL1344_2574	0.0	743	0.0	743
STMMW_26311	SL1344_2575	0.0	876	0.0	876
STMMW_26321	SL1344_0966	0.0	809	0.0	809
STMMW_26321	SL1344_2576	0.0	832	0.0	832
STMMW_26322	SL1344_0965A	1.08e-178	621	1.00e-178	621
STMMW_26331	SL1344_2577	0.0	1269	0.0	1269
STMMW_26341	SL1344_2578	0.0	1042	0.0	1042
STMMW_26361	SL1344_2579	0.0	1253	0.0	1253
STMMW_26371	SL1344_0959	0.0	1075	0.0	1075
STMMW_26371	SL1344_2581	0.0	1098	0.0	1098
STMMW_26381	SL1344_2582	0.0	1064	0.0	1064
STMMW_26391	SL1344_2583	1.77e-125	444	1.68e-125	444
STMMW_26401	SL1344_0957	3.60e-117	416	3.43e-117	416
STMMW_26401	SL1344_2584	1.66e-120	427	1.58e-120	427
STMMW_26431	SL1344_2590	8.15e-173	603	7.71e-173	603
STMMW_26451	SL1344_2592	0.0	632	0.0	632
STMMW_26501	SL1344_2596	2.46e-72	267	2.33e-72	267
STMMW_26531	SL1344_2597	0.0	3077	0.0	3077
STMMW_26532	SL1344_0945	0.0	2028	0.0	2028
STMMW_26532	SL1344_2597A	0.0	2045	0.0	2045
STMMW_26541	SL1344_0944	7.91e-124	438	7.52e-124	438
STMMW_26541	SL1344_2598	1.70e-125	444	1.62e-125	444
STMMW_26551	SL1344_2599	1.98e-150	527	1.88e-150	527
STMMW_26561	SL1344_2600	0.0	2272	0.0	2272
STMMW_26571	SL1344_2601	0.0	887	0.0	887
STMMW_26581	SL1344_2602	0.0	1768	0.0	1768
STMMW_26591	SL1344_2603	0.0	1203	0.0	1203
STMMW_26601	SL1344_2604	0.0	1064	0.0	1064
STMMW_26611	SL1344_2605	0.0	2998	0.0	2998
STMMW_26621	SL1344_2606	0.0	1363	0.0	1363
STMMW_26631	SL1344_2607	0.0	2460	0.0	2460
STMMW_26641	SL1344_2608	0.0	1663	0.0	1663
STMMW_26651	SL1344_2609	0.0	1086	0.0	1086
STMMW_26661	SL1344_2610	0.0	710	0.0	710
STMMW_26671	SL1344_2611	0.0	1275	0.0	1275
STMMW_26681	SL1344_2612	0.0	1917	0.0	1917
STMMW_26691	SL1344_2613	0.0	776	0.0	776
STMMW_26701	SL1344_2614	0.0	1258	0.0	1258
STMMW_26711	SL1344_2615	0.0	4915	0.0	4915
STMMW_26721	SL1344_2616	0.0	2505	0.0	2505
STMMW_26731	SL1344_2617	4.74e-172	599	4.51e-172	599
STMMW_26741	SL1344_2618	0.0	2405	0.0	2405
STMMW_26751	SL1344_2619	0.0	837	0.0	837
STMMW_26761	SL1344_2620	0.0	4748	0.0	4748
STMMW_26771	SL1344_2621	0.0	1352	0.0	1352
STMMW_26781	SL1344_2622	0.0	1812	0.0	1812
STMMW_26791	SL1344_2623	0.0	1363	0.0	1363
STMMW_26801	SL1344_2624	2.28e-180	627	2.17e-180	627
STMMW_26811	SL1344_2625	0.0	2145	0.0	2145
STMMW_26821	SL1344_2626	0.0	1679	0.0	1679
STMMW_26831	SL1344_2627	0.0	1967	0.0	1967
STMMW_26841	SL1344_2628	0.0	1973	0.0	1973
STMMW_26851	SL1344_2629	0.0	959	0.0	959
STMMW_26861	SL1344_2630	0.0	2255	0.0	2255
STMMW_26871	SL1344_2646	0.0	640	0.0	640
STMMW_26881	SL1344_2647	0.0	1419	0.0	1419
STMMW_26891	SL1344_2648	0.0	1014	0.0	1014
STMMW_26901	SL1344_2649	1.76e-130	460	1.67e-130	460
STMMW_26911	SL1344_2650	0.0	2510	0.0	2510
STMMW_26921	SL1344_2651	0.0	1463	0.0	1463
STMMW_26931	SL1344_2652	0.0	2217	0.0	2217
STMMW_26941	SL1344_2653	0.0	1114	0.0	1114
STMMW_26951	SL1344_2654	0.0	1092	0.0	1092
STMMW_26971	SL1344_2655	0.0	1624	0.0	1624
STMMW_26981	SL1344_2656	0.0	3064	0.0	3064
STMMW_26991	SL1344_2657	2.28e-180	627	2.17e-180	627
STMMW_27001	SL1344_2658	4.35e-152	532	4.13e-152	532
STMMW_27011	SL1344_2659	0.0	832	0.0	832
STMMW_27021	SL1344_2660	0.0	893	0.0	893
STMMW_27031	SL1344_2661	0.0	21185	0.0	21185
STMMW_27041	SL1344_2662	0.0	2599	0.0	2599
STMMW_27051	SL1344_2663	0.0	4023	0.0	4023
STMMW_27061	SL1344_2664	0.0	2145	0.0	2145
STMMW_27071	SL1344_2723	0.0	2294	0.0	2294
STMMW_27081	SL1344_2725	0.0	1181	0.0	1181
STMMW_27091	SL1344_2726	0.0	2206	0.0	2206
STMMW_27101	SL1344_2727	0.0	1530	0.0	1530
STMMW_27111	SL1344_2728	3.32e-112	399	3.16e-112	399
STMMW_27121	SL1344_2729	0.0	3823	0.0	3823
STMMW_27131	SL1344_2730	0.0	2372	0.0	2372
STMMW_27141	SL1344_2731	0.0	1513	0.0	1513
STMMW_27151	SL1344_2732	1.16e-153	538	8.89e-154	538
STMMW_27161	SL1344_2733	1.98e-150	527	1.88e-150	527
STMMW_27171	SL1344_2734	0.0	965	0.0	965
STMMW_27181	SL1344_2735	0.0	693	0.0	693
STMMW_27191	SL1344_2736	0.0	1812	0.0	1812
STMMW_27201	SL1344_2737	0.0	1873	0.0	1873
