# s1480_old_locus-2.fa,SL1344_combined.fasta,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
STM14_1381,SL1344_1144,0,693,0,693
STM14_1382,SL1344_1145,0,1181,0,1181
STM14_1383,SL1344_1146,0,1524,0,1524
STM14_1384,SL1344_1147,0,1895,0,1895
STM14_1385,SL1344_1148,0,1003,0,1003
STM14_1386,SL1344_1149,0,2410,0,2410
STM14_1387,SL1344_1150,0,998,0,998
STM14_1388,SL1344_1151,0,1175,0,1175
STM14_1389,SL1344_1152,1.84E-135,477,1.74E-135,477
STM14_1391,SL1344_1153,0,1779,0,1779
STM14_1392,SL1344_1154,0,6360,0,6360
STM14_1393,SL1344_1155,0,2217,0,2217
STM14_1394,SL1344_1156,0,1297,0,1297
STM14_1395,SL1344_1157,0,2300,0,2300
STM14_1396,SL1344_1158,0,1685,0,1685
STM14_1397,SL1344_1159,0,1519,0,1519
STM14_1398,SL1344_1160,0,1934,0,1934
STM14_1400,SL1344_1161,0,1441,0,1441
STM14_1402,SL1344_1162,0,1868,0,1868
STM14_1403,SL1344_1163,0,1596,0,1596
STM14_1404,SL1344_1164,0,2100,0,2100
STM14_1406,SL1344_0885,0,2272,0,2272
STM14_1406,SL1344_1166,0,848,0,848
STM14_1406,SL1344_1746,0,848,0,848
STM14_1406,SL1344_1886,0,848,0,848
STM14_1406,SL1344_2434,0,848,0,848
STM14_1406,SL1344_3267,0,848,0,848
STM14_1406,SL1344_3446,0,848,0,848
STM14_1407,SL1344_1167,0,848,0,848
STM14_1408,SL1344_1168,0,2073,0,2073
STM14_1409,SL1344_1169,0,2704,0,2704
STM14_1410,SL1344_1170,0,1242,0,1242
STM14_1411,SL1344_1171,0,2532,0,2532
STM14_1412,SL1344_1172,0,1186,0,1186
STM14_1413,SL1344_1173,0,2045,0,2045
STM14_1414,SL1344_1174,0,854,0,854
STM14_1415,SL1344_1175,2.26E-175,610,2.15E-175,610
STM14_1416,SL1344_1176,0,1230,0,1230
STM14_1426,SL1344_2596,0,2255,0,2255
STM14_1427,SL1344_2595,5.39E-79,289,5.04E-79,289
STM14_1428,SL1344_2594,3.26E-107,383,3.07E-107,383
STM14_1429,SL1344_2593,0,2006,0,2006
STM14_1431,SL1344_2592,0,710,0,710
STM14_1432,SL1344_2591,0,693,0,693
STM14_1433,SL1344_2590,0,1674,0,1674
STM14_1434,SL1344_2589,0,1269,0,1269
STM14_1435,SL1344_2588,0,1230,0,1230
STM14_1436,SL1344_2587,0,870,0,870
STM14_1437,SL1344_2586,0,1208,0,1208
STM14_1439,SL1344_0957,9.24E-149,521,8.74E-149,521
STM14_1439,SL1344_2584,7.89E-119,422,7.45E-119,422
STM14_1440,SL1344_2583,3.65E-122,433,3.44E-122,433
STM14_1454,SL1344_2574,1.79E-130,460,1.69E-130,460
STM14_1455,SL1344_2573,0,715,0,715
STM14_1456,SL1344_2572,0,1003,0,1003
STM14_1457,SL1344_2571,0,3563,0,3563
STM14_1458,SL1344_2570,1.49E-105,377,1.4E-105,377
STM14_1459,SL1344_2569,0,2909,0,2909
STM14_1460,SL1344_2568,0,2621,0,2621
STM14_1461,SL1344_2567,0,643,0,643
STM14_1462,SL1344_2566,0,1895,0,1895
STM14_1463,SL1344_2565,0,641,0,641
STM14_1464,SL1344_2564,0,704,0,704
STM14_1465,SL1344_2563,0,1070,0,1070
STM14_1466,SL1344_2562,0,2078,0,2078
STM14_1467,SL1344_2561,0,743,0,743
STM14_1468,SL1344_2560,0,1380,0,1380
STM14_1469,SL1344_2559,0,732,0,732
STM14_1470,SL1344_2558,1.09E-168,588,9.67E-169,588
STM14_1471,SL1344_2557,0,5701,0,5701
STM14_1472,SL1344_2556,2.26E-175,610,2.15E-175,610
STM14_1474,SL1344_2554,0,1291,0,1291
STM14_1475,SL1344_2553,0,1197,0,1197
STM14_1486,SL1344_1177,0,6194,0,6194
STM14_1490,SL1344_1179,0,2078,0,2078
STM14_1492,SL1344_1180,0,1458,0,1458
STM14_1493,SL1344_1181,1.73E-125,444,1.63E-125,444
STM14_1495,SL1344_1182,0,965,0,965
STM14_1497,SL1344_1183,1.55E-110,394,1.46E-110,394
STM14_1501,SL1344_1184,8.73E-139,488,8.26E-139,488
STM14_1505,SL1344_1185,0,870,0,870
STM14_1508,SL1344_1186,0,638,0,638
STM14_1509,SL1344_1187,8.99E-144,505,8.5E-144,505
STM14_1511,SL1344_1188,0,865,0,865
STM14_1512,SL1344_1189,0,1929,0,1929
STM14_1513,SL1344_1190,0,981,0,981
STM14_1515,SL1344_1191,4.7E-167,582,4.46E-167,582
STM14_1516,SL1344_1192,0,3014,0,3014
STM14_1517,SL1344_1193,0,1801,0,1801
STM14_1518,SL1344_1194,0,1502,0,1502
STM14_1519,SL1344_1195,0,1474,0,1474
STM14_1520,SL1344_1196,0,1092,0,1092
STM14_1521,SL1344_1197,0,2095,0,2095
STM14_1523,SL1344_1198,4.85E-172,599,4.6E-172,599
STM14_1525,SL1344_1199,0,1197,0,1197
STM14_1526,SL1344_1200,0,1458,0,1458
STM14_1527,SL1344_1201,0,1098,0,1098
STM14_1529,SL1344_1202,0,1568,0,1568
STM14_1530,SL1344_1203,1.79E-130,460,1.69E-130,460
STM14_1531,SL1344_1204,1.12E-75,278,1.04E-75,278
STM14_1532,SL1344_1205,0,1009,0,1009
STM14_1534,SL1344_1206,0,1181,0,1181
STM14_1535,SL1344_1207,0,664,0,664
STM14_1537,SL1344_1208,6.25E-94,339,5.91E-94,339
STM14_1539,SL1344_1210,0,1186,0,1186
STM14_1542,SL1344_1211,1.79E-130,460,1.69E-130,460
STM14_1543,SL1344_1212,3.89E-132,466,3.68E-132,466
STM14_1544,SL1344_1213,2.16E-165,577,2.05E-165,577
STM14_1547,SL1344_1214,0,643,0,643
STM14_1548,SL1344_1215,0,2189,0,2189
STM14_1549,SL1344_1216,0,1469,0,1469
STM14_1552,SL1344_1217,0,826,0,826
STM14_1553,SL1344_1218,0,959,0,959
STM14_1556,SL1344_1219,0,2760,0,2760
STM14_1558,SL1344_1220,0,2377,0,2377
STM14_1560,SL1344_1221,0,3297,0,3297
STM14_1561,SL1344_1222,0,1380,0,1380
STM14_1562,SL1344_1223,0,2211,0,2211
STM14_1563,SL1344_1224,0,1585,0,1585
STM14_1565,SL1344_1225,0,1635,0,1635
STM14_1567,SL1344_1226,0,1840,0,1840
STM14_1568,SL1344_1227,0,765,0,765
STM14_1570,SL1344_1228,4.25E-147,516,4.02E-147,516
STM14_1571,SL1344_1229,0,1214,0,1214
STM14_1573,SL1344_1230,0,1879,0,1879
STM14_1574,SL1344_1231,0,3430,0,3430
STM14_1575,SL1344_1232,0,1020,0,1020
STM14_1576,SL1344_1233,0,1923,0,1923
STM14_1577,SL1344_1234,0,3602,0,3602
STM14_1578,SL1344_1235,0,2483,0,2483
STM14_1579,SL1344_1236,1.95E-145,510,1.85E-145,510
STM14_1580,SL1344_1237,0,771,0,771
STM14_1582,SL1344_1238,0,1491,0,1491
STM14_1583,SL1344_1239,0,2266,0,2266
STM14_1584,SL1344_1240,0,1912,0,1912
STM14_1585,SL1344_1241,0,2732,0,2732
STM14_1586,SL1344_1242,0,2483,0,2483
STM14_1588,SL1344_1243,0,1790,0,1790
STM14_1589,SL1344_1244,0,898,0,898
STM14_1590,SL1344_1245,0,1629,0,1629
STM14_1592,SL1344_1246,0,1530,0,1530
STM14_1594,SL1344_1247,0,632,0,632
STM14_1595,SL1344_1248,2.21E-170,593,2.1E-170,593
STM14_1596,SL1344_1249,0,2510,0,2510
STM14_1597,SL1344_1250,0,643,0,643
STM14_1598,SL1344_1251,0,1413,0,1413
STM14_1599,SL1344_1252,0,2505,0,2505
STM14_1600,SL1344_1253,0,1402,0,1402
STM14_1603,SL1344_1254,0,4161,0,4161
STM14_1604,SL1344_1255,3.77E-127,449,3.56E-127,449
STM14_1605,SL1344_1256,0,2571,0,2571
STM14_1606,SL1344_1257,0,1109,0,1109
STM14_1607,SL1344_1258,0,1236,0,1236
STM14_1608,SL1344_1259,0,992,0,992
STM14_1609,SL1344_1260,0,1591,0,1591
STM14_1610,SL1344_1261,9.48E-154,538,8.98E-154,538
STM14_1611,SL1344_1262,0,1724,0,1724
STM14_1612,SL1344_1263,0,1402,0,1402
STM14_1613,SL1344_1264,0,1773,0,1773
STM14_1614,SL1344_1265,4.7E-167,582,4.46E-167,582
STM14_1615,SL1344_1330A,0,1397,0,1397
STM14_1616,SL1344_1266,3.26E-107,383,3.07E-107,383
STM14_1619,SL1344_1267,0,2255,0,2255
STM14_1620,SL1344_1268,0,3563,0,3563
STM14_1621,SL1344_1269,0,1003,0,1003
STM14_1622,SL1344_1270,3.13E-102,366,2.94E-102,366
STM14_1624,SL1344_1271,0,660,0,660
STM14_1625,SL1344_1272,0,1818,0,1818
STM14_1626,SL1344_1273,0,4405,0,4405
STM14_1627,SL1344_1274,9.73E-159,555,9.61E-159,555
STM14_1628,SL1344_1275,0,1812,0,1812
STM14_1629,SL1344_1276,0,1020,0,1020
STM14_1630,SL1344_1277,0,1380,0,1380
STM14_1632,SL1344_1278,0,859,0,859
STM14_1633,SL1344_1279,0,1314,0,1314
STM14_1634,SL1344_1280,0,2660,0,2660
STM14_1635,SL1344_1281,6.55E-99,355,6.19E-99,355
STM14_1637,SL1344_1282,0,1934,0,1934
STM14_1639,SL1344_1283,0,1541,0,1541
STM14_1640,SL1344_1284,0,4394,0,4394
STM14_1641,SL1344_1285,0,3031,0,3031
STM14_1642,SL1344_1286,2.06E-155,544,1.95E-155,544
STM14_1643,SL1344_1287,0,2372,0,2372
STM14_1644,SL1344_1288,0,1729,0,1729
STM14_1646,SL1344_1289,0,1408,0,1408
STM14_1647,SL1344_1290,0,1640,0,1640
STM14_1648,SL1344_1291,0,2128,0,2128
STM14_1649,SL1344_1292,0,2948,0,2948
STM14_1650,SL1344_1293,0,1402,0,1402
STM14_1651,SL1344_1294,0,1602,0,1602
STM14_1654,SL1344_1296,0,2242,0,2242
STM14_1655,SL1344_1297,0,2233,0,2233
STM14_1656,ncRNA0059,0,665,0,665
STM14_1657,SL1344_1298,2.21E-51,196,1.99E-51,196
STM14_1659,SL1344_1299,0,2067,0,2067
STM14_1660,SL1344_1300,0,5646,0,5646
STM14_1661,SL1344_1301,0,760,0,760
STM14_1662,SL1344_1302,2.99E-97,350,2.83E-97,350
STM14_1663,SL1344_1303,0,2488,0,2488
STM14_1664,SL1344_1304,0,682,0,682
STM14_1665,SL1344_1305,0,2748,0,2748
STM14_1666,SL1344_1306,0,1380,0,1380
STM14_1667,SL1344_1307,0,2350,0,2350
STM14_1668,SL1344_1308,0,2255,0,2255
STM14_1669,SL1344_1309,0,771,0,771
STM14_1670,SL1344_1310,0,1851,0,1851
STM14_1671,SL1344_1311,1.73E-125,444,1.63E-125,444
STM14_1672,SL1344_1312,7.94E-124,438,7.5E-124,438
STM14_1673,SL1344_1313,0,2510,0,2510
STM14_1674,SL1344_1314,0,2483,0,2483
STM14_1675,SL1344_1315,0,1652,0,1652
STM14_1676,SL1344_1316,0,1363,0,1363
STM14_1677,SL1344_1317,0,2266,0,2266
STM14_1678,SL1344_1318,0,5657,0,5657
STM14_1679,SL1344_1319,0,1890,0,1890
STM14_1680,SL1344_1320,0,1391,0,1391
STM14_1681,SL1344_1321,0,3286,0,3286
STM14_1682,SL1344_1322,0,1147,0,1147
STM14_1683,SL1344_1323,1.55E-110,394,1.46E-110,394
STM14_1684,SL1344_1324,0,1773,0,1773
STM14_1686,SL1344_1325,0,1347,0,1347
STM14_1687,SL1344_1326,0,1181,0,1181
STM14_1688,SL1344_1327,0,5103,0,5103
STM14_1689,SL1344_1328,0,743,0,743
STM14_1690,SL1344_1329,0,2760,0,2760
STM14_1691,SL1344_1330,0,2239,0,2239
STM14_1693,SL1344_1331,3.77E-127,449,3.56E-127,449
STM14_1694,SL1344_1332,5.06E-142,499,3.91E-142,499
STM14_1695,SL1344_1333,0,1092,0,1092
STM14_1696,SL1344_1334,0,876,0,876
STM14_1697,SL1344_1335,0,2687,0,2687
STM14_1698,SL1344_1336,0,1086,0,1086
STM14_1699,SL1344_1337,0,771,0,771
STM14_1700,SL1344_1338,0,804,0,804
STM14_1701,SL1344_1339,0,1447,0,1447
STM14_1702,SL1344_1340,0,1275,0,1275
STM14_1703,SL1344_1341,3.39E-112,399,3.19E-112,399
STM14_1704,SL1344_1342,9.96E-119,422,7.24E-119,422
STM14_1705,SL1344_1343,1.79E-130,460,1.69E-130,460
STM14_1706,SL1344_1344,0,1386,0,1386
STM14_1707,SL1344_1345,0,1014,0,1014
STM14_1708,SL1344_1346,0,1247,0,1247
STM14_1709,SL1344_1347,0,1879,0,1879
STM14_1710,SL1344_1348,0,682,0,682
STM14_1711,SL1344_1349,0,3779,0,3779
STM14_1712,SL1344_1350,0,2405,0,2405
STM14_1713,SL1344_1351,0,699,0,699
STM14_1714,SL1344_1352,0,693,0,693
STM14_1715,SL1344_1353,0,1790,0,1790
STM14_1716,SL1344_1354,0,1197,0,1197
STM14_1717,SL1344_1355,1.9E-140,494,1.8E-140,494
STM14_1718,SL1344_1356,0,1441,0,1441
STM14_1722,SL1344_1357,0,1956,0,1956
STM14_1723,SL1344_1358,0,2538,0,2538
STM14_1724,SL1344_1359,0,1186,0,1186
STM14_1725,SL1344_1360,0,2122,0,2122
STM14_1726,SL1344_1361,0,2228,0,2228
STM14_1727,SL1344_1362,0,1724,0,1724
STM14_1729,SL1344_1363,0,1895,0,1895
STM14_1730,SL1344_1364,0,1075,0,1075
STM14_1731,SL1344_1365,0,1519,0,1519
STM14_1732,SL1344_1366,0,643,0,643
STM14_1733,SL1344_1367,0,1197,0,1197
STM14_1734,SL1344_1368,0,754,0,754
STM14_1735,SL1344_1369,0,2028,0,2028
STM14_1736,SL1344_1370,0,1103,0,1103
STM14_1737,SL1344_1371,1.73E-125,444,1.63E-125,444
STM14_1738,SL1344_1372,0,1657,0,1657
STM14_1739,SL1344_1373,0,965,0,965
STM14_1740,SL1344_1374,0,3768,0,3768
STM14_1741,SL1344_1375,0,1591,0,1591
STM14_1742,SL1344_1376,7.94E-124,438,7.5E-124,438
STM14_1743,SL1344_1377,0,815,0,815
STM14_1744,SL1344_1378,0,865,0,865
STM14_1745,SL1344_1379,0,2073,0,2073
STM14_1746,SL1344_1380,2.26E-175,610,2.15E-175,610
STM14_1747,SL1344_1381,0,1214,0,1214
STM14_1748,SL1344_1382,0,2355,0,2355
STM14_1749,SL1344_1383,0,1591,0,1591
STM14_1750,SL1344_1384,0,1120,0,1120
STM14_1752,SL1344_1385,0,2782,0,2782
STM14_1753,SL1344_1386,0,1170,0,1170
STM14_1754,SL1344_1387,0,1280,0,1280
STM14_1755,SL1344_1388,0,1147,0,1147
STM14_1756,SL1344_1389,0,1956,0,1956
STM14_1757,SL1344_1390,0,4072,0,4072
STM14_1758,SL1344_1391,0,1070,0,1070
STM14_1759,SL1344_1392,0,1075,0,1075
STM14_1760,SL1344_1393,0,815,0,815
STM14_1761,SL1344_1393A,3.39E-112,399,3.44E-112,399
STM14_1762,SL1344_1394,2.01E-62,233,1.87E-62,233
STM14_1763,SL1344_1395,0,1923,0,1923
STM14_1768,SL1344_1396,0,1851,0,1851
STM14_1769,SL1344_1397,0,2782,0,2782
STM14_1770,SL1344_1398,0,2172,0,2172
STM14_1772,SL1344_1400,0,3042,0,3042
STM14_1773,SL1344_1401,0,2593,0,2593
STM14_1774,SL1344_1402,0,1718,0,1718
STM14_1775,SL1344_1403,0,2405,0,2405
STM14_1777,SL1344_1404,0,3153,0,3153
STM14_1779,SL1344_1405,0,2095,0,2095
STM14_1780,SL1344_1406,0,1352,0,1352
STM14_1781,SL1344_1407,4.96E-177,616,4.71E-177,616
STM14_1785,SL1344_1408,0,2555,0,2555
STM14_1787,SL1344_1409,0,1746,0,1746
STM14_1788,SL1344_1410,0,2826,0,2826
STM14_1789,SL1344_1411,0,2566,0,2566
STM14_1791,SL1344_1412,0,1912,0,1912
STM14_1792,SL1344_1413,0,671,0,671
STM14_1793,SL1344_1414,2.26E-175,610,2.15E-175,610
STM14_1795,SL1344_1415,0,1519,0,1519
STM14_1797,SL1344_1416,1.79E-130,460,1.96E-130,460
STM14_1798,SL1344_1417,0,2316,0,2316
STM14_1799,SL1344_1418,0,1663,0,1663
STM14_1800,SL1344_1419,0,2250,0,2250
STM14_1801,SL1344_1420,0,1286,0,1286
STM14_1802,SL1344_1421,0,2383,0,2383
STM14_1803,SL1344_1422,0,2122,0,2122
STM14_1804,SL1344_1423,0,1197,0,1197
STM14_1805,SL1344_1424,0,1668,0,1668
STM14_1806,SL1344_1425,0,1314,0,1314
STM14_1807,SL1344_1426,0,1136,0,1136
STM14_1808,SL1344_1427,0,1585,0,1585
STM14_1809,SL1344_1428,0,1142,0,1142
STM14_1811,SL1344_1429,0,4499,0,4499
STM14_1812,SL1344_1430,0,4505,0,4505
STM14_1813,SL1344_1431,9.96E-164,571,9.45E-164,571
STM14_1814,SL1344_1432,0,1314,0,1314
STM14_1815,SL1344_1433,0,1037,0,1037
STM14_1817,SL1344_1434,0,632,0,632
STM14_1818,SL1344_1435,1.04E-173,604,9.9E-174,604
STM14_1819,SL1344_1436,0,2244,0,2244
STM14_1820,SL1344_1437,0,1884,0,1884
STM14_1822,SL1344_1438,0,2549,0,2549
STM14_1823,SL1344_1439,0,2710,0,2710
STM14_1824,SL1344_1440,1.49E-105,377,1.4E-105,377
STM14_1825,SL1344_1441,0,1269,0,1269
STM14_1826,SL1344_1442,0,1380,0,1380
STM14_1829,SL1344_1443,0,3773,0,3773
STM14_1830,SL1344_1444,6.25E-94,339,5.91E-94,339
STM14_1832,SL1344_1445,0,976,0,976
STM14_1834,SL1344_1446,0,726,0,726
STM14_1835,SL1344_1447,0,2194,0,2194
STM14_1836,SL1344_1448,0,1668,0,1668
STM14_1837,SL1344_1449,3.39E-112,399,3.19E-112,399
STM14_1838,SL1344_1450,0,710,0,710
STM14_1839,SL1344_1451,0,804,0,804
STM14_1840,SL1344_1452,0,1230,0,1230
STM14_1841,SL1344_1453,0,2200,0,2200
STM14_1842,SL1344_1454,0,1613,0,1613
STM14_1843,SL1344_1455,0,2566,0,2566
STM14_1844,SL1344_1456,0,1712,0,1712
STM14_1845,SL1344_1457,0,665,0,665
STM14_1846,SL1344_1458,0,1690,0,1690
STM14_1848,SL1344_1459,0,1003,0,1003
STM14_1849,SL1344_1460,0,1879,0,1879
STM14_1850,SL1344_1461,0,632,0,632
STM14_1851,SL1344_1462,0,1640,0,1640
STM14_1852,SL1344_1463,0,1962,0,1962
STM14_1853,SL1344_1464,0,760,0,760
STM14_1854,SL1344_1465,9.73E-159,555,9.22E-159,555
STM14_1855,SL1344_1466,0,1125,0,1125
STM14_1856,SL1344_1467,0,1375,0,1375
STM14_1857,SL1344_1468,0,3325,0,3325
STM14_1859,SL1344_1469,0,2039,0,2039
STM14_1860,SL1344_1470,0,2012,0,2012
STM14_1861,SL1344_1471,0,1242,0,1242
STM14_1862,SL1344_1472,0,1895,0,1895
STM14_1863,SL1344_1473,0,2377,0,2377
STM14_1864,SL1344_1474,0,2876,0,2876
STM14_1865,SL1344_1475,0,2294,0,2294
STM14_1866,SL1344_1476,0,2787,0,2787
STM14_1868,SL1344_1477,0,904,0,904
STM14_1869,SL1344_1478,0,1995,0,1995
STM14_1870,SL1344_1479,0,721,0,721
STM14_1871,SL1344_1480,2.01E-150,527,1.9E-150,527
STM14_1873,SL1344_1481,1.79E-130,460,1.69E-130,460
STM14_1874,SL1344_1482,4.91E-177,616,4.66E-177,616
STM14_1875,SL1344_1483,0,1679,0,1679
STM14_1877,SL1344_1484,0,1003,0,1003
STM14_1878,SL1344_1485,0,2710,0,2710
STM14_1879,SL1344_1486,0,1862,0,1862
STM14_1880,SL1344_1487,0,2676,0,2676
STM14_1881,SL1344_1488,0,2222,0,2222
STM14_1882,SL1344_1489,0,3829,0,3829
STM14_1883,SL1344_1490,0,4671,0,4671
STM14_1884,SL1344_1491,0,3297,0,3297
STM14_1885,SL1344_1492,0,1452,0,1452
STM14_1886,SL1344_1493,2.26E-175,610,2.15E-175,610
STM14_1887,SL1344_1494,0,798,0,798
STM14_1888,SL1344_1495,3.39E-112,399,3.19E-112,399
STM14_1889,SL1344_1496,2.31E-72,267,2.15E-72,267
STM14_1891,SL1344_1497,0,3136,0,3136
STM14_1892,SL1344_1498,0,1718,0,1718
STM14_1893,SL1344_1499,0,1186,0,1186
STM14_1894,SL1344_1500,0,1635,0,1635
STM14_1896,SL1344_1502,0,5629,0,5629
STM14_1898,SL1344_1503,0,1524,0,1524
STM14_1899,SL1344_1504,0,2012,0,2012
STM14_1900,SL1344_1505,0,704,0,704
STM14_1901,SL1344_1506,0,2748,0,2748
STM14_1903,SL1344_1507,0,1070,0,1070
STM14_1905,SL1344_1508,0,2566,0,2566
STM14_1906,SL1344_1509,0,6909,0,6909
STM14_1907,SL1344_1510,0,2854,0,2854
STM14_1908,SL1344_1511,0,1286,0,1286
STM14_1909,SL1344_1512,0,1258,0,1258
STM14_1910,SL1344_1513,0,1652,0,1652
STM14_1912,SL1344_1514,0,1563,0,1563
STM14_1916,SL1344_1515,0,1170,0,1170
STM14_1917,SL1344_1516,0,2760,0,2760
STM14_1918,SL1344_1517,1.61E-115,411,1.52E-115,411
STM14_1920,SL1344_1518,0,1962,0,1962
STM14_1921,SL1344_1519,0,3917,0,3917
STM14_1924,SL1344_1520,0,1230,0,1230
STM14_1925,SL1344_1521,0,1917,0,1917
STM14_1926,SL1344_1522,0,953,0,953
STM14_1927,SL1344_1523,0,832,0,832
STM14_1928,SL1344_1524,3.65E-122,433,3.44E-122,433
STM14_1929,SL1344_1525,0,2438,0,2438
STM14_1930,SL1344_1526,0,5502,0,5502
STM14_1931,SL1344_1527,0,3962,0,3962
STM14_1934,SL1344_1528,6E-89,322,8.86E-89,322
STM14_1935,SL1344_1529,0,2671,0,2671
STM14_1936,SL1344_1530,0,2632,0,2632
STM14_1937,SL1344_1530A,0,1424,0,1424
STM14_1938,SL1344_1531,1.67E-120,427,1.58E-120,427
STM14_1940,SL1344_1532,0,737,0,737
STM14_1941,SL1344_1533,0,1751,0,1751
STM14_1942,SL1344_1534,1.67E-120,427,1.58E-120,427
STM14_1943,SL1344_1535,0,3629,0,3629
STM14_1944,SL1344_1536,0,992,0,992
STM14_1945,SL1344_1537,0,2172,0,2172
STM14_1946,SL1344_1538,0,1236,0,1236
STM14_1947,SL1344_1539,0,1103,0,1103
STM14_1948,SL1344_1540,0,1873,0,1873
STM14_1949,SL1344_1541,0,1812,0,1812
STM14_1951,SL1344_1542,0,998,0,998
STM14_1952,SL1344_1543,0,2067,0,2067
STM14_1953,SL1344_1544,9.24E-149,521,8.74E-149,521
STM14_1954,SL1344_1545,0,2427,0,2427
STM14_1955,SL1344_1546,0,1491,0,1491
STM14_1956,SL1344_1547,0,809,0,809
STM14_1957,SL1344_1548,0,1170,0,1170
STM14_1958,SL1344_1549,0,1463,0,1463
STM14_1959,SL1344_1550,0,804,0,804
STM14_1960,SL1344_1551,0,2222,0,2222
STM14_1962,SL1344_1552,0,1064,0,1064
STM14_1963,SL1344_1553,0,3059,0,3059
STM14_1964,SL1344_1554,0,2787,0,2787
STM14_1965,SL1344_1555,0,2477,0,2477
STM14_1966,SL1344_1556,0,1707,0,1707
STM14_1968,SL1344_1557,0,3003,0,3003
STM14_1969,SL1344_1558,0,2067,0,2067
STM14_1970,SL1344_1559,1.95E-145,510,1.85E-145,510
STM14_1971,SL1344_1560,0,743,0,743
STM14_1974,SL1344_1561,0,1319,0,1319
STM14_1975,SL1344_1562,0,2266,0,2266
STM14_1977,SL1344_1563,0,638,0,638
STM14_1978,SL1344_1564,0,1408,0,1408
STM14_1979,SL1344_1565,0,1197,0,1197
STM14_1980,SL1344_1566,0,1352,0,1352
STM14_1981,SL1344_1567,0,1258,0,1258
STM14_1982,SL1344_1568,0,2865,0,2865
STM14_1983,SL1344_1569,0,1225,0,1225
STM14_1984,SL1344_1570,0,981,0,981
STM14_1985,SL1344_1571,0,1480,0,1480
STM14_1986,SL1344_1572,0,7208,0,7208
STM14_1987,SL1344_1573,0,1120,0,1120
STM14_1988,SL1344_1574,0,832,0,832
STM14_1989,SL1344_1575,4.81E-172,599,4.56E-172,599
STM14_1990,SL1344_1576,6.55E-99,355,6.19E-99,355
STM14_1991,SL1344_1577,0,4865,0,4865
STM14_1992,SL1344_1578,0,1829,0,1829
STM14_1993,SL1344_1579,0,760,0,760
STM14_1994,SL1344_1580,9.62E-79,289,5.04E-79,289
STM14_1995,SL1344_1581,9.73E-159,555,9.22E-159,555
STM14_1997,SL1344_1582,0,6510,0,6510
STM14_1998,SL1344_1583,0,804,0,804
STM14_1999,SL1344_1584,2.31E-180,627,2.19E-180,627
STM14_2000,SL1344_1585,1.49E-105,377,1.4E-105,377
STM14_2001,SL1344_1586,0,1724,0,1724
STM14_2002,SL1344_1587,0,2538,0,2538
STM14_2003,SL1344_1588,0,1818,0,1818
STM14_2005,SL1344_1589,0,2134,0,2134
STM14_2006,SL1344_1590,0,1042,0,1042
STM14_2007,SL1344_1591,0,953,0,953
STM14_2008,SL1344_1592,0,1391,0,1391
STM14_2009,SL1344_1593,0,1751,0,1751
STM14_2010,SL1344_1594,8.47E-134,472,8.01E-134,472
STM14_2011,SL1344_1595,0,1906,0,1906
STM14_2012,SL1344_1596,0,1114,0,1114
STM14_2014,SL1344_1597,0,1269,0,1269
STM14_2015,SL1344_1598,0,1031,0,1031
STM14_2016,SL1344_1599,0,1535,0,1535
STM14_2017,SL1344_1600,0,3657,0,3657
STM14_2018,SL1344_1601,0,1563,0,1563
STM14_2019,SL1344_1602,0,1587,0,1587
STM14_2020,SL1344_1603,0,2050,0,2050
STM14_2021,SL1344_1604,7.94E-124,438,8.12E-124,438
STM14_2022,SL1344_1605,0,1092,0,1092
STM14_2023,SL1344_1606,0,1319,0,1319
STM14_2025,SL1344_1607,0,1607,0,1607
STM14_2026,SL1344_1608,0,1674,0,1674
STM14_2027,SL1344_1609,0,1718,0,1718
STM14_2028,SL1344_1610,0,2981,0,2981
STM14_2029,SL1344_1611,0,1347,0,1347
STM14_2030,SL1344_1612,0,1784,0,1784
STM14_2032,SL1344_0885,0,937,0,937
STM14_2032,SL1344_1166,0,848,0,848
STM14_2032,SL1344_1746,0,848,0,848
STM14_2032,SL1344_1886,0,848,0,848
STM14_2032,SL1344_2434,0,848,0,848
STM14_2032,SL1344_3267,0,848,0,848
STM14_2032,SL1344_3446,0,848,0,848
STM14_2033,SL1344_1613,0,848,0,848
STM14_2034,SL1344_1614,0,2848,0,2848
STM14_2035,SL1344_1615,0,1962,0,1962
STM14_2036,SL1344_1616,0,2582,0,2582
STM14_2037,SL1344_1617,4.7E-167,582,4.46E-167,582
STM14_2038,SL1344_1618,7.4E-114,405,6.97E-114,405
STM14_2039,SL1344_1619,0,665,0,665
STM14_2040,SL1344_1620,3.52E-117,416,3.32E-117,416
STM14_2041,SL1344_1621,0,1236,0,1236
STM14_2042,SL1344_1622,0,1812,0,1812
STM14_2043,SL1344_1623,0,3048,0,3048
STM14_2044,SL1344_1624,0,1469,0,1469
STM14_2045,SL1344_1625,0,1646,0,1646
STM14_2046,SL1344_1626,0,1834,0,1834
STM14_2047,SL1344_1627,0,1491,0,1491
STM14_2050,SL1344_1628,0,1308,0,1308
STM14_2051,SL1344_1629,0,2538,0,2538
STM14_2052,SL1344_1630,2.88E-92,333,2.7E-92,333
STM14_2053,SL1344_1631,4.52E-157,549,4.29E-157,549
STM14_2055,SL1344_1632,0,1458,0,1458
STM14_2056,SL1344_1633,0,1807,0,1807
STM14_2058,SL1344_1634,0,3574,0,3574
